out,in_time,in_temperature_0,in_pm25_0,in_totalOrders_0,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_weather_0,in_poiCount,in_area_1,in_weather_1,in_temperature_1,in_pm25_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_weather_2,in_temperature_2,in_pm25_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
4,5,8,121,62,6,13,1223,156,58,66,1,4,653376,1,4,8,121,50,1,6,1207,180,61,46,1,4,8,121,62,8,8,1282,161,61,44
5,6,8,103,61,4,12,1192,184,66,55,1,4,653376,1,4,8,121,62,6,13,1223,156,58,66,1,4,8,121,50,1,6,1207,180,61,46
1,7,8,103,35,5,11,1218,164,66,42,1,4,653376,1,4,8,103,61,4,12,1192,184,66,55,1,4,8,121,62,6,13,1223,156,58,66
1,8,8,103,43,1,14,1132,185,64,52,1,4,653376,1,4,8,103,35,5,11,1218,164,66,42,1,4,8,103,61,4,12,1192,184,66,55
1,9,8,103,24,1,6,1131,131,60,47,1,4,653376,1,4,8,103,43,1,14,1132,185,64,52,1,4,8,103,35,5,11,1218,164,66,42
4,10,8,103,27,1,6,1054,140,59,43,1,4,653376,1,4,8,103,24,1,6,1131,131,60,47,1,4,8,103,43,1,14,1132,185,64,52
7,11,8,103,32,4,0,981,132,42,53,1,4,653376,1,4,8,103,27,1,6,1054,140,59,43,1,4,8,103,24,1,6,1131,131,60,47
5,12,8,83,28,7,1,1031,137,54,44,1,4,653376,1,4,8,103,32,4,0,981,132,42,53,1,4,8,103,27,1,6,1054,140,59,43
3,13,8,83,30,5,4,1000,117,39,42,1,4,653376,1,4,8,83,28,7,1,1031,137,54,44,1,4,8,103,32,4,0,981,132,42,53
4,14,8,83,32,3,7,965,113,40,40,1,4,653376,1,4,8,83,30,5,4,1000,117,39,42,1,4,8,83,28,7,1,1031,137,54,44
7,15,8,83,28,4,4,961,151,34,38,1,4,653376,1,4,8,83,32,3,7,965,113,40,40,1,4,8,83,30,5,4,1000,117,39,42
1,16,8,83,23,7,1,1007,89,34,27,1,4,653376,1,4,8,83,28,4,4,961,151,34,38,1,4,8,83,32,3,7,965,113,40,40
1,17,8,83,15,1,3,909,121,33,42,1,4,653376,1,4,8,83,23,7,1,1007,89,34,27,1,4,8,83,28,4,4,961,151,34,38
4,18,8,62,18,1,3,846,108,34,26,1,4,653376,1,4,8,83,15,1,3,909,121,33,42,1,4,8,83,23,7,1,1007,89,34,27
0,19,8,62,18,4,4,862,100,35,30,1,4,653376,1,4,8,62,18,1,3,846,108,34,26,1,4,8,83,15,1,3,909,121,33,42
