time,weather,temperature,pm25
1,4,8,53
1,4,8,53
2,4,8,53
2,4,8,53
3,4,8,53
3,4,8,53
4,4,8,53
4,4,8,53
5,4,8,56
5,8,8,56
6,8,8,56
6,8,8,56
7,8,8,56
7,8,8,56
8,8,8,56
8,8,8,56
9,8,8,56
9,8,8,56
10,8,8,56
10,3,8,56
11,3,8,55
11,3,8,55
12,3,8,55
12,3,8,55
13,3,8,55
13,3,8,55
14,3,8,55
14,3,8,55
15,3,8,55
15,3,8,55
16,3,8,55
16,3,8,55
17,3,8,55
17,3,8,55
18,3,8,45
18,3,8,45
19,3,8,45
19,4,7,45
20,4,7,45
20,3,7,45
21,3,7,45
21,3,7,45
22,3,7,45
22,3,7,45
23,3,7,42
23,3,7,42
24,3,7,42
24,4,7,42
25,4,7,42
25,4,7,42
26,4,7,42
26,4,7,42
27,4,7,42
27,4,7,42
28,4,7,42
28,4,7,42
29,4,7,42
29,4,7,42
30,4,7,42
30,4,7,42
31,4,7,42
31,4,7,42
32,4,7,42
32,4,7,42
33,4,7,42
33,4,7,42
34,4,7,42
34,4,7,42
35,4,7,46
35,4,7,46
36,4,7,46
36,4,7,46
37,4,7,46
37,4,7,46
38,4,7,46
38,4,7,46
39,4,7,46
40,4,7,46
41,4,7,50
41,4,7,50
42,4,7,50
43,4,7,50
44,4,7,50
44,4,7,50
45,4,7,50
45,4,7,50
46,4,7,50
46,4,7,50
47,4,7,55
47,4,7,55
48,4,7,55
48,4,7,55
49,4,7,55
50,4,7,55
50,4,7,55
51,4,7,55
51,4,7,55
52,4,7,55
52,4,7,55
53,4,7,54
53,4,7,54
54,4,7,54
54,4,7,54
55,4,7,54
55,4,7,54
56,4,7,54
56,4,7,54
57,4,7,54
57,4,7,54
58,4,7,54
58,4,7,54
59,4,7,54
59,4,7,54
60,4,7,54
60,4,7,54
61,4,7,54
61,4,7,54
62,4,7,54
62,4,7,54
63,4,7,54
63,4,7,54
64,4,7,54
64,4,7,54
65,4,7,59
65,4,7,59
66,4,7,59
66,4,7,59
67,4,7,59
67,4,7,59
68,4,8,59
68,4,8,59
69,4,8,59
69,4,8,59
70,4,8,59
70,4,8,59
71,4,8,64
71,4,8,64
72,4,8,64
72,4,7,64
73,4,7,64
73,4,7,64
74,4,7,64
74,4,7,64
75,4,7,64
75,4,7,64
76,4,7,64
76,4,7,64
77,4,7,68
77,4,7,68
78,4,7,68
78,4,7,68
79,4,7,68
79,4,7,68
80,4,7,68
80,4,7,68
81,4,7,68
81,4,7,68
82,4,8,68
82,4,7,68
83,4,8,66
83,4,8,66
84,4,8,66
84,4,8,66
85,4,8,66
85,4,8,66
86,4,8,66
86,4,8,66
87,4,8,66
87,4,8,66
88,4,8,66
88,4,8,66
89,4,8,69
89,4,8,69
90,4,8,69
90,4,8,69
91,4,8,69
91,3,8,69
92,3,8,69
92,4,8,69
93,4,8,69
93,4,8,69
94,4,8,69
94,4,8,69
95,4,8,69
95,4,8,69
96,4,8,69
96,4,8,69
97,4,8,69
97,4,8,69
98,4,8,69
98,4,8,69
99,4,8,69
99,4,8,69
100,4,8,75
100,4,8,75
101,4,8,83
101,4,8,83
102,4,8,83
102,4,8,83
103,4,8,83
103,4,8,83
104,4,8,83
104,4,8,83
105,4,8,83
105,4,8,83
106,4,8,83
106,4,8,83
107,4,8,83
107,4,8,83
108,4,8,83
108,4,8,83
109,4,8,83
109,4,8,83
110,4,8,83
110,4,8,83
111,4,8,83
111,4,8,83
112,4,8,86
112,4,8,86
113,4,8,86
113,4,8,86
114,4,8,85
114,4,8,85
115,4,8,85
115,4,8,85
116,4,8,85
116,4,8,85
117,4,8,85
117,4,8,85
118,4,8,85
118,4,8,85
119,4,8,88
119,4,8,88
120,4,8,88
120,4,8,88
121,4,8,88
121,4,8,88
122,4,8,88
122,4,8,88
123,4,8,88
123,4,8,88
124,4,8,88
124,4,8,88
125,4,8,93
125,4,8,93
126,4,8,93
126,4,8,93
127,4,8,93
127,3,7,93
128,3,7,93
128,4,7,93
129,4,7,93
129,4,7,93
130,4,7,93
130,4,7,93
131,4,7,93
131,4,7,93
132,4,7,93
132,4,7,93
133,4,7,93
133,4,7,93
134,4,7,93
134,4,7,93
135,4,7,93
135,4,7,93
136,4,7,93
136,4,7,93
137,4,7,93
137,4,7,93
138,4,7,93
138,4,7,93
139,4,7,93
139,4,7,93
140,4,7,93
140,4,7,93
141,4,7,93
141,4,7,93
142,4,7,93
142,4,7,93
143,4,8,93
143,4,8,93
144,4,8,93
144,4,8,93
