time,weather,temperature,pm25
1,2,4,127
1,2,4,127
2,2,4,127
2,2,4,127
3,2,4,127
3,2,4,127
4,2,4,128
4,2,4,128
5,2,4,132
5,2,4,132
6,2,4,132
6,2,4,132
7,2,4,132
7,2,3,132
8,2,3,132
8,2,3,132
9,2,3,132
10,2,3,132
10,2,3,132
11,2,3,136
11,2,3,136
12,2,3,136
12,2,3,136
13,2,3,136
13,2,3,136
14,2,3,136
14,2,3,136
15,2,3,136
15,2,3,136
16,2,3,136
16,2,3,136
17,2,3,132
17,2,3,132
18,2,3,132
18,2,3,132
19,2,3,132
19,2,3,132
20,2,3,132
20,2,3,132
21,2,3,132
21,2,3,132
22,2,3,132
22,2,3,132
23,2,3,133
23,2,3,133
24,2,3,133
24,2,3,133
25,2,3,133
25,2,3,133
26,2,3,133
26,2,3,133
27,2,3,133
27,2,3,133
28,2,3,133
28,2,3,133
29,2,3,133
29,2,3,133
30,2,3,132
30,2,3,132
31,2,3,132
31,2,3,132
32,2,3,132
32,2,3,132
33,2,3,132
33,2,3,132
34,2,3,132
34,2,3,132
35,2,3,131
35,2,3,131
36,2,3,131
36,2,3,131
37,2,3,131
37,2,3,131
38,2,3,131
38,2,3,131
39,2,3,131
39,2,3,131
40,2,3,131
40,2,3,131
41,2,3,125
41,2,3,125
42,2,3,125
42,2,3,125
43,2,3,125
43,8,3,125
44,8,3,125
44,8,3,125
45,8,3,125
45,8,3,125
46,8,3,125
46,8,3,125
47,8,3,122
47,8,3,122
48,8,3,122
48,8,3,122
49,8,3,122
49,8,3,122
50,8,3,122
50,8,3,122
51,8,3,122
51,8,3,122
52,8,3,122
52,8,3,122
53,8,3,122
53,8,3,122
54,8,3,122
54,8,3,122
55,8,3,122
55,8,3,122
56,8,3,122
56,8,3,122
57,8,3,122
57,8,3,122
58,8,3,122
58,8,3,122
59,8,3,132
59,8,3,132
60,8,3,132
60,2,3,132
61,2,3,132
61,2,3,132
62,2,3,132
62,2,3,132
63,2,3,132
63,2,3,132
64,2,5,132
64,2,5,132
65,2,5,145
65,2,5,145
66,2,5,145
66,2,5,145
67,2,6,145
67,2,6,145
68,2,6,145
68,2,6,145
69,2,6,145
69,2,6,145
70,2,6,145
70,2,6,145
71,2,6,159
71,2,6,159
72,2,8,159
73,2,8,159
73,2,8,159
74,2,8,159
74,2,8,159
75,2,8,159
75,2,8,159
76,2,8,159
76,2,8,159
77,2,9,157
78,2,9,157
78,2,9,157
79,2,9,157
80,2,9,157
80,2,9,157
81,2,9,157
81,2,9,157
82,2,9,157
82,2,9,157
83,2,9,139
83,2,9,139
84,2,9,139
84,2,9,139
85,2,9,139
85,2,9,139
86,2,9,139
86,2,9,139
87,2,9,139
87,2,9,139
88,2,9,139
88,2,9,139
89,2,9,139
89,2,9,139
90,2,9,139
90,2,9,139
91,2,9,139
91,2,9,139
92,2,9,139
92,2,9,139
93,2,9,139
93,2,9,139
94,2,9,139
94,2,9,139
95,2,9,141
95,2,9,141
96,2,9,141
96,2,9,141
97,2,9,141
97,2,9,141
98,2,9,141
98,2,9,141
99,2,9,141
99,2,9,141
100,2,9,141
100,2,9,141
101,2,9,144
101,2,9,144
102,2,9,144
102,2,9,144
103,2,9,144
103,2,9,144
104,2,9,144
104,2,9,144
105,2,9,144
105,2,9,144
106,2,9,144
106,2,9,144
107,2,8,148
107,2,8,148
108,2,8,148
108,2,8,148
109,2,8,148
109,2,8,148
110,2,8,148
110,2,8,148
111,2,8,148
111,2,8,148
112,2,8,148
112,2,8,148
113,2,8,151
113,2,8,151
114,2,8,151
114,3,8,151
115,3,8,151
115,3,8,151
116,3,8,151
116,3,8,151
117,3,8,151
117,3,8,151
118,3,8,151
118,3,8,151
119,3,8,163
120,3,8,163
120,3,8,163
121,3,8,163
122,3,8,163
122,3,8,163
123,3,8,163
123,3,8,163
124,3,8,163
124,3,8,163
125,3,8,173
125,3,8,173
126,3,8,173
126,3,8,173
127,3,8,173
127,3,8,173
128,3,8,173
128,3,8,173
129,3,8,173
130,3,8,173
131,3,8,178
131,3,8,178
132,3,8,178
132,3,8,178
133,3,8,178
134,3,8,178
135,3,8,178
135,3,8,178
136,3,7,178
137,3,7,183
138,3,7,183
139,3,7,183
139,3,7,183
140,3,7,183
140,3,7,183
141,3,7,183
141,3,7,183
142,3,7,183
142,3,7,183
143,3,7,185
143,3,7,185
144,3,7,185
144,3,7,185
