time,weather,temperature,pm25
1,2,4,132
2,2,4,132
3,2,4,132
3,2,4,132
4,2,4,132
4,2,4,132
5,2,4,128
5,2,4,128
6,2,4,128
6,2,4,128
7,2,4,128
7,2,4,128
8,2,4,128
8,2,4,128
9,2,4,128
9,2,3,128
10,2,3,128
10,2,3,128
11,2,3,128
11,2,3,128
12,2,3,128
12,2,3,128
13,2,3,136
13,2,3,136
14,2,3,136
14,2,3,136
15,2,3,136
15,2,3,136
16,2,3,136
16,2,3,136
17,2,3,136
17,2,3,136
18,2,3,136
18,2,3,136
19,2,3,136
19,2,3,136
20,2,3,136
20,2,3,136
21,2,3,136
21,2,3,136
22,2,3,139
22,2,3,139
23,2,3,143
23,2,3,143
24,2,3,143
24,2,3,143
25,2,3,143
25,2,3,143
26,2,3,143
26,2,3,143
27,2,3,143
27,2,3,143
28,2,3,143
28,2,3,143
29,2,3,127
29,2,3,127
30,2,3,127
30,2,3,127
31,2,3,127
31,2,3,127
32,2,3,127
32,2,3,127
33,2,3,127
33,2,3,127
34,2,3,127
34,2,3,127
35,2,2,120
35,2,2,120
36,2,3,120
36,2,3,120
37,2,3,120
37,2,3,120
38,2,2,120
38,2,2,120
39,2,2,120
39,2,2,120
40,2,2,120
40,2,2,120
41,2,2,119
41,2,2,119
42,2,2,119
42,2,2,119
43,2,3,119
43,2,3,119
44,2,3,119
44,2,3,119
45,2,3,119
45,2,3,119
46,8,3,119
46,8,3,119
47,8,3,115
47,8,3,115
48,8,3,115
48,8,3,115
49,8,3,115
49,8,3,115
50,8,3,115
51,8,3,115
52,8,3,115
53,8,3,111
54,8,3,111
54,8,3,111
55,8,3,111
56,8,3,111
57,8,3,111
57,8,3,111
58,8,3,111
59,8,3,117
60,8,3,117
61,8,4,117
62,8,4,117
62,8,4,117
63,8,4,117
63,8,5,117
64,8,5,117
64,8,5,117
65,8,5,128
65,8,6,128
66,8,6,128
66,8,6,128
67,8,6,128
67,8,6,128
68,8,6,128
69,2,6,128
69,2,8,128
70,2,8,128
70,2,8,128
71,2,8,128
71,2,8,128
72,2,8,149
72,2,9,149
73,2,9,149
73,2,9,149
74,2,9,149
74,2,9,149
75,2,9,149
75,2,9,149
76,2,9,149
76,2,9,149
77,2,9,161
77,2,9,161
78,2,10,161
78,2,10,161
79,2,10,161
79,2,10,161
80,2,10,161
80,2,10,161
81,2,10,161
81,2,10,161
82,2,10,161
82,2,10,161
83,2,10,153
83,2,10,153
84,2,10,153
84,2,10,153
85,2,11,153
85,2,11,153
86,2,11,153
86,2,11,153
87,2,11,153
87,2,11,153
88,2,11,153
88,2,11,153
89,2,11,128
89,2,11,128
90,2,11,128
90,2,11,128
91,2,11,128
91,2,11,128
92,2,11,128
92,2,11,128
93,2,11,128
94,2,11,128
94,2,11,128
95,2,11,122
95,2,11,122
96,2,11,122
97,2,11,122
97,2,11,122
98,2,11,122
99,2,11,122
101,2,11,115
102,2,11,115
103,2,11,115
103,2,10,115
104,2,10,115
105,2,10,115
106,2,10,115
106,2,10,115
107,2,10,106
108,2,10,106
110,2,9,106
111,2,9,106
112,2,9,106
113,2,9,108
113,2,9,108
114,2,9,108
115,2,9,108
117,2,8,108
118,2,8,108
120,2,8,120
122,2,9,120
123,3,8,120
125,3,8,119
126,3,8,119
128,3,8,119
130,3,9,119
131,3,9,113
132,3,9,113
133,4,9,113
134,4,8,113
136,4,8,113
137,4,8,113
137,4,7,113
138,4,7,108
139,4,7,108
139,4,7,108
140,4,7,108
141,4,7,108
141,4,7,108
142,4,7,108
143,4,7,105
143,4,7,105
144,4,7,105
144,4,7,105
