time,weather,temperature,pm25
1,2,3,112
1,2,3,112
2,2,3,112
2,2,3,112
3,2,3,112
3,2,3,112
4,2,3,112
4,2,3,112
5,2,3,112
5,2,3,112
6,2,3,112
6,2,3,112
7,2,3,112
7,2,3,112
8,2,3,112
8,2,3,112
9,2,3,112
9,2,3,112
10,2,3,112
10,2,3,112
11,2,3,115
11,2,3,115
12,2,3,115
12,2,3,115
13,2,3,115
13,2,3,115
14,2,3,115
14,2,3,115
15,2,3,115
15,2,3,115
16,2,3,115
16,2,3,115
17,2,3,115
17,2,3,115
18,2,3,115
18,2,3,115
19,2,3,115
19,2,2,115
20,2,2,115
20,2,2,115
21,2,2,115
21,2,2,115
22,2,2,115
22,2,2,115
23,2,2,115
23,2,2,115
24,2,2,118
24,2,2,118
25,2,2,118
25,2,2,118
26,2,2,118
26,2,2,118
27,2,2,118
27,2,2,118
28,2,2,118
28,2,2,118
29,2,2,118
29,2,2,118
30,2,2,118
30,2,2,118
31,2,2,118
31,2,2,118
32,2,2,118
32,2,2,118
33,2,2,118
33,2,2,118
34,2,2,115
34,2,2,115
35,2,2,116
35,2,2,116
36,2,2,116
36,2,2,116
37,2,2,116
37,2,2,116
38,2,2,116
38,2,2,116
39,2,2,116
39,2,2,116
40,2,2,116
40,2,2,116
41,2,2,115
41,2,2,115
42,2,2,115
42,2,2,115
43,2,2,115
43,2,1,115
44,2,1,115
44,2,1,115
45,2,1,115
45,2,1,115
46,2,1,115
46,2,1,115
47,2,1,111
47,2,1,111
48,2,1,111
48,2,1,111
49,2,1,111
49,2,1,111
50,2,2,111
50,2,2,111
51,2,2,111
51,2,2,111
52,2,2,111
52,2,2,111
53,2,2,108
53,2,2,108
54,2,2,108
54,2,2,108
55,2,2,108
55,2,2,108
56,2,2,108
56,2,2,108
57,2,3,108
57,2,3,108
58,2,3,108
58,2,3,108
59,2,3,114
59,2,3,114
60,2,3,114
60,2,4,114
61,2,4,114
61,2,4,114
62,2,4,114
62,2,4,114
63,2,4,114
63,2,5,114
64,2,5,114
64,2,5,114
65,2,5,122
65,2,5,122
66,2,5,122
66,2,5,122
67,2,5,122
67,2,5,122
68,2,5,122
68,2,6,122
69,2,6,122
69,2,6,122
70,2,6,122
70,2,6,122
71,2,6,131
71,2,6,131
72,2,6,131
72,2,6,131
73,2,7,131
73,2,7,131
74,2,7,131
74,2,7,131
75,2,7,131
75,2,7,131
76,2,7,131
76,2,7,131
77,2,7,128
77,2,7,128
78,2,7,128
78,2,7,128
79,2,7,128
79,2,8,128
80,2,7,128
80,2,7,128
81,2,7,128
81,2,7,128
82,2,8,128
82,2,8,128
83,2,8,125
83,2,8,125
84,2,8,125
84,2,8,125
85,2,8,125
85,2,8,125
86,2,8,125
86,2,8,125
87,2,8,125
87,2,8,125
88,2,9,125
88,2,8,125
89,2,8,121
89,2,8,121
90,2,8,121
90,2,8,121
91,2,8,121
91,2,8,121
92,2,8,121
93,2,8,121
93,2,8,121
94,2,8,121
94,2,8,121
95,2,8,123
95,2,8,123
96,2,8,123
96,2,8,123
97,2,8,123
97,2,8,123
98,2,8,123
98,2,8,123
99,2,8,123
99,2,8,123
100,2,8,123
100,2,8,123
101,2,8,123
101,2,8,123
102,2,8,123
102,2,8,123
103,2,8,123
103,2,8,123
104,2,8,123
104,2,8,123
105,2,8,123
105,2,7,123
106,2,7,126
106,2,7,126
107,2,7,130
107,2,7,130
108,2,7,130
108,2,7,130
109,2,7,130
109,2,7,130
110,2,7,130
110,2,7,130
112,2,7,130
112,2,7,130
113,2,7,129
113,2,7,129
114,2,7,129
115,2,7,129
116,2,7,129
117,2,7,129
118,2,7,129
118,2,7,129
119,2,7,129
120,2,7,129
121,2,7,129
121,2,7,129
122,2,7,129
123,2,7,129
124,2,7,135
125,2,7,141
125,2,7,141
126,2,7,141
127,2,7,141
128,2,7,141
129,2,7,141
130,2,7,141
130,2,7,141
131,2,7,141
132,2,7,153
133,3,7,153
134,3,7,153
134,3,7,153
135,3,7,153
136,3,6,153
138,3,7,166
138,3,7,166
139,3,6,166
139,3,6,166
140,3,6,166
140,3,6,166
141,3,6,166
141,3,6,166
142,3,6,166
