time,weather,pm25,averageOf,temperature
1,2,187,2,13
2,2,187,2,13
3,2,187,2,13
4,2,187,2,13
5,2,192,2,13
6,2,192,2,13
7,2,192,2,13
8,2,192,2,13
9,2,192,2,13
10,2,192,2,13
11,2,202,2,13
12,2,202,2,13
13,2,202,2,13
14,2,202,2,13
15,2,202,2,13
16,2,202,2,13
17,2,202,2,13
18,2,202,2,13
19,2,202,2,13
20,2,202,2,13
21,2,202,2,12
22,5,202,2,12
23,8,202,2,12
24,6,202,2,12
25,4,202,2,12
26,4,202,2,12
27,4,202,2,12
28,4,202,2,12
29,4,202,2,12
30,4,202,2,12
31,4,206,2,12
32,4,206,2,11.5
33,4,206,2,11
34,4,206,2,11
35,4,212,2,11.5
36,4,212,2,12
37,6,212,2,12
38,6,212,2,12
39,4,212,2,12
40,4,212,2,12
41,4,212,2,12
42,6,212,2,11
43,8,212,2,11
44,8,212,2,11
45,8,212,2,11
46,8,206,2,11
47,8,208,2,11
48,8,208,2,11
49,8,208,2,11
50,8,208,2,11.5
51,8,208,2,12
52,8,208,2,12
53,8,209,2,12
54,8,209,2,12
55,6,209,2,12
56,6,209,2,12
57,8,209,2,12
58,8,209,2,12
59,8,202,2,12
60,6,202,2,12
61,4,202,2,12
62,4,202,2,12
63,4,202,2,12
64,4,202,2,12
65,4,205,2,12
66,4,205,2,12
67,4,205,2,12
68,4,205,2,12
69,4,205,2,12
70,4,205,1,13
71,4,219,2,13
72,4,219,2,13
73,4,219,2,12.5
74,4,219,1,12
75,4,219,2,12
76,4,219,2,12
77,4,219,2,12
78,4,217,2,12
79,4,217,2,12
80,4,217,2,12
81,4,217,1,12
82,4,217,2,12
83,4,222,2,12
84,4,222,2,12
85,4,222,2,12
86,4,222,2,12
87,4,222,2,12
88,4,222,2,12
89,4,228,2,13
90,4,228,2,12
91,4,228,2,12
92,4,228,2,12
93,4,228,2,12
94,4,228,2,12
95,4,237,2,12
96,4,237,2,12
97,4,237,2,13
98,4,237,2,13
99,4,237,2,12.5
100,4,237,2,12
101,4,237,2,12
102,4,237,2,12
103,4,234,2,12
104,4,234,2,12
105,4,234,2,12
106,4,234,2,12
107,4,234,2,12
108,3.5,241,2,12
109,3,241,2,12
110,3.5,241,2,12
111,4,241,2,12
112,4,241,2,12
113,4,226,2,12
114,6,226,2,12
115,8,226,2,12
116,8,226,2,12
117,8,226,2,12
118,8,226,2,12
119,8,211,2,12
120,8,211,2,12
121,8,211,2,12
122,6,211,2,12
123,4,211,2,12
124,4,211,2,12
125,4,211,2,12
126,4,211,2,12
127,3.5,211,2,12
128,3.5,211,2,12
129,4,211,2,12
130,4,194,2,12
131,4,194,2,12
132,4,194,2,12
133,4,194,2,12
134,4,194,2,12
135,4,194,2,12
136,4,176,2,12
137,4,176,2,12
138,4,176,2,12
139,4,176,2,12
140,4,176,2,12
141,4,176,2,12
142,4,172,2,12
143,4,172,2,12
144,4,170,2,12
