time,begin,end,area,total,gap,gapRate,total_dest
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),1,93,1,0.010752688172043012,33
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),2,16,1,0.0625,5
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,1
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),4,21,1,0.047619047619047616,7
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),5,1,1,1,1
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),6,3,0,0,6
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),7,83,10,0.12048192771084337,60
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),8,139,14,0.10071942446043165,97
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),9,12,0,0,9
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),10,1,0,0,0
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),11,7,1,0.14285714285714285,17
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),12,103,14,0.13592233009708737,13
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),13,6,2,0.3333333333333333,5
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),14,33,7,0.21212121212121213,56
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,1
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),16,2,0,0,0
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),17,2,0,0,2
1,Sun Jan 10 2016 00:00:00 GMT+0800 (CST),Sun Jan 10 2016 00:10:00 GMT+0800 (CST),18,3,1,0.3333333333333333,3
