area,time,timeSpan,poiCount,weather,temperature,pm25,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4
1,1,00:00:00==>00:10:00,653376,1,3,177,187,9,0.0481283422459893,45,,,,
1,2,00:10:00==>00:20:00,653376,1,3,177,198,7,0.03535353535353535,71,1399,318,102,94
1,3,00:20:00==>00:30:00,653376,1,3,177,192,10,0.052083333333333336,131,1491,322,99,64
1,4,00:30:00==>00:40:00,653376,1,3,177,173,5,0.028901734104046242,195,1490,287,98,78
1,5,00:40:00==>00:50:00,653376,1,3,177,153,1,0.006535947712418301,203,1425,302,95,51
1,6,00:50:00==>01:00:00,653376,1,3,177,133,1,0.007518796992481203,162,1327,313,94,66
1,7,01:00:00==>01:10:00,653376,1,3,177,133,6,0.045112781954887216,127,1361,258,68,55
1,8,01:10:00==>01:20:00,653376,1,3,177,130,2,0.015384615384615385,139,1395,280,97,69
1,9,01:20:00==>01:30:00,653376,1,3,177,120,6,0.05,113,1348,272,93,97
1,10,01:30:00==>01:40:00,653376,1,3,177,111,6,0.05405405405405406,110,1417,236,93,53
1,11,01:40:00==>01:50:00,653376,1,3,206,73,2,0.0273972602739726,68,1316,241,82,64
1,12,01:50:00==>02:00:00,653376,1,3,206,73,3,0.0410958904109589,59,1393,254,65,65
1,13,02:00:00==>02:10:00,653376,1,3,206,62,1,0.016129032258064516,51,1339,241,87,69
1,14,02:10:00==>02:20:00,653376,1,3,206,71,4,0.056338028169014086,37,1390,198,69,47
1,15,02:20:00==>02:30:00,653376,1,3,206,59,3,0.05084745762711865,29,1303,199,65,51
1,16,02:30:00==>02:40:00,653376,1,3,206,84,11,0.13095238095238096,41,1296,190,60,60
1,17,02:40:00==>02:50:00,653376,1,3,206,73,20,0.273972602739726,45,1259,131,50,50
1,18,02:50:00==>03:00:00,653376,1,3,205,65,18,0.27692307692307694,38,1277,161,47,52
1,19,03:00:00==>03:10:00,653376,1,3,205,61,11,0.18032786885245902,42,1211,143,54,51
1,20,03:10:00==>03:20:00,653376,1,3,205,46,6,0.13043478260869565,19,1160,163,39,51
1,21,03:20:00==>03:30:00,653376,1,3,205,41,2,0.04878048780487805,25,1165,153,48,51
1,22,03:30:00==>03:40:00,653376,1,3,205,32,1,0.03125,12,1115,140,49,47
1,23,03:40:00==>03:50:00,653376,1,3,195,40,3,0.075,8,1118,126,52,46
1,24,03:50:00==>04:00:00,653376,1,3,195,30,8,0.26666666666666666,9,1061,141,34,38
1,25,04:00:00==>04:10:00,653376,1,3,195,18,1,0.05555555555555555,10,1026,129,47,57
1,26,04:10:00==>04:20:00,653376,1,3,195,24,1,0.041666666666666664,12,1120,129,44,48
1,27,04:20:00==>04:30:00,653376,1,3,195,29,5,0.1724137931034483,8,982,145,45,40
1,28,04:30:00==>04:40:00,653376,1,3,195,16,0,0,12,918,116,52,43
1,29,04:40:00==>04:50:00,653376,1,3,195,21,4,0.19047619047619047,12,978,139,54,43
1,30,04:50:00==>05:00:00,653376,1,3,184,25,13,0.52,6,1029,126,42,49
1,31,05:00:00==>05:10:00,653376,1,3,184,44,28,0.6363636363636364,17,1018,117,43,58
1,32,05:10:00==>05:20:00,653376,1,3,184,35,17,0.4857142857142857,12,995,142,42,46
1,33,05:20:00==>05:30:00,653376,1,2,184,31,22,0.7096774193548387,22,964,145,41,65
1,34,05:30:00==>05:40:00,653376,1,2,184,63,50,0.7936507936507936,26,931,101,38,33
1,35,05:40:00==>05:50:00,653376,1,2,184,64,55,0.859375,25,984,110,31,31
1,36,05:50:00==>06:00:00,653376,1,2,184,128,113,0.8828125,23,886,107,53,44
1,37,06:00:00==>06:10:00,653376,1,2,184,227,211,0.9295154185022027,27,888,105,44,43
1,38,06:10:00==>06:20:00,653376,1,2,184,240,216,0.9,38,936,110,41,34
1,39,06:20:00==>06:30:00,653376,1,2,184,240,213,0.8875,21,889,131,32,24
1,40,06:30:00==>06:40:00,653376,1,2,184,297,247,0.8316498316498316,24,1053,128,46,47
1,41,06:40:00==>06:50:00,653376,1,2,181,246,185,0.7520325203252033,42,1167,163,49,52
1,42,06:50:00==>07:00:00,653376,1,2,181,148,68,0.4594594594594595,52,1153,145,56,53
1,43,07:00:00==>07:10:00,653376,1,2,181,156,58,0.3717948717948718,35,1239,136,62,62
1,44,07:10:00==>07:20:00,653376,1,2,181,106,9,0.08490566037735849,32,1190,184,86,45
1,45,07:20:00==>07:30:00,653376,1,2,181,112,3,0.026785714285714284,45,1347,206,61,61
1,46,07:30:00==>07:40:00,653376,8,2,181,129,4,0.031007751937984496,33,1398,237,65,60
1,47,07:40:00==>07:50:00,653376,8,2,175,149,4,0.026845637583892617,35,1449,221,70,55
1,48,07:50:00==>08:00:00,653376,8,2,175,137,6,0.043795620437956206,48,1462,227,82,78
1,49,08:00:00==>08:10:00,653376,8,2,175,143,5,0.03496503496503497,51,1402,231,65,79
1,50,08:10:00==>08:20:00,653376,8,2,175,162,3,0.018518518518518517,54,1406,237,97,65
1,51,08:20:00==>08:30:00,653376,8,3,175,153,2,0.013071895424836602,40,1496,228,83,73
1,52,08:30:00==>08:40:00,653376,8,3,175,168,3,0.017857142857142856,64,1521,265,76,82
1,53,08:40:00==>08:50:00,653376,8,3,178,162,3,0.018518518518518517,71,1429,271,77,66
1,54,08:50:00==>09:00:00,653376,8,3,178,157,7,0.044585987261146494,50,1508,266,78,45
1,55,09:00:00==>09:10:00,653376,8,3,178,125,3,0.024,60,1493,337,92,74
1,56,09:10:00==>09:20:00,653376,8,3,178,126,2,0.015873015873015872,68,1393,351,106,87
1,57,09:20:00==>09:30:00,653376,8,3,178,145,7,0.04827586206896552,58,1500,279,87,77
1,58,09:30:00==>09:40:00,653376,2,4,178,150,4,0.02666666666666667,57,1450,313,109,84
1,59,09:40:00==>09:50:00,653376,2,4,186,149,6,0.040268456375838924,63,1472,319,110,88
1,60,09:50:00==>10:00:00,653376,2,4,186,160,4,0.025,78,1528,312,102,89
1,61,10:00:00==>10:10:00,653376,2,5,186,162,5,0.030864197530864196,52,1524,294,78,78
1,62,10:10:00==>10:20:00,653376,2,5,186,147,6,0.04081632653061224,75,1434,338,104,97
1,63,10:20:00==>10:30:00,653376,2,5,186,154,3,0.01948051948051948,75,1511,269,74,83
1,64,10:30:00==>10:40:00,653376,2,5,186,159,16,0.10062893081761007,64,1479,305,91,77
1,65,10:40:00==>10:50:00,653376,2,5,205,152,7,0.046052631578947366,67,1464,319,98,85
1,66,10:50:00==>11:00:00,653376,2,5,205,154,6,0.03896103896103896,62,1459,301,119,88
1,67,11:00:00==>11:10:00,653376,2,6,205,192,3,0.015625,62,1397,335,103,83
1,68,11:10:00==>11:20:00,653376,2,6,205,196,7,0.03571428571428571,88,1415,301,83,62
1,69,11:20:00==>11:30:00,653376,2,7,205,179,16,0.0893854748603352,92,1448,336,124,93
1,70,11:30:00==>11:40:00,653376,2,7,205,201,15,0.07462686567164178,77,1459,334,84,62
1,71,11:40:00==>11:50:00,653376,2,7,205,236,15,0.0635593220338983,106,1429,335,116,95
1,72,11:50:00==>12:00:00,653376,2,8,229,252,23,0.09126984126984126,94,1522,295,103,75
1,73,12:00:00==>12:10:00,653376,2,8,229,230,13,0.05652173913043478,94,1473,340,113,95
1,74,12:10:00==>12:20:00,653376,2,8,229,236,19,0.08050847457627118,69,1448,366,108,84
