time,begin,end,area,total,gap,gapRate,total_dest
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),1,60,2,0.03333333333333333,12
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),2,12,1,0.08333333333333333,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),4,20,1,0.05,11
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,3
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),6,5,1,0.2,2
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),7,56,1,0.017857142857142856,31
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),8,97,4,0.041237113402061855,67
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),9,21,5,0.23809523809523808,3
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),10,0,0,NaN,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),11,12,4,0.3333333333333333,11
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),12,78,18,0.23076923076923078,18
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),13,2,1,0.5,6
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),14,26,6,0.23076923076923078,34
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),16,0,0,NaN,5
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),17,2,0,0,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),18,2,1,0.5,2
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),19,32,8,0.25,9
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),20,51,14,0.27450980392156865,23
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),21,41,4,0.0975609756097561,9
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),22,33,10,0.30303030303030304,14
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),23,143,27,0.1888111888111888,63
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),24,18,0,0,21
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),25,29,2,0.06896551724137931,8
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),26,4,1,0.25,11
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),27,51,12,0.23529411764705882,14
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),28,70,19,0.2714285714285714,47
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),29,9,2,0.2222222222222222,14
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),30,0,0,NaN,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),31,3,2,0.6666666666666666,7
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),32,0,0,NaN,2
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),33,1,0,0,3
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),34,0,0,NaN,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),35,6,4,0.6666666666666666,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),36,2,1,0.5,8
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),37,56,6,0.10714285714285714,29
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),38,4,0,0,10
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),39,28,13,0.4642857142857143,3
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),40,1,0,0,2
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),41,3,1,0.3333333333333333,3
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),42,44,3,0.06818181818181818,12
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),43,0,0,NaN,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),44,1,1,1,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),45,3,0,0,4
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),46,40,10,0.25,29
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),47,2,0,0,2
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),48,77,13,0.16883116883116883,44
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),49,0,0,NaN,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),50,0,0,NaN,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),51,192,59,0.3072916666666667,66
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),52,0,0,NaN,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),53,3,0,0,4
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),54,9,0,0,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),55,5,3,0.6,2
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),56,6,3,0.5,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),57,3,0,0,5
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),58,0,0,NaN,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),59,4,2,0.5,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),60,0,0,NaN,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),61,0,0,NaN,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),62,0,0,NaN,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),63,0,0,NaN,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),64,8,2,0.25,0
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),65,0,0,NaN,1
1,Thu Jan 21 2016 00:00:00 GMT+0800 (CST),Thu Jan 21 2016 00:10:00 GMT+0800 (CST),66,8,0,0,0
2,Thu Jan 21 2016 00:10:00 GMT+0800 (CST),Thu Jan 21 2016 00:20:00 GMT+0800 (CST),1,47,1,0.02127659574468085,12
