area,time,timeSpan,poiCount,weather,temperature,pm25,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4
1,1,00:00:00==>00:10:00,653376,3,7,185,93,1,0.010752688172043012,33,,,,
1,2,00:10:00==>00:20:00,653376,3,7,185,92,8,0.08695652173913043,23,1308,206,69,63
1,3,00:20:00==>00:30:00,653376,3,7,185,102,7,0.06862745098039216,20,1309,215,67,49
1,4,00:30:00==>00:40:00,653376,3,7,185,83,3,0.03614457831325301,19,1271,197,66,55
1,5,00:40:00==>00:50:00,653376,2,7,181,87,2,0.022988505747126436,14,1264,153,54,49
1,6,00:50:00==>01:00:00,653376,2,6,181,66,3,0.045454545454545456,8,1236,193,66,50
1,7,01:00:00==>01:10:00,653376,2,6,181,56,5,0.08928571428571429,15,1230,200,54,57
1,8,01:10:00==>01:20:00,653376,2,6,181,52,5,0.09615384615384616,6,1100,180,37,49
1,9,01:20:00==>01:30:00,653376,2,6,181,56,5,0.08928571428571429,8,1166,188,67,59
1,10,01:30:00==>01:40:00,653376,2,6,181,50,3,0.06,6,1103,157,38,53
1,11,01:40:00==>01:50:00,653376,2,6,177,43,0,0,7,1128,138,68,36
1,12,01:50:00==>02:00:00,653376,2,6,177,32,2,0.0625,2,1014,190,61,45
1,13,02:00:00==>02:10:00,653376,2,6,177,40,1,0.025,4,1125,180,51,41
1,14,02:10:00==>02:20:00,653376,2,6,177,28,1,0.03571428571428571,6,1092,138,56,44
1,15,02:20:00==>02:30:00,653376,2,6,177,32,2,0.0625,5,1024,146,32,45
1,16,02:30:00==>02:40:00,653376,8,6,177,30,4,0.13333333333333333,2,985,133,42,48
1,17,02:40:00==>02:50:00,653376,8,6,167,22,2,0.09090909090909091,4,949,147,46,42
1,18,02:50:00==>03:00:00,653376,8,6,167,26,0,0,3,912,101,47,38
1,19,03:00:00==>03:10:00,653376,8,6,167,20,2,0.1,5,949,139,35,38
1,20,03:10:00==>03:20:00,653376,8,6,167,15,1,0.06666666666666667,2,921,109,42,42
1,21,03:20:00==>03:30:00,653376,8,6,167,22,1,0.045454545454545456,5,832,113,31,27
1,22,03:30:00==>03:40:00,653376,8,6,167,31,12,0.3870967741935484,7,874,91,16,37
1,23,03:40:00==>03:50:00,653376,8,6,164,13,1,0.07692307692307693,6,863,90,33,26
1,24,03:50:00==>04:00:00,653376,8,6,164,12,0,0,3,820,92,37,29
1,25,04:00:00==>04:10:00,653376,8,6,164,9,1,0.1111111111111111,5,888,103,46,42
1,26,04:10:00==>04:20:00,653376,8,6,164,14,0,0,3,754,104,34,56
1,27,04:20:00==>04:30:00,653376,8,6,164,3,0,0,1,746,109,24,49
1,28,04:30:00==>04:40:00,653376,8,6,164,11,0,0,2,800,96,25,30
1,29,04:40:00==>04:50:00,653376,8,6,164,9,3,0.3333333333333333,2,784,120,39,38
1,30,04:50:00==>05:00:00,653376,8,6,161,3,0,0,2,727,63,31,22
1,31,05:00:00==>05:10:00,653376,8,6,161,14,1,0.07142857142857142,2,701,100,36,30
1,32,05:10:00==>05:20:00,653376,8,6,161,3,0,0,0,715,120,36,57
1,33,05:20:00==>05:30:00,653376,8,6,161,14,0,0,3,782,110,28,37
1,34,05:30:00==>05:40:00,653376,8,6,161,10,0,0,7,791,104,44,36
1,35,05:40:00==>05:50:00,653376,8,6,159,18,1,0.05555555555555555,2,748,145,37,41
1,36,05:50:00==>06:00:00,653376,8,6,159,21,2,0.09523809523809523,3,909,133,50,35
1,37,06:00:00==>06:10:00,653376,8,6,159,20,2,0.1,1,938,121,21,34
1,38,06:10:00==>06:20:00,653376,8,6,159,19,3,0.15789473684210525,0,957,118,31,42
1,39,06:20:00==>06:30:00,653376,8,6,159,35,6,0.17142857142857143,5,968,139,49,40
1,40,06:30:00==>06:40:00,653376,8,6,159,24,0,0,6,903,138,62,61
1,41,06:40:00==>06:50:00,653376,8,6,153,25,0,0,12,974,120,42,52
1,42,06:50:00==>07:00:00,653376,8,6,153,40,3,0.075,12,1053,166,50,48
1,43,07:00:00==>07:10:00,653376,8,6,153,47,1,0.02127659574468085,22,1163,186,74,55
1,44,07:10:00==>07:20:00,653376,8,6,153,62,2,0.03225806451612903,13,1183,169,69,85
1,45,07:20:00==>07:30:00,653376,8,6,153,62,2,0.03225806451612903,20,1175,207,49,53
1,46,07:30:00==>07:40:00,653376,8,6,153,108,3,0.027777777777777776,27,1227,193,79,69
1,47,07:40:00==>07:50:00,653376,8,6,153,102,1,0.00980392156862745,39,1432,245,72,55
1,48,07:50:00==>08:00:00,653376,8,6,153,97,1,0.010309278350515464,39,1474,235,73,96
1,49,08:00:00==>08:10:00,653376,8,6,153,133,3,0.022556390977443608,55,1403,258,80,51
1,50,08:10:00==>08:20:00,653376,4,6,153,171,4,0.023391812865497075,71,1490,282,99,57
1,51,08:20:00==>08:30:00,653376,4,6,153,191,7,0.03664921465968586,72,1558,241,76,76
1,52,08:30:00==>08:40:00,653376,4,6,153,205,6,0.02926829268292683,90,1555,234,72,69
1,53,08:40:00==>08:50:00,653376,4,6,155,172,5,0.029069767441860465,86,1565,268,79,81
1,54,08:50:00==>09:00:00,653376,4,7,155,150,4,0.02666666666666667,73,1486,245,79,76
1,55,09:00:00==>09:10:00,653376,4,7,155,129,0,0,52,1531,305,91,69
1,56,09:10:00==>09:20:00,653376,4,7,155,125,2,0.016,57,1594,295,95,78
1,57,09:20:00==>09:30:00,653376,4,7,155,127,6,0.047244094488188976,48,1486,339,98,65
1,58,09:30:00==>09:40:00,653376,4,7,155,129,5,0.03875968992248062,57,1440,344,111,76
1,59,09:40:00==>09:50:00,653376,4,7,162,149,3,0.020134228187919462,72,1449,304,88,81
1,60,09:50:00==>10:00:00,653376,2,7,162,138,3,0.021739130434782608,54,1518,306,94,93
1,61,10:00:00==>10:10:00,653376,2,7,162,168,1,0.005952380952380952,49,1522,345,82,75
1,62,10:10:00==>10:20:00,653376,2,7,162,152,2,0.013157894736842105,44,1469,342,94,92
1,63,10:20:00==>10:30:00,653376,2,7,162,149,5,0.03355704697986577,50,1416,313,93,103
1,64,10:30:00==>10:40:00,653376,2,7,162,149,3,0.020134228187919462,58,1453,325,82,85
1,65,10:40:00==>10:50:00,653376,2,7,173,163,4,0.024539877300613498,70,1457,300,108,81
1,66,10:50:00==>11:00:00,653376,2,7,173,168,2,0.011904761904761904,53,1483,320,113,76
1,67,11:00:00==>11:10:00,653376,2,7,173,151,3,0.019867549668874173,57,1504,352,120,63
1,68,11:10:00==>11:20:00,653376,2,7,173,163,5,0.03067484662576687,82,1533,331,114,94
1,69,11:20:00==>11:30:00,653376,2,7,173,181,9,0.049723756906077346,79,1612,289,97,105
1,70,11:30:00==>11:40:00,653376,8,7,173,199,5,0.02512562814070352,79,1465,374,113,95
1,71,11:40:00==>11:50:00,653376,8,7,173,240,8,0.03333333333333333,79,1508,330,114,101
1,72,11:50:00==>12:00:00,653376,8,7,184,240,6,0.025,76,1489,352,126,83
1,73,12:00:00==>12:10:00,653376,8,7,184,248,9,0.036290322580645164,69,1572,342,118,107
1,74,12:10:00==>12:20:00,653376,8,7,184,227,10,0.04405286343612335,73,1488,382,162,86
1,75,12:20:00==>12:30:00,653376,8,7,184,202,9,0.04455445544554455,79,1427,382,129,109
1,76,12:30:00==>12:40:00,653376,8,7,184,211,9,0.04265402843601896,88,1487,388,111,104
1,77,12:40:00==>12:50:00,653376,8,7,192,224,3,0.013392857142857142,104,1478,367,139,93
1,78,12:50:00==>13:00:00,653376,8,7,192,220,6,0.02727272727272727,84,1425,378,132,108
1,79,13:00:00==>13:10:00,653376,8,7,192,204,5,0.024509803921568627,79,1456,361,108,94
1,80,13:10:00==>13:20:00,653376,8,7,192,237,3,0.012658227848101266,112,1431,378,105,90
1,81,13:20:00==>13:30:00,653376,8,7,192,218,8,0.03669724770642202,101,1426,420,136,101
1,82,13:30:00==>13:40:00,653376,8,7,192,240,6,0.025,89,1460,396,133,70
1,83,13:40:00==>13:50:00,653376,8,7,191,228,2,0.008771929824561403,138,1399,378,100,80
1,84,13:50:00==>14:00:00,653376,8,7,191,234,6,0.02564102564102564,98,1538,398,110,76
1,85,14:00:00==>14:10:00,653376,8,7,191,241,3,0.012448132780082987,92,1458,343,131,116
1,86,14:10:00==>14:20:00,653376,8,7,191,257,9,0.03501945525291829,84,1480,382,101,92
1,87,14:20:00==>14:30:00,653376,8,7,191,290,4,0.013793103448275862,83,1418,410,126,85
1,88,14:30:00==>14:40:00,653376,8,7,191,295,14,0.04745762711864407,105,1522,367,118,92
1,89,14:40:00==>14:50:00,653376,8,7,183,256,5,0.01953125,87,1449,420,118,91
1,90,14:50:00==>15:00:00,653376,8,7,183,246,7,0.028455284552845527,68,1460,321,126,102
1,91,15:00:00==>15:10:00,653376,8,7,183,231,3,0.012987012987012988,81,1422,356,115,85
1,92,15:10:00==>15:20:00,653376,8,7,183,286,8,0.027972027972027972,76,1430,370,96,81
1,93,15:20:00==>15:30:00,653376,8,7,183,261,3,0.011494252873563218,81,1444,378,133,91
1,94,15:30:00==>15:40:00,653376,8,7,183,295,13,0.04406779661016949,98,1442,387,102,86
1,95,15:40:00==>15:50:00,653376,8,7,182,285,8,0.028070175438596492,87,1511,326,148,85
1,96,15:50:00==>16:00:00,653376,8,7,182,289,13,0.04498269896193772,80,1425,361,127,127
1,97,16:00:00==>16:10:00,653376,4,7,182,318,6,0.018867924528301886,76,1503,390,156,80
1,98,16:10:00==>16:20:00,653376,4,7,182,325,6,0.018461538461538463,74,1480,424,155,104
1,99,16:20:00==>16:30:00,653376,4,7,182,298,6,0.020134228187919462,85,1446,435,158,120
1,100,16:30:00==>16:40:00,653376,4,7,182,338,10,0.029585798816568046,99,1433,479,139,104
1,101,16:40:00==>16:50:00,653376,4,7,180,322,7,0.021739130434782608,93,1419,412,223,118
1,102,16:50:00==>17:00:00,653376,4,7,180,330,7,0.021212121212121213,77,1427,458,160,87
1,103,17:00:00==>17:10:00,653376,4,7,180,324,9,0.027777777777777776,106,1466,480,169,83
1,104,17:10:00==>17:20:00,653376,4,7,180,323,9,0.02786377708978328,89,1488,430,172,98
1,105,17:20:00==>17:30:00,653376,4,7,180,285,10,0.03508771929824561,87,1468,480,138,93
1,106,17:30:00==>17:40:00,653376,4,7,180,340,11,0.03235294117647059,102,1418,480,191,102
1,107,17:40:00==>17:50:00,653376,4,7,177,299,8,0.026755852842809364,70,1506,449,159,88
1,108,17:50:00==>18:00:00,653376,4,7,177,326,8,0.024539877300613498,88,1419,479,152,79
1,109,18:00:00==>18:10:00,653376,4,7,177,341,11,0.03225806451612903,85,1415,491,155,79
1,110,18:10:00==>18:20:00,653376,4,7,177,316,10,0.03164556962025317,66,1441,484,212,97
1,111,18:20:00==>18:30:00,653376,4,7,177,262,4,0.015267175572519083,68,1445,456,144,126
1,112,18:30:00==>18:40:00,653376,4,7,177,290,5,0.017241379310344827,66,1420,467,163,121
1,113,18:40:00==>18:50:00,653376,4,7,156,268,7,0.026119402985074626,52,1405,451,149,137
1,114,18:50:00==>19:00:00,653376,4,7,156,283,7,0.024734982332155476,60,1398,460,138,127
1,115,19:00:00==>19:10:00,653376,4,7,156,270,8,0.02962962962962963,60,1392,454,143,108
1,116,19:10:00==>19:20:00,653376,4,7,156,259,5,0.019305019305019305,61,1386,405,130,104
1,117,19:20:00==>19:30:00,653376,4,7,156,232,5,0.021551724137931036,62,1463,445,144,119
1,118,19:30:00==>19:40:00,653376,,,,286,1,0.0034965034965034965,57,1532,408,129,96
1,119,19:40:00==>19:50:00,653376,4,7,156,257,9,0.03501945525291829,57,1458,407,151,101
1,120,19:50:00==>20:00:00,653376,,,,268,7,0.026119402985074626,55,1478,397,117,102
1,121,20:00:00==>20:10:00,653376,4,7,148,281,2,0.0071174377224199285,50,1473,388,150,105
1,122,20:10:00==>20:20:00,653376,,,,281,6,0.021352313167259787,53,1495,317,151,89
1,123,20:20:00==>20:30:00,653376,4,7,148,228,10,0.043859649122807015,45,1423,398,132,66
1,124,20:30:00==>20:40:00,653376,4,7,148,224,6,0.026785714285714284,44,1488,368,122,68
1,125,20:40:00==>20:50:00,653376,,,,278,9,0.03237410071942446,55,1449,376,127,79
1,126,20:50:00==>21:00:00,653376,,,,280,13,0.04642857142857143,42,1524,345,122,89
1,127,21:00:00==>21:10:00,653376,,,,254,5,0.01968503937007874,54,1505,339,116,79
1,128,21:10:00==>21:20:00,653376,4,8,143,245,7,0.02857142857142857,55,1461,333,103,90
1,129,21:20:00==>21:30:00,653376,,,,221,6,0.027149321266968326,53,1472,343,127,88
1,130,21:30:00==>21:40:00,653376,,,,234,5,0.021367521367521368,45,1439,318,105,73
1,131,21:40:00==>21:50:00,653376,4,8,143,188,1,0.005319148936170213,34,1442,277,82,82
1,132,21:50:00==>22:00:00,653376,,,,205,10,0.04878048780487805,42,1468,298,84,76
1,133,22:00:00==>22:10:00,653376,4,8,138,214,4,0.018691588785046728,40,1444,320,88,66
1,134,22:10:00==>22:20:00,653376,,,,202,4,0.019801980198019802,44,1456,305,96,73
1,135,22:20:00==>22:30:00,653376,4,8,138,160,7,0.04375,28,1411,299,86,80
1,136,22:30:00==>22:40:00,653376,,,,133,6,0.045112781954887216,32,1364,295,88,70
1,137,22:40:00==>22:50:00,653376,,,,133,2,0.015037593984962405,34,1407,306,101,67
1,138,22:50:00==>23:00:00,653376,,,,131,5,0.03816793893129771,31,1353,289,76,69
1,139,23:00:00==>23:10:00,653376,4,8,129,121,3,0.024793388429752067,16,1369,331,93,83
1,140,23:10:00==>23:20:00,653376,,,,81,5,0.06172839506172839,23,1419,264,93,74
1,141,23:20:00==>23:30:00,653376,4,9,129,87,6,0.06896551724137931,17,1323,223,102,66
1,142,23:30:00==>23:40:00,653376,,,,78,3,0.038461538461538464,16,1323,227,62,69
1,143,23:40:00==>23:50:00,653376,4,8,121,64,7,0.109375,11,1347,216,67,81
1,144,23:50:00==>00:00:00,653376,,,,60,3,0.05,8,1285,196,65,51
2,1,00:00:00==>00:10:00,343537,3,7,185,16,1,0.0625,5,,,,
2,2,00:10:00==>00:20:00,343537,3,7,185,9,0,0,2,689,73,32,16
2,3,00:20:00==>00:30:00,343537,3,7,185,15,0,0,1,694,74,31,10
2,4,00:30:00==>00:40:00,343537,3,7,185,9,0,0,2,646,67,20,14
2,5,00:40:00==>00:50:00,343537,2,7,181,11,0,0,2,707,71,22,10
