time,weather,temperature,pm25
1,2,8,131
1,2,8,131
2,2,8,131
2,2,8,131
3,2,8,131
3,2,8,131
4,2,8,131
4,2,8,131
5,2,8,140
5,2,8,140
6,2,8,140
6,2,8,140
7,2,8,140
7,2,8,140
8,2,8,140
8,2,8,140
9,2,8,140
9,2,8,140
10,2,8,140
10,2,8,140
11,2,8,163
11,2,8,163
12,2,8,163
12,2,8,163
13,2,8,163
13,2,8,163
14,2,8,163
14,2,8,163
15,2,8,163
15,2,8,163
16,2,8,163
16,2,8,163
17,2,8,173
17,2,8,173
18,2,8,173
18,2,8,173
19,2,8,173
19,2,8,173
20,2,8,173
20,2,8,173
21,2,8,173
21,2,8,173
22,2,8,173
22,2,8,173
23,2,8,179
23,2,8,179
24,2,8,179
24,2,8,179
25,2,8,179
25,2,8,179
26,2,8,179
26,2,8,179
27,2,8,179
27,2,8,179
28,2,8,179
28,2,8,179
29,2,8,179
29,2,8,179
30,2,8,179
30,2,8,179
31,2,8,179
31,2,8,179
32,2,8,179
32,2,8,179
33,2,8,179
33,2,7,179
34,2,7,179
34,2,7,179
35,2,7,179
35,2,7,179
36,2,7,174
36,2,7,174
37,2,7,174
37,2,7,174
38,2,7,174
38,2,7,174
39,2,7,174
39,2,7,174
40,2,7,174
40,2,7,174
41,2,7,170
41,2,7,170
42,2,7,170
42,2,7,170
43,2,7,170
43,2,7,170
44,2,7,170
44,2,7,170
45,2,7,170
45,2,7,170
46,2,7,170
46,2,7,170
47,2,7,166
47,2,6,166
48,2,6,166
48,2,7,166
49,2,7,166
49,2,7,166
50,2,7,166
50,2,7,166
51,2,7,166
51,2,7,166
52,2,7,166
52,2,7,166
53,2,7,160
53,2,8,160
54,2,8,160
54,2,8,160
55,2,8,160
55,2,8,160
56,2,8,160
56,2,8,160
57,2,8,160
57,2,9,160
58,2,9,160
58,2,9,160
59,2,9,160
59,2,9,160
60,2,9,160
60,3,9,160
61,3,9,160
61,3,9,160
62,3,10,160
62,3,10,160
63,3,10,160
63,3,11,160
64,3,11,160
64,3,11,160
65,3,12,161
65,3,12,161
66,3,12,161
66,3,12,161
67,3,12,161
67,3,12,161
68,3,12,161
68,3,13,161
69,3,13,161
69,3,13,161
70,3,13,161
70,3,14,161
71,3,14,167
71,3,14,167
72,3,14,167
72,3,14,167
73,3,15,167
73,9,15,167
74,9,15,167
74,2,15,167
75,2,15,167
75,2,15,167
76,2,15,167
76,2,15,167
77,2,15,156
77,2,15,156
78,2,15,156
78,2,15,156
79,2,15,156
79,2,15,156
80,2,15,156
80,2,15,156
81,2,15,156
81,2,15,156
82,2,15,156
82,2,15,156
83,2,15,142
83,2,15,142
84,2,16,142
84,2,16,142
85,2,16,142
85,2,16,142
86,2,16,142
86,2,16,142
87,2,16,142
87,2,16,142
88,2,16,142
88,2,16,142
89,2,16,142
89,2,16,142
90,2,16,114
90,2,16,114
91,2,16,114
91,9,16,114
92,9,16,114
92,2,17,114
93,2,17,114
93,2,17,114
94,2,17,114
94,2,17,114
95,2,17,103
95,2,18,103
96,2,18,103
96,2,17,103
97,2,17,103
97,2,17,103
98,2,17,103
98,2,17,103
99,2,17,103
99,2,17,103
100,2,17,103
100,2,17,103
101,2,17,91
101,2,16,91
102,2,16,91
102,2,16,91
103,2,16,91
103,2,15,91
104,2,15,91
104,2,15,91
105,2,15,91
105,2,15,91
106,2,14,91
106,2,14,91
107,2,14,85
107,2,14,85
108,2,14,85
108,2,13,85
109,2,14,85
109,9,14,85
110,9,14,85
110,2,14,85
111,2,14,85
111,2,13,85
112,2,13,85
112,2,14,85
113,2,14,86
113,2,13,86
114,2,13,86
114,2,13,86
115,2,13,86
115,2,13,86
116,2,13,86
116,2,13,86
117,2,13,86
117,2,13,86
118,2,13,86
118,2,13,86
119,2,13,100
119,2,13,100
120,2,12,100
120,2,12,100
121,2,13,100
121,2,13,100
122,2,13,100
122,2,12,100
123,2,12,100
123,2,12,100
124,2,12,100
124,2,12,100
125,2,12,118
125,2,11,118
126,2,11,118
126,2,12,118
127,2,12,118
127,3,12,118
128,3,11,118
128,2,11,118
129,2,11,118
129,2,11,118
130,2,11,118
130,2,11,118
131,2,11,131
131,2,11,131
132,2,11,131
132,4,11,131
133,4,11,131
133,4,11,131
134,4,11,131
134,4,11,131
135,4,11,131
135,4,11,131
136,4,11,131
136,4,11,131
137,4,11,146
137,4,10,146
138,4,10,146
138,4,10,146
139,4,10,146
139,4,10,146
140,4,10,146
140,4,11,146
141,4,11,146
141,4,10,146
142,4,10,146
142,4,10,146
143,4,10,151
143,4,10,151
144,4,10,151
144,4,10,151
