time,weather,temperature,pm25
1,3,3,94
1,3,3,94
2,3,3,94
2,3,3,94
3,3,3,94
3,3,3,94
4,3,3,96
4,3,3,96
5,3,3,99
5,3,3,99
6,3,3,99
6,3,3,99
7,3,3,99
7,3,3,99
8,3,3,99
8,3,3,99
9,3,3,99
9,3,3,99
10,3,3,99
10,3,3,99
11,3,3,101
11,3,3,101
12,3,3,101
12,3,3,101
13,3,3,101
13,3,3,101
14,3,3,101
14,3,3,101
15,3,3,101
15,3,3,101
16,3,3,101
16,3,3,101
17,3,3,101
17,3,3,101
18,3,3,101
18,3,3,101
19,3,3,101
19,3,3,101
20,3,3,101
20,3,3,101
21,3,3,101
21,3,3,101
22,3,3,101
22,3,3,101
23,3,3,103
23,3,3,103
24,3,3,103
24,3,3,103
25,3,3,103
25,3,3,103
26,3,3,103
26,3,3,103
27,3,3,103
27,3,3,103
28,3,3,103
28,3,3,103
29,3,3,103
29,3,3,103
30,3,3,103
30,3,3,103
31,3,3,104
31,3,3,104
32,3,3,104
32,3,3,104
33,3,3,104
33,3,3,104
34,3,3,104
34,3,3,104
35,3,3,104
35,3,3,104
36,3,3,104
36,3,3,104
37,3,3,99
37,3,3,99
38,3,3,99
39,3,3,99
39,3,3,99
40,3,3,99
40,3,3,99
41,3,3,87
41,3,3,87
42,3,3,87
42,2,3,87
43,2,3,87
43,2,3,87
44,2,3,87
44,2,3,87
45,2,3,87
45,2,3,87
46,2,3,87
46,2,3,87
47,2,3,81
47,2,3,81
48,2,3,81
48,2,3,81
49,2,3,81
49,2,3,81
50,2,3,81
50,2,3,81
51,2,3,81
51,2,3,81
52,2,3,81
52,2,3,81
53,2,3,84
53,2,3,84
54,2,3,84
54,2,3,84
55,2,3,84
55,2,3,84
56,2,3,84
56,2,3,84
57,2,3,84
57,2,3,84
58,2,3,84
58,2,3,84
59,2,3,84
59,2,3,84
60,2,3,84
60,2,3,84
61,2,3,84
61,2,3,84
62,2,3,84
62,2,3,84
63,2,3,84
63,2,3,84
64,2,3,84
64,2,3,84
65,2,3,85
65,2,3,85
66,2,3,85
66,2,3,85
67,2,3,85
68,2,3,85
68,2,3,85
69,2,3,85
69,2,3,85
70,2,3,85
70,2,4,85
71,2,4,88
71,2,4,88
72,2,4,88
72,2,3,88
73,2,3,88
73,2,3,88
74,2,3,88
74,2,3,88
75,2,3,88
75,2,3,88
76,2,4,88
76,2,4,88
77,2,4,88
77,2,4,88
78,2,4,88
78,2,4,88
79,2,4,88
79,2,4,88
80,2,4,88
80,2,4,88
81,2,4,88
81,2,4,88
82,2,4,88
82,2,4,88
83,2,4,90
83,2,4,90
84,2,4,90
84,2,4,90
85,2,4,90
85,2,5,90
86,2,5,90
86,2,5,90
87,2,5,90
87,2,5,90
88,2,5,90
88,2,5,90
89,2,5,90
89,2,5,90
90,2,5,90
90,2,5,90
91,2,5,90
92,2,5,90
92,2,5,90
93,2,5,90
93,2,5,90
94,2,5,90
94,2,5,90
95,2,5,93
95,2,5,93
96,2,5,93
96,2,5,93
97,2,5,93
97,2,5,93
98,2,5,93
98,2,5,93
99,2,5,93
99,2,5,93
100,2,5,93
100,2,5,93
101,2,5,91
101,2,5,91
102,2,5,91
102,2,5,91
103,2,4,91
103,2,4,91
104,2,4,91
104,2,4,91
105,2,4,91
105,2,4,91
106,2,4,91
107,2,4,93
107,2,4,93
108,2,4,93
108,2,4,93
109,2,4,93
110,2,4,93
110,2,4,93
111,2,4,93
111,2,4,93
112,2,4,93
112,2,4,93
113,2,4,95
113,2,4,95
114,2,4,95
114,2,4,95
115,2,4,95
115,2,4,95
116,2,4,95
116,2,4,95
117,2,4,95
118,2,4,95
118,2,4,95
119,2,4,101
120,2,4,101
120,2,4,101
121,2,4,101
122,2,4,101
123,2,4,101
124,2,4,101
124,2,4,101
125,2,4,103
125,2,4,103
126,2,3,103
126,2,3,103
127,2,3,103
127,2,3,103
128,2,3,103
128,2,3,103
129,2,3,103
129,2,3,103
130,2,3,103
130,2,3,103
131,2,3,106
131,2,3,106
132,2,3,106
132,2,3,106
133,2,3,106
133,2,3,106
134,2,3,106
134,2,3,106
135,2,3,106
135,2,3,106
136,2,3,106
136,2,3,106
137,2,3,106
137,2,3,106
138,2,3,106
138,2,3,106
139,2,3,106
139,2,3,106
140,2,3,106
140,2,3,106
141,2,3,106
141,2,3,106
142,2,3,110
142,2,3,110
143,2,3,110
143,2,3,110
144,2,3,112
144,2,3,112
