area,time,timeSpan,poiCount,weather,temperature,pm25,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4
1,1,00:00:00==>00:10:00,653376,2,8,131,88,3,0.03409090909090909,18,,,,
1,2,00:10:00==>00:20:00,653376,2,8,131,97,7,0.07216494845360824,10,1309,244,93,76
1,3,00:20:00==>00:30:00,653376,2,8,131,75,5,0.06666666666666667,18,1274,196,59,46
1,4,00:30:00==>00:40:00,653376,2,8,131,60,2,0.03333333333333333,27,1197,213,67,45
1,5,00:40:00==>00:50:00,653376,2,8,140,72,7,0.09722222222222222,18,1236,189,36,51
1,6,00:50:00==>01:00:00,653376,2,8,140,86,18,0.20930232558139536,12,1197,184,35,47
1,7,01:00:00==>01:10:00,653376,2,8,140,59,5,0.0847457627118644,9,1269,179,32,39
1,8,01:10:00==>01:20:00,653376,2,8,140,44,2,0.045454545454545456,6,1217,140,61,37
1,9,01:20:00==>01:30:00,653376,2,8,140,42,1,0.023809523809523808,10,1189,127,46,50
1,10,01:30:00==>01:40:00,653376,2,8,140,38,4,0.10526315789473684,5,1119,157,36,37
1,11,01:40:00==>01:50:00,653376,2,8,163,45,7,0.15555555555555556,10,1154,156,51,35
1,12,01:50:00==>02:00:00,653376,2,8,163,38,4,0.10526315789473684,5,1065,151,40,30
1,13,02:00:00==>02:10:00,653376,2,8,163,41,9,0.21951219512195122,3,1065,120,33,26
1,14,02:10:00==>02:20:00,653376,2,8,163,33,5,0.15151515151515152,6,1001,133,34,32
1,15,02:20:00==>02:30:00,653376,2,8,163,20,2,0.1,9,929,171,50,47
1,16,02:30:00==>02:40:00,653376,2,8,163,24,0,0,6,981,133,39,50
1,17,02:40:00==>02:50:00,653376,2,8,173,27,2,0.07407407407407407,2,1000,132,37,38
1,18,02:50:00==>03:00:00,653376,2,8,173,28,5,0.17857142857142858,9,922,135,38,32
1,19,03:00:00==>03:10:00,653376,2,8,173,19,2,0.10526315789473684,1,889,103,35,39
1,20,03:10:00==>03:20:00,653376,2,8,173,14,2,0.14285714285714285,0,827,89,34,23
1,21,03:20:00==>03:30:00,653376,2,8,173,17,1,0.058823529411764705,4,858,97,25,31
1,22,03:30:00==>03:40:00,653376,2,8,173,8,1,0.125,11,793,71,24,39
1,23,03:40:00==>03:50:00,653376,2,8,179,11,2,0.18181818181818182,5,767,80,26,21
1,24,03:50:00==>04:00:00,653376,2,8,179,15,10,0.6666666666666666,6,628,87,37,34
1,25,04:00:00==>04:10:00,653376,2,8,179,7,0,0,2,748,111,30,43
1,26,04:10:00==>04:20:00,653376,2,8,179,6,0,0,1,784,75,34,42
1,27,04:20:00==>04:30:00,653376,2,8,179,12,0,0,3,718,95,39,32
1,28,04:30:00==>04:40:00,653376,2,8,179,4,0,0,0,736,101,38,30
1,29,04:40:00==>04:50:00,653376,2,8,179,6,0,0,2,685,73,30,16
1,30,04:50:00==>05:00:00,653376,2,8,179,12,3,0.25,0,684,106,41,23
1,31,05:00:00==>05:10:00,653376,2,8,179,13,5,0.38461538461538464,1,754,118,44,32
1,32,05:10:00==>05:20:00,653376,2,8,179,22,9,0.4090909090909091,1,723,98,27,23
1,33,05:20:00==>05:30:00,653376,2,7,179,5,0,0,3,732,92,26,31
1,34,05:30:00==>05:40:00,653376,2,7,179,15,3,0.2,4,799,120,20,39
1,35,05:40:00==>05:50:00,653376,2,7,179,23,6,0.2608695652173913,6,869,116,38,35
1,36,05:50:00==>06:00:00,653376,2,7,174,12,6,0.5,1,802,99,47,37
1,37,06:00:00==>06:10:00,653376,2,7,174,18,1,0.05555555555555555,1,879,138,26,45
