time,weather,pm25,averageOf,temperature
1,2,132,1,4
2,2,132,1,4
3,2,132,2,4
4,2,132,2,4
5,2,128,2,4
6,2,128,2,4
7,2,128,2,4
8,2,128,2,4
9,2,128,2,3.5
10,2,128,2,3
11,2,128,2,3
12,2,128,2,3
13,2,136,2,3
14,2,136,2,3
15,2,136,2,3
16,2,136,2,3
17,2,136,2,3
18,2,136,2,3
19,2,136,2,3
20,2,136,2,3
21,2,136,2,3
22,2,139,2,3
23,2,143,2,3
24,2,143,2,3
25,2,143,2,3
26,2,143,2,3
27,2,143,2,3
28,2,143,2,3
29,2,127,2,3
30,2,127,2,3
31,2,127,2,3
32,2,127,2,3
33,2,127,2,3
34,2,127,2,3
35,2,120,2,2
36,2,120,2,3
37,2,120,2,3
38,2,120,2,2
39,2,120,2,2
40,2,120,2,2
41,2,119,2,2
42,2,119,2,2
43,2,119,2,3
44,2,119,2,3
45,2,119,2,3
46,8,119,2,3
47,8,115,2,3
48,8,115,2,3
49,8,115,2,3
50,8,115,1,3
51,8,115,1,3
52,8,115,1,3
53,8,111,1,3
54,8,111,2,3
55,8,111,1,3
56,8,111,1,3
57,8,111,2,3
58,8,111,1,3
59,8,117,1,3
60,8,117,1,3
61,8,117,1,4
62,8,117,2,4
63,8,117,2,4.5
64,8,117,2,5
65,8,128,2,5.5
66,8,128,2,6
67,8,128,2,6
68,8,128,1,6
69,2,128,2,7
70,2,128,2,8
71,2,128,2,8
72,2,149,2,8.5
73,2,149,2,9
74,2,149,2,9
75,2,149,2,9
76,2,149,2,9
77,2,161,2,9
78,2,161,2,10
79,2,161,2,10
80,2,161,2,10
81,2,161,2,10
82,2,161,2,10
83,2,153,2,10
84,2,153,2,10
85,2,153,2,11
86,2,153,2,11
87,2,153,2,11
88,2,153,2,11
89,2,128,2,11
90,2,128,2,11
91,2,128,2,11
92,2,128,2,11
93,2,128,1,11
94,2,128,2,11
95,2,122,2,11
96,2,122,1,11
97,2,122,2,11
98,2,122,1,11
99,2,122,1,11
100,NaN,NaN,0,NaN
101,2,115,1,11
102,2,115,1,11
103,2,115,2,10.5
104,2,115,1,10
105,2,115,1,10
106,2,115,2,10
107,2,106,1,10
108,2,106,1,10
109,NaN,NaN,0,NaN
110,2,106,1,9
111,2,106,1,9
112,2,106,1,9
113,2,108,2,9
114,2,108,1,9
115,2,108,1,9
116,NaN,NaN,0,NaN
117,2,108,1,8
118,2,108,1,8
119,NaN,NaN,0,NaN
120,2,120,1,8
121,NaN,NaN,0,NaN
122,2,120,1,9
123,3,120,1,8
124,NaN,NaN,0,NaN
125,3,119,1,8
126,3,119,1,8
127,NaN,NaN,0,NaN
128,3,119,1,8
129,NaN,NaN,0,NaN
130,3,119,1,9
131,3,113,1,9
132,3,113,1,9
133,4,113,1,9
134,4,113,1,8
135,NaN,NaN,0,NaN
136,4,113,1,8
137,4,113,2,7.5
138,4,108,1,7
139,4,108,2,7
140,4,108,1,7
141,4,108,2,7
142,4,108,1,7
143,4,105,2,7
144,4,105,2,7
