time,weather,pm25,averageOf,temperature
1,NaN,NaN,0,NaN
2,NaN,NaN,0,NaN
3,NaN,NaN,0,NaN
4,NaN,NaN,0,NaN
5,2,60,1,5
6,2,60,2,5
7,2,60,2,5
8,2,60,2,5
9,2,60,2,5
10,2,60,2,5
11,2,53,2,5
12,2,53,2,5
13,2,53,2,5
14,2,53,2,5
15,2,53,2,5
16,2,53,2,5
17,2,48,2,5
18,2,48,2,5
19,2,48,2,5
20,2,48,2,5
21,2,48,2,5
22,2,48,2,5
23,2,41,2,5
24,2,41,2,5
25,2,41,2,4
26,2,41,2,4
27,2,41,2,4
28,2,41,2,4
29,2,41,2,4
30,2,43,2,4
31,2,43,2,4
32,2,43,2,4
33,2,43,2,4
34,2,43,2,4
35,2,48,2,4
36,2,48,2,4
37,2,48,2,4
38,2,48,2,4
39,2,48,2,4
40,2,48,2,4
41,2,48,2,4
42,3,48,2,4
43,4,48,2,4
44,4,48,2,4
45,4,48,2,4
46,4,52,2,4
47,4,52,2,4
48,4,52,2,4
49,4,52,2,4
50,3,52,2,4
51,2,52,2,4
52,2,52,2,4
53,2,47,2,4
54,2,47,2,4
55,2,47,2,4
56,2,47,2,4
57,2,47,2,4
58,2,47,2,4
59,2,46,2,4
60,2.5,46,2,4
61,3,46,2,4
62,3,46,2,4
63,3,46,2,4
64,3,46,2,4
65,3,47,2,4
66,3,47,2,4
67,3,47,2,4
68,3,47,2,4
69,3,47,2,4
70,3,47,2,4
71,3,47,2,4
72,3,47,2,4
73,3,47,2,4
74,3,47,2,4
75,3,47,2,4
76,3,51,2,4
77,3,57,2,4
78,3,57,2,4
79,3,57,2,4
80,3,57,2,4
81,3,57,2,4
82,3,57,2,4
83,3,60,2,4
84,3,60,2,4
85,3,60,2,4
86,3,60,2,4
87,3,60,2,4
88,3,60,2,4
89,3,64,2,4
90,3,64,2,4
91,3,64,2,4
92,3,64,2,4
93,3,64,2,4
94,3,64,2,4
95,3,68,2,4
96,3,68,2,4
97,3,68,2,4
98,3,68,2,4
99,3,68,2,4
100,3,68,2,3.5
101,3,68,2,3
102,3,68,2,3
103,3,68,2,3
104,3,68,2,3.5
105,3,68,2,3.5
106,3,75,2,3
107,3,81,2,3
108,3,81,2,3
109,3,81,2,3
110,3,81,2,3
111,3,81,2,3
112,3,81,2,3
113,3,84,2,3
114,2.5,84,2,3
115,2,84,2,3
116,2,84,2,3
117,2,84,2,3
118,2,84,2,3
119,2,86,2,3
120,2,86,2,3
121,2,86,2,3
122,2,86,2,3
123,2,86,2,3
124,2,86,2,3
125,2,86,2,3
126,2,86,2,3
127,2,86,2,3
128,2,86,2,3
129,2,86,2,3
130,2,89,2,3
131,2,90,2,3
132,2,90,2,3
133,2,90,1,3
134,2,90,2,3
135,2,90,1,3
136,3,90,1,3
137,3,94,2,3
138,3,94,1,3
139,3,94,1,3
140,NaN,NaN,0,NaN
141,3,94,2,3
142,3,94,2,3
143,3,94,2,3
144,3,94,2,3
