time,begin,end,area,total,gap,gapRate,total_dest
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),1,187,9,0.0481283422459893,45
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),2,9,1,0.1111111111111111,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),3,3,1,0.3333333333333333,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),4,26,3,0.11538461538461539,21
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,4
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),6,7,0,0,17
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),7,124,7,0.056451612903225805,95
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),8,229,9,0.039301310043668124,150
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),9,18,0,0,12
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),10,1,0,0,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),11,15,0,0,23
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),12,144,5,0.034722222222222224,27
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),13,1,0,0,13
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),14,79,6,0.0759493670886076,94
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),16,5,0,0,5
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),17,2,1,0.5,2
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),18,2,0,0,5
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),19,32,1,0.03125,45
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),20,42,2,0.047619047619047616,58
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),21,51,1,0.0196078431372549,35
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),22,30,9,0.3,20
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),23,218,5,0.022935779816513763,186
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),24,63,2,0.031746031746031744,59
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),25,20,1,0.05,16
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),26,9,0,0,16
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),27,69,3,0.043478260869565216,21
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),28,101,0,0,100
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),29,13,0,0,31
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),30,1,0,0,2
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),31,4,0,0,6
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),32,0,0,NaN,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),33,3,0,0,9
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),34,2,0,0,5
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),35,3,0,0,5
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),36,9,1,0.1111111111111111,20
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),37,111,6,0.05405405405405406,95
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),38,4,0,0,6
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),39,19,2,0.10526315789473684,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),40,5,0,0,5
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),41,2,1,0.5,4
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),42,89,2,0.02247191011235955,41
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),43,0,0,NaN,4
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),44,0,0,NaN,2
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),45,5,0,0,4
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),46,82,1,0.012195121951219513,74
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),47,4,0,0,4
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),48,196,5,0.025510204081632654,104
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),49,1,0,0,2
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),50,0,0,NaN,2
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),51,801,34,0.04244694132334582,145
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),52,0,0,NaN,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),53,4,0,0,4
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),54,21,0,0,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),55,2,0,0,4
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),56,2,0,0,2
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),57,14,1,0.07142857142857142,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),58,0,0,NaN,3
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),59,1,0,0,1
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),60,0,0,NaN,1
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),61,3,2,0.6666666666666666,4
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),62,0,0,NaN,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),63,0,0,NaN,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),64,7,1,0.14285714285714285,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),65,1,0,0,0
1,Fri Jan 01 2016 00:00:00 GMT+0800 (CST),Fri Jan 01 2016 00:10:00 GMT+0800 (CST),66,9,0,0,0
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),1,198,7,0.03535353535353535,71
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),2,19,0,0,4
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),3,0,0,NaN,3
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),4,42,3,0.07142857142857142,24
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),5,0,0,NaN,0
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),6,6,0,0,39
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),7,192,11,0.057291666666666664,214
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),8,292,17,0.05821917808219178,263
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),9,12,0,0,18
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),10,2,0,0,4
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),11,11,0,0,25
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),12,188,4,0.02127659574468085,42
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),13,6,0,0,12
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),14,80,12,0.15,135
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),15,0,0,NaN,0
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),16,12,0,0,6
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),17,2,0,0,3
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),18,2,0,0,8
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),19,31,2,0.06451612903225806,52
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),20,33,1,0.030303030303030304,49
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),21,35,4,0.11428571428571428,41
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),22,28,4,0.14285714285714285,27
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),23,404,24,0.0594059405940594,262
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),24,53,1,0.018867924528301886,72
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),25,21,1,0.047619047619047616,25
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),26,6,0,0,34
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),27,98,10,0.10204081632653061,20
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),28,116,5,0.04310344827586207,129
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),29,11,0,0,25
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),30,1,1,1,0
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),31,5,0,0,8
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),32,3,1,0.3333333333333333,5
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),33,3,0,0,10
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),34,3,0,0,7
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),35,2,0,0,8
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),36,10,0,0,25
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),37,231,56,0.24242424242424243,122
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),38,7,1,0.14285714285714285,6
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),39,24,12,0.5,0
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),40,7,0,0,2
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),41,7,1,0.14285714285714285,8
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),42,69,4,0.057971014492753624,51
2,Fri Jan 01 2016 00:10:00 GMT+0800 (CST),Fri Jan 01 2016 00:20:00 GMT+0800 (CST),43,0,0,NaN,0
