time,weather,temperature,pm25
2,2,1,102
2,2,1,102
3,2,1,102
3,2,1,102
4,2,1,100
4,2,1,100
5,2,1,100
5,2,1,100
6,2,1,108
6,2,1,108
7,2,1,108
7,2,1,108
8,2,1,108
8,2,1,108
9,2,1,108
9,2,0,108
10,2,0,108
10,2,0,108
11,2,0,108
11,2,0,108
12,2,0,108
12,2,0,108
13,2,0,108
13,2,0,108
14,2,0,108
14,2,0,108
15,2,0,108
15,2,0,108
16,2,1,108
16,2,1,108
17,2,1,106
17,2,0,106
18,2,0,106
18,2,1,106
19,2,1,106
19,2,1,106
20,2,1,106
20,2,1,106
21,2,1,106
21,2,1,106
22,2,1,106
22,2,1,106
23,2,1,107
23,2,1,107
24,2,1,107
24,2,1,107
25,2,1,107
25,2,1,107
26,2,1,107
26,2,1,107
27,2,1,107
27,2,1,107
28,2,1,107
28,2,1,107
29,2,1,107
29,2,1,107
30,2,1,112
30,2,1,112
31,2,1,112
31,2,1,112
32,2,1,112
32,2,1,112
33,2,1,112
33,2,1,112
34,2,1,112
34,2,1,112
35,2,1,110
35,2,1,110
36,2,1,110
36,2,1,110
37,2,1,110
37,2,1,110
38,2,1,110
38,2,1,110
39,2,1,110
39,2,1,110
40,2,1,110
40,2,1,110
41,2,1,106
41,2,1,106
42,2,1,106
42,2,1,106
43,1,1,106
44,1,1,106
45,1,1,106
46,1,1,106
47,1,1,94
48,1,1,94
51,2,1,94
53,2,1,82
55,2,2,82
58,2,2,82
