time,begin,end,area,total,gap,gapRate,total_dest
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),1,71,13,0.18309859154929578,22
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),2,8,1,0.125,1
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),3,1,1,1,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),4,21,1,0.047619047619047616,6
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),5,1,0,0,1
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),6,6,1,0.16666666666666666,4
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),7,63,10,0.15873015873015872,29
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),8,108,17,0.1574074074074074,70
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),9,17,4,0.23529411764705882,5
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),10,1,0,0,6
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),11,5,1,0.2,8
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),12,65,15,0.23076923076923078,19
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),13,5,1,0.2,4
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),14,12,7,0.5833333333333334,24
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),16,0,0,NaN,3
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),17,0,0,NaN,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),18,5,3,0.6,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),19,19,3,0.15789473684210525,14
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),20,48,11,0.22916666666666666,18
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),21,32,3,0.09375,10
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),22,24,10,0.4166666666666667,15
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),23,180,83,0.46111111111111114,92
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),24,23,0,0,20
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),25,27,6,0.2222222222222222,11
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),26,7,1,0.14285714285714285,11
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),27,42,8,0.19047619047619047,11
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),28,59,17,0.288135593220339,43
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),29,10,3,0.3,6
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),30,0,0,NaN,2
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),31,5,2,0.4,6
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),32,0,0,NaN,2
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),33,1,0,0,1
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),34,2,1,0.5,2
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),35,5,1,0.2,6
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),36,5,1,0.2,9
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),37,48,5,0.10416666666666667,44
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),38,3,0,0,9
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),39,24,10,0.4166666666666667,3
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),40,2,2,1,2
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),41,1,0,0,6
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),42,44,13,0.29545454545454547,21
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),43,0,0,NaN,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),44,0,0,NaN,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),45,4,2,0.5,4
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),46,36,3,0.08333333333333333,42
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),47,5,4,0.8,1
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),48,67,17,0.2537313432835821,58
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),49,2,2,1,3
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),50,0,0,NaN,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),51,260,150,0.5769230769230769,78
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),52,1,0,0,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),53,3,0,0,3
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),54,12,5,0.4166666666666667,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),55,2,1,0.5,3
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),56,0,0,NaN,4
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),57,1,0,0,1
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),58,0,0,NaN,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),59,0,0,NaN,1
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),60,3,2,0.6666666666666666,1
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),61,0,0,NaN,0
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),62,0,0,NaN,1
1,Wed Jan 06 2016 00:00:00 GMT+0800 (CST),Wed Jan 06 2016 00:10:00 GMT+0800 (CST),63,0,0,NaN,0
