time,begin,end,area,total,gap,gapRate,total_dest
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),1,84,11,0.13095238095238096,24
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),2,6,0,0,2
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,1
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),4,14,0,0,5
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,6
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),6,2,0,0,6
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),7,80,16,0.2,52
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),8,113,23,0.20353982300884957,75
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),9,40,22,0.55,6
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),10,0,0,NaN,2
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),11,9,1,0.1111111111111111,12
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),12,82,19,0.23170731707317074,12
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),13,8,1,0.125,6
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),14,16,2,0.125,31
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,0
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),16,1,0,0,3
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),17,1,0,0,2
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),18,0,0,NaN,1
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),19,24,1,0.041666666666666664,22
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),20,33,3,0.09090909090909091,17
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),21,46,8,0.17391304347826086,9
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),22,19,5,0.2631578947368421,26
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),23,126,19,0.15079365079365079,83
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),24,37,2,0.05405405405405406,19
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),25,22,9,0.4090909090909091,12
1,Mon Jan 11 2016 00:00:00 GMT+0800 (CST),Mon Jan 11 2016 00:10:00 GMT+0800 (CST),26,5,0,0,6
