time,weather,temperature,pm25
1,4,8,93
1,4,8,93
2,4,8,93
2,4,8,93
3,4,8,93
3,4,8,93
4,4,8,92
4,4,8,92
5,4,8,92
5,4,8,92
6,4,8,92
6,4,8,92
7,4,8,92
7,4,8,92
8,4,8,92
8,4,8,92
9,4,8,92
9,4,7,92
10,4,7,92
10,4,7,92
11,4,7,90
11,4,7,90
12,4,7,90
12,4,7,90
13,4,7,90
13,4,7,90
14,4,7,90
14,4,7,90
15,4,7,90
15,4,7,90
16,4,7,90
16,4,7,90
17,4,7,92
17,4,7,92
18,4,7,92
18,4,7,92
19,4,7,92
19,4,7,92
20,4,7,92
20,4,7,92
21,4,7,92
21,4,7,92
22,4,7,92
22,4,7,92
23,4,7,99
23,4,7,99
24,4,7,99
24,4,7,99
25,4,7,99
25,4,7,99
26,4,7,99
26,4,7,99
27,4,7,99
27,4,7,99
28,4,7,99
28,4,7,99
29,4,7,99
29,4,7,99
30,4,7,102
30,4,7,102
31,4,7,102
31,4,7,102
32,4,7,102
32,4,7,102
33,4,7,102
33,4,7,102
34,4,7,102
34,4,7,102
35,4,7,107
35,4,7,107
36,4,7,107
36,4,7,107
37,4,7,107
37,4,7,107
38,4,7,107
38,4,7,107
39,4,7,107
39,4,7,107
40,4,7,107
40,4,7,107
41,4,7,107
41,4,7,107
42,4,7,107
42,4,7,107
43,4,7,107
43,4,7,107
44,4,7,107
44,4,7,107
45,4,7,107
45,4,7,107
46,4,7,107
46,4,7,107
47,4,7,105
47,4,7,105
48,4,7,105
48,4,7,105
49,4,7,105
49,4,7,105
50,4,7,105
50,2,7,105
51,2,7,105
51,2,7,105
52,2,7,105
52,2,7,105
53,2,7,102
53,2,7,102
54,2,7,102
54,2,7,102
55,3,7,102
55,3,7,102
56,3,7,102
56,2,7,102
57,2,7,102
57,2,7,102
58,2,7,102
58,2,7,102
59,2,7,101
59,2,7,101
60,2,7,101
60,3,7,101
61,3,7,101
61,3,7,101
62,3,8,101
62,3,8,101
63,3,8,101
63,3,8,101
64,3,8,101
64,3,8,101
65,3,8,98
65,3,8,98
66,3,8,98
66,3,8,98
67,3,8,98
67,3,8,98
68,3,8,98
68,3,8,98
69,3,8,98
69,3,8,98
70,3,8,98
70,3,9,98
71,3,9,98
71,3,8,98
72,3,8,98
72,3,8,98
73,3,8,98
73,3,9,98
74,3,9,98
74,3,9,98
75,3,9,98
75,3,9,98
76,3,8,103
76,3,8,103
77,3,8,106
78,3,8,106
79,3,8,106
79,3,8,106
80,3,8,106
80,3,8,106
81,3,8,106
81,3,8,106
82,3,8,106
82,3,8,106
83,3,8,113
83,3,8,113
84,3,8,113
84,3,8,113
85,3,8,113
85,3,8,113
86,3,8,113
86,3,8,113
87,3,8,113
87,3,8,113
88,3,8,113
88,3,8,113
89,3,8,120
89,3,8,120
90,3,8,120
90,3,8,120
91,3,8,120
91,3,8,120
92,3,8,120
92,3,8,120
93,3,8,120
93,3,8,120
94,3,8,120
94,3,8,120
95,3,8,120
95,3,8,120
96,3,8,120
96,3,8,120
97,3,8,120
97,3,8,120
98,3,8,120
98,3,8,120
99,3,8,120
99,3,8,120
100,3,8,120
100,3,8,120
101,3,9,120
101,3,9,120
102,3,9,120
102,3,9,120
103,3,9,120
103,3,9,120
104,3,9,120
104,3,9,120
105,3,9,120
105,3,9,120
106,3,8,120
106,3,8,120
107,3,8,124
107,3,8,124
108,3,8,124
108,3,8,124
109,3,8,124
109,3,8,124
110,3,8,124
110,3,8,124
111,3,8,124
111,3,8,124
112,3,8,124
112,3,8,124
113,3,8,122
113,3,8,122
114,3,8,122
114,2,8,122
115,2,8,122
115,2,8,122
116,2,8,122
116,2,8,122
117,2,8,122
117,2,8,122
118,2,8,122
118,2,8,122
119,2,8,122
119,2,8,122
120,2,8,122
120,2,7,122
121,2,7,122
121,2,7,122
122,2,7,122
122,2,7,122
123,2,7,122
123,2,7,122
124,2,7,138
124,2,7,138
125,2,7,138
125,2,7,138
126,2,7,138
126,2,7,138
127,2,7,138
127,2,7,138
128,2,7,138
128,2,7,138
129,2,7,138
129,2,7,138
130,2,7,146
130,2,7,146
131,2,7,146
131,2,7,146
132,2,7,146
132,4,7,146
133,4,7,146
134,4,7,146
134,4,7,146
135,4,7,146
135,4,7,146
136,4,7,152
136,4,7,152
137,4,7,160
137,4,7,160
138,4,7,160
138,4,7,160
139,4,6,160
139,4,6,160
140,4,6,160
140,4,6,160
141,4,6,160
141,4,6,160
142,4,6,160
142,4,6,160
143,4,6,160
143,4,6,160
144,4,6,160
