time,begin,end,area,total,gap,gapRate,total_dest
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),1,88,3,0.03409090909090909,18
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),2,12,1,0.08333333333333333,1
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),3,1,1,1,2
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),4,14,1,0.07142857142857142,8
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,0
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),6,5,2,0.4,5
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),7,43,1,0.023255813953488372,44
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),8,113,3,0.02654867256637168,85
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),9,13,1,0.07692307692307693,0
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),10,0,0,NaN,1
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),11,8,1,0.125,19
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),12,74,7,0.0945945945945946,16
1,Sat Jan 02 2016 00:00:00 GMT+0800 (CST),Sat Jan 02 2016 00:10:00 GMT+0800 (CST),13,5,0,0,6
