time,begin,end,area,total,gap,gapRate,total_dest
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),1,77,4,0.05194805194805195,25
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),2,12,1,0.08333333333333333,0
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,0
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),4,10,1,0.1,10
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),5,1,0,0,0
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),6,4,1,0.25,6
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),7,62,3,0.04838709677419355,27
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),8,88,6,0.06818181818181818,51
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),9,10,0,0,5
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),10,0,0,NaN,2
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),11,8,2,0.25,9
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),12,61,6,0.09836065573770492,16
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),13,3,0,0,4
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),14,18,1,0.05555555555555555,24
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,1
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),16,5,0,0,1
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),17,3,0,0,1
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),18,1,0,0,1
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),19,32,0,0,18
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),20,43,5,0.11627906976744186,18
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),21,47,16,0.3404255319148936,13
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),22,23,5,0.21739130434782608,12
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),23,121,2,0.01652892561983471,67
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),24,32,10,0.3125,16
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),25,29,10,0.3448275862068966,12
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),26,4,0,0,6
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),27,43,3,0.06976744186046512,15
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),28,52,2,0.038461538461538464,42
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),29,6,0,0,10
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),30,0,0,NaN,0
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),31,3,1,0.3333333333333333,3
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),32,1,1,1,3
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),33,1,0,0,4
1,Fri Jan 15 2016 00:00:00 GMT+0800 (CST),Fri Jan 15 2016 00:10:00 GMT+0800 (CST),34,0,0,NaN,2
