time,begin,end,area,total,gap,gapRate,total_dest
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),1,70,4,0.05714285714285714,27
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),2,13,1,0.07692307692307693,1
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,0
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),4,20,1,0.05,10
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,2
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),6,4,1,0.25,7
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),7,81,7,0.08641975308641975,35
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),8,104,2,0.019230769230769232,74
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),9,13,1,0.07692307692307693,4
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),10,0,0,NaN,1
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),11,7,2,0.2857142857142857,5
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),12,81,8,0.09876543209876543,18
1,Sat Jan 09 2016 00:00:00 GMT+0800 (CST),Sat Jan 09 2016 00:10:00 GMT+0800 (CST),13,5,1,0.2,11
