time,begin,end,area,total,gap,gapRate,total_dest
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),1,65,4,0.06153846153846154,23
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),2,3,0,0,1
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,2
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),4,19,0,0,7
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,0
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),6,2,0,0,10
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),7,62,6,0.0967741935483871,33
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),8,104,5,0.04807692307692308,70
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),9,7,0,0,3
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),10,0,0,NaN,0
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),11,6,0,0,7
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),12,52,4,0.07692307692307693,20
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),13,4,1,0.25,3
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),14,19,2,0.10526315789473684,34
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,0
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),16,2,0,0,0
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),17,1,0,0,0
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),18,2,0,0,0
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),19,17,1,0.058823529411764705,17
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),20,30,1,0.03333333333333333,12
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),21,28,2,0.07142857142857142,9
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),22,19,8,0.42105263157894735,13
1,Thu Jan 07 2016 00:00:00 GMT+0800 (CST),Thu Jan 07 2016 00:10:00 GMT+0800 (CST),23,116,9,0.07758620689655173,70
