time,begin,end,area,total,gap,gapRate,total_dest
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),1,77,5,0.06493506493506493,16
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),2,11,0,0,3
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,4
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),4,21,1,0.047619047619047616,7
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,1
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),6,7,2,0.2857142857142857,3
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),7,53,6,0.11320754716981132,32
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),8,87,6,0.06896551724137931,62
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),9,14,1,0.07142857142857142,4
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),10,1,1,1,2
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),11,9,1,0.1111111111111111,8
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),12,55,0,0,22
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),13,4,2,0.5,3
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),14,25,1,0.04,28
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,0
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),16,4,1,0.25,2
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),17,2,0,0,2
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),18,6,0,0,3
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),19,29,1,0.034482758620689655,18
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),20,37,5,0.13513513513513514,14
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),21,47,13,0.2765957446808511,13
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),22,21,8,0.38095238095238093,18
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),23,118,10,0.0847457627118644,92
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),24,20,0,0,19
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),25,21,4,0.19047619047619047,7
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),26,5,1,0.2,3
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),27,59,8,0.13559322033898305,12
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),28,52,6,0.11538461538461539,31
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),29,4,0,0,10
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),30,1,0,0,1
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),31,6,1,0.16666666666666666,4
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),32,0,0,NaN,1
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),33,3,0,0,4
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),34,5,2,0.4,2
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),35,3,1,0.3333333333333333,2
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),36,6,0,0,3
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),37,48,1,0.020833333333333332,35
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),38,3,1,0.3333333333333333,6
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),39,15,2,0.13333333333333333,2
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),40,2,0,0,0
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),41,1,0,0,2
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),42,35,0,0,13
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),43,0,0,NaN,1
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),44,0,0,NaN,1
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),45,1,0,0,0
1,Tue Jan 19 2016 00:00:00 GMT+0800 (CST),Tue Jan 19 2016 00:10:00 GMT+0800 (CST),46,35,4,0.11428571428571428,20
