time,weather,pm25,averageOf,temperature
1,4,121,1,8
2,4,121,1,8
3,4,121,1,8
4,4,121,1,8
5,4,103,1,8
6,4,103,2,8
7,4,103,2,8
8,4,103,2,8
9,4,103,2,8
10,4,103,2,8
11,4,83,2,8
12,4,83,2,8
13,4,83,2,8
14,4,83,2,8
15,4,83,2,8
16,4,83,2,8
17,4,62,2,8
18,4,62,2,8
19,4,62,2,8
20,4,62,2,8
21,4,62,2,8
22,4,62,2,8
23,4,47,2,8
24,4,47,2,8
25,4,47,2,7
26,4,47,2,7
27,4,47,2,7
28,4,47,2,7
29,4,33,2,7
30,4,33,2,7.5
31,4,33,2,8
32,4,33,2,8
33,4,33,2,8
34,4,33,2,8
35,4,33,2,8
36,4,33,2,8
37,4,33,2,7
38,4,33,2,7
39,4,33,2,7
40,4,33,2,7
41,4,35,1,7
42,4,35,1,7
43,4,35,1,7
44,4,35,1,7
45,4,35,1,7
46,4,35,1,7
47,4,42,1,7
48,4,42,1,7
49,4,42,1,7
50,NaN,NaN,0,NaN
51,2,42,1,7
52,2,42,1,7
53,2,54,1,7
54,2,54,1,7
55,2,54,1,7
56,2,54,1,7
57,2,54,1,7
58,2,54,2,7
59,2,61,1,7
60,2,61,1,7
61,2,61,1,7
62,2,61,1,7
63,NaN,NaN,0,NaN
64,2,61,1,7
65,2,61,1,7
66,2,56,1,7
67,2,56,1,7
68,2,56,1,7
69,2,56,1,7
70,2,56,1,7
71,2,56,1,7
72,2,45,1,7
73,2,45,1,7
74,2,45,1,6
75,2,45,1,6
76,2,45,1,6
77,2,36,2,6
78,4,36,1,6
79,4,36,1,6
80,4,36,1,6
81,4,36,2,6
82,4,36,1,6
83,4,41,1,6
84,4,41,2,6
85,4,41,1,6
86,4,41,1,6
87,4,41,2,6
88,4,41,2,6
89,4,55,1,6
90,4,55,1,6
91,4,55,1,6
92,4,55,1,6
93,4,55,1,6
94,4,55,1,6
95,4,55,1,6
96,4,55,1,6
97,4,55,1,6
98,4,55,1,6
99,4,55,1,6
100,4,67,1,6
101,NaN,NaN,0,NaN
102,4,67,1,6
103,4,67,1,6
104,4,67,1,5
105,4,67,1,5
106,4,69,1,5
107,4,69,1,5
108,4,69,1,5
109,4,69,1,5
110,4,69,1,5
111,4,69,1,6
112,4,69,1,6
113,4,59,1,6
114,2,59,1,6
115,2,59,1,5
116,2,59,1,5
117,2,59,1,5
118,2,55,1,5
119,2,72,1,5
120,2,72,1,5
121,2,72,2,5
122,4,72,1,5
123,4,72,1,5
124,4,72,1,5
125,4,82,1,5
126,4,82,1,5
127,4,82,1,5
128,NaN,NaN,0,NaN
129,4,82,1,5
130,4,82,1,5
131,NaN,NaN,0,NaN
132,NaN,NaN,0,NaN
133,NaN,NaN,0,NaN
134,NaN,NaN,0,NaN
135,NaN,NaN,0,NaN
136,NaN,NaN,0,NaN
137,NaN,NaN,0,NaN
138,NaN,NaN,0,NaN
139,NaN,NaN,0,NaN
140,NaN,NaN,0,NaN
141,NaN,NaN,0,NaN
142,NaN,NaN,0,NaN
143,NaN,NaN,0,NaN
144,NaN,NaN,0,NaN
