time,weather,pm25,averageOf,temperature
1,NaN,NaN,0,NaN
2,2,102,2,1
3,2,102,2,1
4,2,100,2,1
5,2,100,2,1
6,2,108,2,1
7,2,108,2,1
8,2,108,2,1
9,2,108,2,0.5
10,2,108,2,0
11,2,108,2,0
12,2,108,2,0
13,2,108,2,0
14,2,108,2,0
15,2,108,2,0
16,2,108,2,1
17,2,106,2,0.5
18,2,106,2,0.5
19,2,106,2,1
20,2,106,2,1
21,2,106,2,1
22,2,106,2,1
23,2,107,2,1
24,2,107,2,1
25,2,107,2,1
26,2,107,2,1
27,2,107,2,1
28,2,107,2,1
29,2,107,2,1
30,2,112,2,1
31,2,112,2,1
32,2,112,2,1
33,2,112,2,1
34,2,112,2,1
35,2,110,2,1
36,2,110,2,1
37,2,110,2,1
38,2,110,2,1
39,2,110,2,1
40,2,110,2,1
41,2,106,2,1
42,2,106,2,1
43,1,106,1,1
44,1,106,1,1
45,1,106,1,1
46,1,106,1,1
47,1,94,1,1
48,1,94,1,1
49,NaN,NaN,0,NaN
50,NaN,NaN,0,NaN
51,2,94,1,1
52,NaN,NaN,0,NaN
53,2,82,1,1
54,NaN,NaN,0,NaN
55,2,82,1,2
56,NaN,NaN,0,NaN
57,NaN,NaN,0,NaN
58,2,82,1,2
59,NaN,NaN,0,NaN
60,NaN,NaN,0,NaN
61,NaN,NaN,0,NaN
62,NaN,NaN,0,NaN
63,NaN,NaN,0,NaN
64,NaN,NaN,0,NaN
65,NaN,NaN,0,NaN
66,NaN,NaN,0,NaN
67,NaN,NaN,0,NaN
68,NaN,NaN,0,NaN
69,NaN,NaN,0,NaN
70,NaN,NaN,0,NaN
71,NaN,NaN,0,NaN
72,NaN,NaN,0,NaN
73,NaN,NaN,0,NaN
74,NaN,NaN,0,NaN
75,NaN,NaN,0,NaN
76,NaN,NaN,0,NaN
77,NaN,NaN,0,NaN
78,NaN,NaN,0,NaN
79,NaN,NaN,0,NaN
80,NaN,NaN,0,NaN
81,NaN,NaN,0,NaN
82,NaN,NaN,0,NaN
83,NaN,NaN,0,NaN
84,NaN,NaN,0,NaN
85,NaN,NaN,0,NaN
86,NaN,NaN,0,NaN
87,NaN,NaN,0,NaN
88,NaN,NaN,0,NaN
89,NaN,NaN,0,NaN
90,NaN,NaN,0,NaN
91,NaN,NaN,0,NaN
92,NaN,NaN,0,NaN
93,NaN,NaN,0,NaN
94,NaN,NaN,0,NaN
95,NaN,NaN,0,NaN
96,NaN,NaN,0,NaN
97,NaN,NaN,0,NaN
98,NaN,NaN,0,NaN
99,NaN,NaN,0,NaN
100,NaN,NaN,0,NaN
101,NaN,NaN,0,NaN
102,NaN,NaN,0,NaN
103,NaN,NaN,0,NaN
104,NaN,NaN,0,NaN
105,NaN,NaN,0,NaN
106,NaN,NaN,0,NaN
107,NaN,NaN,0,NaN
108,NaN,NaN,0,NaN
109,NaN,NaN,0,NaN
110,NaN,NaN,0,NaN
111,NaN,NaN,0,NaN
112,NaN,NaN,0,NaN
113,NaN,NaN,0,NaN
114,NaN,NaN,0,NaN
115,NaN,NaN,0,NaN
116,NaN,NaN,0,NaN
117,NaN,NaN,0,NaN
118,NaN,NaN,0,NaN
119,NaN,NaN,0,NaN
120,NaN,NaN,0,NaN
121,NaN,NaN,0,NaN
122,NaN,NaN,0,NaN
123,NaN,NaN,0,NaN
124,NaN,NaN,0,NaN
125,NaN,NaN,0,NaN
126,NaN,NaN,0,NaN
127,NaN,NaN,0,NaN
128,NaN,NaN,0,NaN
129,NaN,NaN,0,NaN
130,NaN,NaN,0,NaN
131,NaN,NaN,0,NaN
132,NaN,NaN,0,NaN
133,NaN,NaN,0,NaN
134,NaN,NaN,0,NaN
135,NaN,NaN,0,NaN
136,NaN,NaN,0,NaN
137,NaN,NaN,0,NaN
138,NaN,NaN,0,NaN
139,NaN,NaN,0,NaN
140,NaN,NaN,0,NaN
141,NaN,NaN,0,NaN
142,NaN,NaN,0,NaN
143,NaN,NaN,0,NaN
144,NaN,NaN,0,NaN
