time,weather,temperature,pm25
1,4,8,121
2,4,8,121
3,4,8,121
4,4,8,121
5,4,8,103
6,4,8,103
6,4,8,103
7,4,8,103
7,4,8,103
8,4,8,103
8,4,8,103
9,4,8,103
9,4,8,103
10,4,8,103
10,4,8,103
11,4,8,83
11,4,8,83
12,4,8,83
12,4,8,83
13,4,8,83
13,4,8,83
14,4,8,83
14,4,8,83
15,4,8,83
15,4,8,83
16,4,8,83
16,4,8,83
17,4,8,62
17,4,8,62
18,4,8,62
18,4,8,62
19,4,8,62
19,4,8,62
20,4,8,62
20,4,8,62
21,4,8,62
21,4,8,62
22,4,8,62
22,4,8,62
23,4,8,47
23,4,8,47
24,4,8,47
24,4,8,47
25,4,7,47
25,4,7,47
26,4,7,47
26,4,7,47
27,4,7,47
27,4,7,47
28,4,7,47
28,4,7,47
29,4,7,33
29,4,7,33
30,4,7,33
30,4,8,33
31,4,8,33
31,4,8,33
32,4,8,33
32,4,8,33
33,4,8,33
33,4,8,33
34,4,8,33
34,4,8,33
35,4,8,33
35,4,8,33
36,4,8,33
36,4,8,33
37,4,7,33
37,4,7,33
38,4,7,33
38,4,7,33
39,4,7,33
39,4,7,33
40,4,7,33
40,4,7,33
41,4,7,35
42,4,7,35
43,4,7,35
44,4,7,35
45,4,7,35
46,4,7,35
47,4,7,42
48,4,7,42
49,4,7,42
51,2,7,42
52,2,7,42
53,2,7,54
54,2,7,54
55,2,7,54
56,2,7,54
57,2,7,54
58,2,7,54
58,2,7,54
59,2,7,61
60,2,7,61
61,2,7,61
62,2,7,61
64,2,7,61
65,2,7,61
66,2,7,56
67,2,7,56
68,2,7,56
69,2,7,56
70,2,7,56
71,2,7,56
72,2,7,45
73,2,7,45
74,2,6,45
75,2,6,45
76,2,6,45
77,2,6,36
77,2,6,36
78,4,6,36
79,4,6,36
80,4,6,36
81,4,6,36
81,4,6,36
82,4,6,36
83,4,6,41
84,4,6,41
84,4,6,41
85,4,6,41
86,4,6,41
87,4,6,41
87,4,6,41
88,4,6,41
88,4,6,41
89,4,6,55
90,4,6,55
91,4,6,55
92,4,6,55
93,4,6,55
94,4,6,55
95,4,6,55
96,4,6,55
97,4,6,55
98,4,6,55
99,4,6,55
100,4,6,67
102,4,6,67
103,4,6,67
104,4,5,67
105,4,5,67
106,4,5,69
107,4,5,69
108,4,5,69
109,4,5,69
110,4,5,69
111,4,6,69
112,4,6,69
113,4,6,59
114,2,6,59
115,2,5,59
116,2,5,59
117,2,5,59
118,2,5,55
119,2,5,72
120,2,5,72
121,2,5,72
121,2,5,72
122,4,5,72
123,4,5,72
124,4,5,72
125,4,5,82
126,4,5,82
127,4,5,82
129,4,5,82
130,4,5,82
