time,weather,temperature,pm25
5,2,5,60
6,2,5,60
6,2,5,60
7,2,5,60
7,2,5,60
8,2,5,60
8,2,5,60
9,2,5,60
9,2,5,60
10,2,5,60
10,2,5,60
11,2,5,53
11,2,5,53
12,2,5,53
12,2,5,53
13,2,5,53
13,2,5,53
14,2,5,53
14,2,5,53
15,2,5,53
15,2,5,53
16,2,5,53
16,2,5,53
17,2,5,48
17,2,5,48
18,2,5,48
18,2,5,48
19,2,5,48
19,2,5,48
20,2,5,48
20,2,5,48
21,2,5,48
21,2,5,48
22,2,5,48
22,2,5,48
23,2,5,41
23,2,5,41
24,2,5,41
24,2,5,41
25,2,4,41
25,2,4,41
26,2,4,41
26,2,4,41
27,2,4,41
27,2,4,41
28,2,4,41
28,2,4,41
29,2,4,41
29,2,4,41
30,2,4,43
30,2,4,43
31,2,4,43
31,2,4,43
32,2,4,43
32,2,4,43
33,2,4,43
33,2,4,43
34,2,4,43
34,2,4,43
35,2,4,48
35,2,4,48
36,2,4,48
36,2,4,48
37,2,4,48
37,2,4,48
38,2,4,48
38,2,4,48
39,2,4,48
39,2,4,48
40,2,4,48
40,2,4,48
41,2,4,48
41,2,4,48
42,2,4,48
42,4,4,48
43,4,4,48
43,4,4,48
44,4,4,48
44,4,4,48
45,4,4,48
45,4,4,48
46,4,4,52
46,4,4,52
47,4,4,52
47,4,4,52
48,4,4,52
48,4,4,52
49,4,4,52
49,4,4,52
50,4,4,52
50,2,4,52
51,2,4,52
51,2,4,52
52,2,4,52
52,2,4,52
53,2,4,47
53,2,4,47
54,2,4,47
54,2,4,47
55,2,4,47
55,2,4,47
56,2,4,47
56,2,4,47
57,2,4,47
57,2,4,47
58,2,4,47
58,2,4,47
59,2,4,46
59,2,4,46
60,2,4,46
60,3,4,46
61,3,4,46
61,3,4,46
62,3,4,46
62,3,4,46
63,3,4,46
63,3,4,46
64,3,4,46
64,3,4,46
65,3,4,47
65,3,4,47
66,3,4,47
66,3,4,47
67,3,4,47
67,3,4,47
68,3,4,47
68,3,4,47
69,3,4,47
69,3,4,47
70,3,4,47
70,3,4,47
71,3,4,47
71,3,4,47
72,3,4,47
72,3,4,47
73,3,4,47
73,3,4,47
74,3,4,47
74,3,4,47
75,3,4,47
75,3,4,47
76,3,4,51
76,3,4,51
77,3,4,57
77,3,4,57
78,3,4,57
78,3,4,57
79,3,4,57
79,3,4,57
80,3,4,57
80,3,4,57
81,3,4,57
81,3,4,57
82,3,4,57
82,3,4,57
83,3,4,60
83,3,4,60
84,3,4,60
84,3,4,60
85,3,4,60
85,3,4,60
86,3,4,60
86,3,4,60
87,3,4,60
87,3,4,60
88,3,4,60
88,3,4,60
89,3,4,64
89,3,4,64
90,3,4,64
90,3,4,64
91,3,4,64
91,3,4,64
92,3,4,64
92,3,4,64
93,3,4,64
93,3,4,64
94,3,4,64
94,3,4,64
95,3,4,68
95,3,4,68
96,3,4,68
96,3,4,68
97,3,4,68
97,3,4,68
98,3,4,68
98,3,4,68
99,3,4,68
99,3,4,68
100,3,4,68
100,3,3,68
101,3,3,68
101,3,3,68
102,3,3,68
102,3,3,68
103,3,3,68
103,3,3,68
104,3,3,68
104,3,4,68
105,3,4,68
105,3,3,68
106,3,3,75
106,3,3,75
107,3,3,81
107,3,3,81
108,3,3,81
108,3,3,81
109,3,3,81
109,3,3,81
110,3,3,81
110,3,3,81
111,3,3,81
111,3,3,81
112,3,3,81
112,3,3,81
113,3,3,84
113,3,3,84
114,3,3,84
114,2,3,84
115,2,3,84
115,2,3,84
116,2,3,84
116,2,3,84
117,2,3,84
117,2,3,84
118,2,3,84
118,2,3,84
119,2,3,86
119,2,3,86
120,2,3,86
120,2,3,86
121,2,3,86
121,2,3,86
122,2,3,86
122,2,3,86
123,2,3,86
123,2,3,86
124,2,3,86
124,2,3,86
125,2,3,86
125,2,3,86
126,2,3,86
126,2,3,86
127,2,3,86
127,2,3,86
128,2,3,86
128,2,3,86
129,2,3,86
129,2,3,86
130,2,3,89
130,2,3,89
131,2,3,90
131,2,3,90
132,2,3,90
132,2,3,90
133,2,3,90
134,2,3,90
134,2,3,90
135,2,3,90
136,3,3,90
137,3,3,94
137,3,3,94
138,3,3,94
139,3,3,94
141,3,3,94
141,3,3,94
142,3,3,94
142,3,3,94
143,3,3,94
143,3,3,94
144,3,3,94
144,3,3,94
