time,weather,temperature,pm25
1,4,12,170
1,8,12,170
2,8,12,170
2,4,12,170
3,4,12,170
3,4,12,170
4,4,12,170
4,4,12,170
5,4,12,165
5,8,12,165
6,8,12,165
6,8,12,165
7,8,12,165
7,8,12,165
8,8,12,165
8,8,12,165
9,8,12,165
9,8,12,165
10,8,11,165
10,8,11,165
11,8,11,159
11,8,11,159
12,8,11,159
12,8,11,159
13,8,11,159
13,8,11,159
14,8,11,159
14,8,11,159
15,8,11,159
15,8,11,159
16,8,11,159
16,8,11,159
17,8,11,159
17,8,11,159
18,8,11,148
18,8,11,148
19,8,11,148
19,4,11,148
20,4,11,148
20,8,11,148
21,8,11,148
21,8,11,148
22,8,11,148
22,8,11,148
23,8,11,139
23,8,11,139
24,8,11,139
24,4,11,139
25,4,11,139
25,4,11,139
26,4,11,139
26,4,11,139
27,4,11,139
27,4,11,139
28,4,11,139
28,4,11,139
29,4,11,139
29,4,11,139
30,4,11,139
30,4,11,139
31,4,11,139
31,4,11,139
32,4,11,139
32,4,11,139
33,4,11,139
33,4,11,139
34,4,11,127
34,4,11,127
35,4,11,127
35,4,11,127
36,4,11,127
36,4,11,127
37,4,11,117
37,4,11,117
38,4,11,117
38,4,11,117
39,4,11,117
39,4,11,117
40,4,11,117
40,4,10,117
41,4,10,88
41,4,10,88
42,4,10,88
42,4,10,88
43,4,10,88
43,4,10,88
44,4,10,88
44,4,10,88
45,4,10,88
45,4,10,88
46,4,10,88
46,4,10,88
47,4,10,57
47,4,10,57
48,4,10,57
48,4,10,57
49,4,10,57
49,4,10,57
50,4,10,57
50,4,10,57
51,4,10,57
51,4,10,57
52,4,10,57
52,4,10,57
53,4,10,32
53,4,9,32
54,4,9,32
54,4,9,32
55,4,9,32
55,3,9,32
56,3,9,32
56,4,9,32
57,4,9,32
57,4,9,32
58,4,9,32
58,4,9,32
59,4,9,29
59,4,9,29
60,4,9,29
60,4,9,29
61,4,9,29
61,4,9,29
62,4,9,29
62,4,9,29
63,4,9,29
63,4,9,29
64,4,9,29
64,4,9,29
65,4,9,26
65,4,9,26
66,4,9,26
66,4,9,26
67,4,9,26
67,4,9,26
68,4,8,26
68,4,8,26
69,4,8,26
69,4,8,26
70,4,8,26
70,4,8,26
71,4,8,30
71,4,8,30
72,4,8,30
72,4,8,30
73,4,8,30
73,4,8,30
74,4,8,30
74,4,8,30
75,4,8,30
75,4,8,30
76,4,8,30
76,4,8,30
77,4,8,31
77,4,8,31
78,4,8,31
78,4,8,31
79,4,8,31
79,4,8,31
80,4,8,31
80,4,8,31
81,4,8,31
81,4,8,31
82,4,8,31
82,4,8,31
83,4,8,34
83,4,8,34
84,4,8,34
84,4,8,34
85,4,8,34
85,4,8,34
86,4,8,34
86,4,8,34
87,4,8,34
87,4,8,34
88,4,8,34
88,4,8,34
89,4,8,38
89,4,8,38
90,4,8,38
90,4,8,38
91,4,8,38
91,4,8,38
92,4,8,38
92,4,8,38
93,4,8,38
93,4,8,38
94,4,8,38
94,4,8,38
95,4,8,39
95,4,8,39
96,4,8,39
96,4,8,39
97,4,8,39
97,4,8,39
98,4,8,39
98,4,8,39
99,4,8,39
99,4,8,39
100,4,8,39
100,4,8,39
101,4,8,39
101,4,8,39
102,4,8,40
102,4,8,40
103,4,8,40
103,4,8,40
104,4,8,40
104,4,8,40
105,4,8,40
105,4,8,40
106,4,8,40
106,4,8,40
107,4,8,42
107,4,8,42
108,4,8,42
108,4,8,42
109,4,8,42
109,4,8,42
110,4,8,42
110,4,8,42
111,4,8,42
112,4,8,42
113,4,8,44
113,4,8,44
114,4,8,44
114,4,8,44
115,4,8,44
115,4,8,44
116,4,8,44
116,4,8,44
117,4,8,44
117,4,8,44
118,4,8,44
118,4,8,44
119,4,8,46
119,4,8,46
120,4,8,46
120,4,8,46
121,4,8,46
121,4,8,46
122,4,8,46
122,4,8,46
123,4,8,46
123,4,8,46
124,4,8,46
124,4,8,46
125,4,8,48
125,4,8,48
126,4,8,48
126,4,8,48
127,4,8,48
127,4,8,48
128,4,8,48
128,4,8,48
129,4,8,48
129,4,8,48
130,4,8,48
130,4,8,48
131,4,8,48
131,4,8,48
132,4,8,48
132,4,8,48
133,4,8,48
133,4,8,48
134,4,8,48
134,4,8,48
135,4,8,48
135,4,8,48
136,4,8,52
136,4,8,52
137,4,8,52
137,4,8,52
138,4,8,52
138,4,8,52
139,4,8,52
139,4,8,52
140,4,8,52
140,4,8,52
141,4,8,52
141,4,8,52
142,4,8,55
142,4,8,55
143,4,8,53
143,4,8,53
144,4,8,53
144,4,8,53
