time,weather,temperature,pm25
1,2,13,187
1,2,13,187
2,2,13,187
2,2,13,187
3,2,13,187
3,2,13,187
4,2,13,187
4,2,13,187
5,2,13,192
5,2,13,192
6,2,13,192
6,2,13,192
7,2,13,192
7,2,13,192
8,2,13,192
8,2,13,192
9,2,13,192
9,2,13,192
10,2,13,192
10,2,13,192
11,2,13,202
11,2,13,202
12,2,13,202
12,2,13,202
13,2,13,202
13,2,13,202
14,2,13,202
14,2,13,202
15,2,13,202
15,2,13,202
16,2,13,202
16,2,13,202
17,2,13,202
17,2,13,202
18,2,13,202
18,2,13,202
19,2,13,202
19,2,13,202
20,2,13,202
20,2,13,202
21,2,12,202
21,2,12,202
22,2,12,202
22,8,12,202
23,8,12,202
23,8,12,202
24,8,12,202
24,4,12,202
25,4,12,202
25,4,12,202
26,4,12,202
26,4,12,202
27,4,12,202
27,4,12,202
28,4,12,202
28,4,12,202
29,4,12,202
29,4,12,202
30,4,12,202
30,4,12,202
31,4,12,206
31,4,12,206
32,4,12,206
32,4,11,206
33,4,11,206
33,4,11,206
34,4,11,206
34,4,11,206
35,4,11,212
35,4,12,212
36,4,12,212
36,4,12,212
37,4,12,212
37,8,12,212
38,8,12,212
38,4,12,212
39,4,12,212
39,4,12,212
40,4,12,212
40,4,12,212
41,4,12,212
41,4,12,212
42,4,11,212
42,8,11,212
43,8,11,212
43,8,11,212
44,8,11,212
44,8,11,212
45,8,11,212
45,8,11,212
46,8,11,206
46,8,11,206
47,8,11,208
47,8,11,208
48,8,11,208
48,8,11,208
49,8,11,208
49,8,11,208
50,8,11,208
50,8,12,208
51,8,12,208
51,8,12,208
52,8,12,208
52,8,12,208
53,8,12,209
53,8,12,209
54,8,12,209
54,8,12,209
55,8,12,209
55,4,12,209
56,4,12,209
56,8,12,209
57,8,12,209
57,8,12,209
58,8,12,209
58,8,12,209
59,8,12,202
59,8,12,202
60,8,12,202
60,4,12,202
61,4,12,202
61,4,12,202
62,4,12,202
62,4,12,202
63,4,12,202
63,4,12,202
64,4,12,202
64,4,12,202
65,4,12,205
65,4,12,205
66,4,12,205
66,4,12,205
67,4,12,205
67,4,12,205
68,4,12,205
68,4,12,205
69,4,12,205
69,4,12,205
70,4,13,205
71,4,13,219
71,4,13,219
72,4,13,219
72,4,13,219
73,4,13,219
73,4,12,219
74,4,12,219
75,4,12,219
75,4,12,219
76,4,12,219
76,4,12,219
77,4,12,219
77,4,12,219
78,4,12,217
78,4,12,217
79,4,12,217
79,4,12,217
80,4,12,217
80,4,12,217
81,4,12,217
82,4,12,217
82,4,12,217
83,4,12,222
83,4,12,222
84,4,12,222
84,4,12,222
85,4,12,222
85,4,12,222
86,4,12,222
86,4,12,222
87,4,12,222
87,4,12,222
88,4,12,222
88,4,12,222
89,4,13,228
89,4,13,228
90,4,12,228
90,4,12,228
91,4,12,228
91,4,12,228
92,4,12,228
92,4,12,228
93,4,12,228
93,4,12,228
94,4,12,228
94,4,12,228
95,4,12,237
95,4,12,237
96,4,12,237
96,4,12,237
97,4,13,237
97,4,13,237
98,4,13,237
98,4,13,237
99,4,13,237
99,4,12,237
100,4,12,237
100,4,12,237
101,4,12,237
101,4,12,237
102,4,12,237
102,4,12,237
103,4,12,234
103,4,12,234
104,4,12,234
104,4,12,234
105,4,12,234
105,4,12,234
106,4,12,234
106,4,12,234
107,4,12,234
107,4,12,234
108,4,12,241
108,3,12,241
109,3,12,241
109,3,12,241
110,3,12,241
110,4,12,241
111,4,12,241
111,4,12,241
112,4,12,241
112,4,12,241
113,4,12,226
113,4,12,226
114,4,12,226
114,8,12,226
115,8,12,226
115,8,12,226
116,8,12,226
116,8,12,226
117,8,12,226
117,8,12,226
118,8,12,226
118,8,12,226
119,8,12,211
119,8,12,211
120,8,12,211
120,8,12,211
121,8,12,211
121,8,12,211
122,8,12,211
122,4,12,211
123,4,12,211
123,4,12,211
124,4,12,211
124,4,12,211
125,4,12,211
125,4,12,211
126,4,12,211
126,4,12,211
127,4,12,211
127,3,12,211
128,3,12,211
128,4,12,211
129,4,12,211
129,4,12,211
130,4,12,194
130,4,12,194
131,4,12,194
131,4,12,194
132,4,12,194
132,4,12,194
133,4,12,194
133,4,12,194
134,4,12,194
134,4,12,194
135,4,12,194
135,4,12,194
136,4,12,176
136,4,12,176
137,4,12,176
137,4,12,176
138,4,12,176
138,4,12,176
139,4,12,176
139,4,12,176
140,4,12,176
140,4,12,176
141,4,12,176
141,4,12,176
142,4,12,172
142,4,12,172
143,4,12,172
143,4,12,172
144,4,12,170
144,4,12,170
