time,weather,temperature,pm25
1,3,3,88
1,3,3,88
2,3,3,88
2,3,3,88
3,3,3,88
3,3,3,88
4,3,3,88
4,3,3,88
5,3,3,88
5,3,3,88
6,3,3,82
6,3,3,82
7,3,3,82
7,3,3,82
8,3,3,82
8,3,3,82
9,3,3,82
9,3,3,82
10,3,3,82
10,3,3,82
11,3,3,78
11,3,3,78
12,3,3,78
12,3,3,78
13,3,3,78
13,3,3,78
14,3,3,78
14,3,3,78
15,3,3,78
15,3,3,78
16,3,3,78
16,3,3,78
17,3,3,74
17,3,3,74
18,3,3,74
18,3,3,74
19,3,3,74
19,3,3,74
20,3,3,74
20,3,3,74
21,3,3,74
21,3,3,74
22,3,3,74
22,3,3,74
23,3,3,72
23,3,3,72
24,3,3,72
24,3,3,72
25,3,3,72
25,3,3,72
26,3,2,72
26,3,2,72
27,3,2,72
27,3,2,72
28,3,3,72
28,3,3,72
29,3,3,72
29,3,2,72
30,3,2,72
30,3,2,72
31,3,2,72
31,3,2,72
32,3,2,72
32,3,2,72
33,3,2,72
33,3,2,72
34,3,2,72
34,3,3,72
35,3,3,72
35,3,3,72
36,3,3,72
36,3,3,72
37,3,3,72
37,3,3,72
38,3,3,72
38,3,3,72
39,3,3,72
39,3,3,72
40,3,3,72
40,3,3,72
41,3,3,81
41,3,3,81
42,3,3,81
42,3,3,81
43,2,3,81
44,2,3,81
45,2,3,81
46,2,3,81
48,2,3,100
49,2,3,100
51,2,4,100
53,2,4,153
56,2,4,153
58,2,4,153
60,2,4,271
62,9,5,271
66,2,5,200
67,2,5,200
68,2,5,200
70,2,6,200
71,2,6,227
72,2,6,227
74,2,6,227
75,2,6,227
76,2,7,227
77,9,7,247
78,9,6,247
79,9,6,247
80,9,5,247
82,2,5,247
83,2,5,247
85,9,6,263
86,9,6,263
87,2,6,263
88,2,6,263
89,9,6,276
90,9,6,276
91,9,6,276
93,9,5,276
94,9,6,276
95,9,5,263
97,2,5,263
98,2,5,263
99,2,5,263
100,2,5,263
102,2,5,260
103,2,5,260
105,2,5,260
106,2,5,260
107,2,5,244
108,2,5,244
109,2,5,244
110,2,4,244
111,2,4,244
112,2,4,244
113,2,4,232
116,2,4,232
118,2,3,232
119,2,3,238
120,2,3,238
122,2,3,238
123,2,3,238
125,2,3,238
127,2,3,238
130,2,3,230
132,2,3,203
133,2,3,203
135,2,3,203
137,2,3,203
138,2,3,203
138,2,3,203
139,2,3,203
140,2,3,203
140,2,3,203
141,2,3,203
141,2,3,203
142,2,3,195
142,2,3,195
143,2,3,195
143,2,3,195
144,2,3,195
144,2,3,195
