time,weather,temperature,pm25
1,2,3,195
1,2,3,195
2,2,3,195
2,2,3,195
3,2,3,195
3,2,3,195
4,2,3,198
4,2,3,198
5,2,2,203
5,2,2,203
6,1,2,203
6,1,2,203
7,1,2,203
7,1,2,203
8,1,2,203
8,1,2,203
9,1,2,203
9,1,2,203
10,1,2,203
10,1,2,203
11,1,2,199
11,1,2,199
12,1,2,199
12,1,2,199
13,1,2,199
13,1,2,199
14,1,2,199
14,1,2,199
15,1,2,199
15,1,2,199
16,1,2,199
16,1,2,199
17,1,1,199
17,1,1,199
18,1,1,186
18,1,1,186
19,1,1,186
19,1,1,186
20,1,1,186
20,1,1,186
21,1,1,186
21,1,1,186
22,1,1,186
22,1,1,186
23,1,1,173
23,1,1,173
24,1,1,173
24,1,1,173
25,1,1,173
25,1,1,173
26,1,1,173
26,1,1,173
27,1,1,173
27,1,1,173
28,1,1,173
28,1,1,173
29,1,1,173
29,1,1,173
30,1,1,159
30,1,1,159
31,1,1,159
31,1,1,159
32,1,1,159
32,1,0,159
33,1,0,159
33,1,0,159
34,1,0,159
34,1,0,159
35,1,0,150
35,1,0,150
36,1,0,150
36,1,0,150
37,1,0,150
37,1,0,150
38,1,0,150
38,1,0,150
39,1,0,150
39,1,0,150
40,1,0,150
40,1,0,150
41,1,0,148
41,1,0,148
42,1,0,148
43,2,0,148
44,2,0,148
44,2,0,148
45,2,0,148
46,2,0,148
47,2,0,151
48,2,0,151
50,2,0,151
52,2,1,151
54,2,1,160
56,2,2,160
58,2,2,160
60,2,3,160
61,2,3,160
63,2,3,160
65,2,3,160
67,2,3,160
68,2,3,160
70,2,4,160
71,2,4,160
72,2,4,151
73,2,4,151
74,2,4,151
75,2,4,151
76,2,4,151
77,2,4,124
79,2,4,124
79,2,5,124
80,2,5,124
81,2,5,124
82,2,5,124
83,2,5,114
84,2,5,114
85,2,5,114
86,2,5,114
88,2,5,114
89,2,5,103
90,2,5,103
91,2,5,103
92,2,5,103
94,2,5,103
95,2,5,96
96,2,5,96
97,2,5,96
99,2,4,96
100,2,4,96
101,2,4,96
103,2,4,96
104,2,4,96
106,2,3,91
107,2,3,91
109,2,3,91
111,2,3,91
113,2,3,98
117,2,3,98
120,2,3,98
123,1,3,98
131,1,2,104
133,2,1,112
135,2,1,112
136,2,2,112
137,2,1,112
138,2,1,112
139,2,1,112
140,2,1,112
141,2,1,112
141,2,1,112
142,2,1,102
142,2,1,102
143,2,1,102
143,2,1,102
144,2,1,102
