time,weather,temperature,pm25
1,1,4,177
1,1,3,177
2,1,3,177
2,1,3,177
3,1,3,177
3,1,3,177
4,1,3,177
4,1,3,177
5,1,3,177
5,1,3,177
6,1,3,177
6,1,3,177
7,1,3,177
7,1,3,177
8,1,3,177
8,1,3,177
9,1,3,177
9,1,3,177
10,1,3,177
10,1,3,177
11,1,3,206
11,1,3,206
12,1,3,206
12,1,3,206
13,1,3,206
13,1,3,206
14,1,3,206
14,1,3,206
15,1,3,206
15,1,3,206
16,1,3,206
16,1,3,206
17,1,3,206
17,1,3,206
18,1,3,205
18,1,3,205
19,1,3,205
19,1,3,205
20,1,3,205
20,1,3,205
21,1,3,205
21,1,3,205
22,1,3,205
22,1,3,205
23,1,3,195
23,1,3,195
24,1,3,195
24,1,3,195
25,1,3,195
25,1,3,195
26,1,3,195
26,1,3,195
27,1,3,195
27,1,3,195
28,1,3,195
28,1,3,195
29,1,3,195
29,1,3,195
30,1,3,184
30,1,3,184
31,1,3,184
31,1,3,184
32,1,3,184
32,1,3,184
33,1,3,184
33,1,2,184
34,1,2,184
34,1,2,184
35,1,2,184
35,1,2,184
36,1,2,184
36,1,2,184
37,1,2,184
37,1,2,184
38,1,2,184
38,1,2,184
39,1,2,184
39,1,2,184
40,1,2,184
40,1,2,184
41,1,2,181
41,1,2,181
42,1,2,181
42,1,2,181
43,1,2,181
43,1,2,181
44,1,2,181
44,1,2,181
45,1,2,181
45,1,2,181
46,1,2,181
46,8,2,181
47,8,2,175
47,8,2,175
48,8,2,175
48,8,2,175
49,8,2,175
49,8,2,175
50,8,2,175
50,8,2,175
51,8,2,175
51,8,3,175
52,8,3,175
52,8,3,175
53,8,3,178
53,8,3,178
54,8,3,178
54,8,3,178
55,8,3,178
55,8,3,178
56,8,3,178
56,8,3,178
57,8,3,178
57,8,3,178
58,8,3,178
58,2,4,178
59,2,4,186
59,2,4,186
60,2,4,186
60,2,4,186
61,2,4,186
61,2,5,186
62,2,5,186
62,2,5,186
63,2,5,186
63,2,5,186
64,2,5,186
64,2,5,186
65,2,5,205
65,2,5,205
66,2,5,205
66,2,5,205
67,2,6,205
67,2,6,205
68,2,6,205
68,2,6,205
69,2,7,205
69,2,7,205
70,2,7,205
70,2,7,205
71,2,7,205
71,2,7,205
72,2,7,229
72,2,8,229
73,2,8,229
73,2,8,229
74,2,8,229
74,2,8,229
75,2,8,229
75,2,8,229
76,2,9,229
76,2,9,229
77,2,9,232
77,2,9,232
78,2,9,232
78,2,9,232
79,2,10,232
79,2,10,232
80,2,10,232
80,2,10,232
81,2,10,232
81,2,10,232
82,2,10,232
82,2,11,232
83,2,11,214
83,2,11,214
84,2,11,214
84,2,11,214
85,2,11,214
85,2,11,214
86,2,11,214
86,2,11,214
87,2,11,214
87,2,12,214
88,2,12,214
88,2,12,214
89,2,12,189
89,2,12,189
90,2,12,189
90,2,12,189
91,2,12,189
91,9,12,189
92,9,12,189
92,2,12,189
93,2,12,189
93,2,12,189
94,2,12,189
94,2,12,189
95,2,12,168
95,2,13,168
96,2,13,168
96,2,12,168
97,2,12,168
97,2,12,168
98,2,12,168
98,2,12,168
99,2,12,168
99,2,12,168
100,2,12,168
100,2,12,168
101,2,12,168
102,2,11,154
103,2,11,154
104,2,11,154
104,2,11,154
105,2,10,154
105,2,10,154
106,2,10,154
106,2,10,154
107,2,10,146
107,2,10,146
108,2,10,146
108,2,10,146
109,2,10,146
109,2,9,146
110,2,10,146
110,2,10,146
111,2,10,146
111,2,10,146
112,2,9,146
112,2,9,146
113,2,9,153
113,2,9,153
114,2,9,153
114,2,9,153
115,2,9,153
115,2,9,153
116,2,9,153
116,2,9,153
117,2,9,153
117,2,9,153
118,2,9,153
118,2,9,153
119,2,9,141
119,2,9,141
120,2,8,141
120,2,8,141
121,2,9,141
123,2,8,141
125,2,8,141
125,2,8,141
126,2,8,133
126,2,8,133
127,2,8,133
127,3,8,133
128,3,8,133
128,2,8,133
129,2,8,133
129,2,8,133
130,2,8,133
130,2,8,133
131,2,8,128
131,2,8,128
132,2,8,128
132,2,8,128
133,2,8,128
133,2,8,128
134,2,8,128
134,2,8,128
135,2,8,128
135,2,8,128
136,2,8,128
136,2,8,128
137,2,8,126
137,2,8,126
138,2,8,126
138,2,8,126
139,2,8,126
139,2,8,126
140,2,8,126
140,2,8,126
141,2,8,126
141,2,8,126
142,2,8,126
142,2,8,126
143,2,8,131
143,2,8,131
144,2,8,131
144,2,8,131
