time,begin,end,area,total,gap,gapRate,total_dest
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),1,81,4,0.04938271604938271,20
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),2,4,0,0,0
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,1
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),4,11,1,0.09090909090909091,8
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,7
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),6,1,0,0,8
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),7,95,12,0.12631578947368421,48
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),8,119,7,0.058823529411764705,76
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),9,23,0,0,10
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),10,0,0,NaN,2
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),11,10,1,0.1,11
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),12,74,5,0.06756756756756757,26
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),13,10,1,0.1,9
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),14,24,1,0.041666666666666664,41
1,Sat Jan 16 2016 00:00:00 GMT+0800 (CST),Sat Jan 16 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,0
