time,begin,end,area,total,gap,gapRate,total_dest
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),1,77,5,0.06493506493506493,25
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),2,7,0,0,0
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),3,0,0,NaN,0
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),4,25,7,0.28,6
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),5,0,0,NaN,0
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),6,5,0,0,4
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),7,76,13,0.17105263157894737,39
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),8,90,9,0.1,78
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),9,6,0,0,6
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),10,0,0,NaN,3
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),11,7,2,0.2857142857142857,7
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),12,76,14,0.18421052631578946,20
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),13,6,3,0.5,6
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),14,25,5,0.2,27
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),15,0,0,NaN,0
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),16,2,0,0,4
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),17,0,0,NaN,3
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),18,4,1,0.25,0
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),19,29,1,0.034482758620689655,14
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),20,39,4,0.10256410256410256,24
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),21,39,9,0.23076923076923078,10
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),22,32,14,0.4375,19
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),23,132,15,0.11363636363636363,94
1,Fri Jan 08 2016 00:00:00 GMT+0800 (CST),Fri Jan 08 2016 00:10:00 GMT+0800 (CST),24,29,4,0.13793103448275862,22
