area,time,timeSpan,poiCount,weather,temperature,pm25,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4
1,1,00:00:00==>00:10:00,653376,4,8,93,65,4,0.06153846153846154,23,,,,
1,2,00:10:00==>00:20:00,653376,4,8,93,52,2,0.038461538461538464,16,1264,195,77,49
1,3,00:20:00==>00:30:00,653376,4,8,93,47,6,0.1276595744680851,15,1235,160,49,40
1,4,00:30:00==>00:40:00,653376,4,8,92,36,2,0.05555555555555555,18,1145,163,62,53
1,5,00:40:00==>00:50:00,653376,4,8,92,44,3,0.06818181818181818,16,1144,186,42,43
1,6,00:50:00==>01:00:00,653376,4,8,92,24,1,0.041666666666666664,11,1159,194,59,51
1,7,01:00:00==>01:10:00,653376,4,8,92,19,1,0.05263157894736842,14,1119,184,69,67
1,8,01:10:00==>01:20:00,653376,4,8,92,23,1,0.043478260869565216,5,1055,171,68,45
1,9,01:20:00==>01:30:00,653376,4,7,92,25,0,0,12,1097,149,48,53
1,10,01:30:00==>01:40:00,653376,4,7,92,36,2,0.05555555555555555,11,1078,140,41,48
1,11,01:40:00==>01:50:00,653376,4,7,90,35,6,0.17142857142857143,5,1079,132,52,48
1,12,01:50:00==>02:00:00,653376,4,7,90,17,1,0.058823529411764705,7,1013,134,32,54
1,13,02:00:00==>02:10:00,653376,4,7,90,25,1,0.04,2,935,135,48,49
1,14,02:10:00==>02:20:00,653376,4,7,90,18,3,0.16666666666666666,3,1003,126,44,33
1,15,02:20:00==>02:30:00,653376,4,7,90,26,0,0,5,925,106,35,27
1,16,02:30:00==>02:40:00,653376,4,7,90,19,1,0.05263157894736842,1,907,123,38,30
1,17,02:40:00==>02:50:00,653376,4,7,92,14,0,0,8,892,125,38,27
1,18,02:50:00==>03:00:00,653376,4,7,92,10,0,0,2,932,113,37,35
1,19,03:00:00==>03:10:00,653376,4,7,92,7,0,0,4,869,137,40,40
1,20,03:10:00==>03:20:00,653376,4,7,92,19,3,0.15789473684210525,2,692,99,29,35
1,21,03:20:00==>03:30:00,653376,4,7,92,6,2,0.3333333333333333,1,731,81,23,31
1,22,03:30:00==>03:40:00,653376,4,7,92,17,3,0.17647058823529413,0,754,57,23,23
1,23,03:40:00==>03:50:00,653376,4,7,99,8,0,0,1,726,102,34,20
1,24,03:50:00==>04:00:00,653376,4,7,99,7,1,0.14285714285714285,6,744,86,18,32
1,25,04:00:00==>04:10:00,653376,4,7,99,7,0,0,4,686,75,32,28
1,26,04:10:00==>04:20:00,653376,4,7,99,2,0,0,2,579,85,31,41
1,27,04:20:00==>04:30:00,653376,4,7,99,4,0,0,3,641,120,41,35
1,28,04:30:00==>04:40:00,653376,4,7,99,11,3,0.2727272727272727,2,583,89,32,25
1,29,04:40:00==>04:50:00,653376,4,7,99,6,0,0,3,536,104,32,23
1,30,04:50:00==>05:00:00,653376,4,7,102,5,1,0.2,0,630,74,17,42
1,31,05:00:00==>05:10:00,653376,4,7,102,7,4,0.5714285714285714,0,629,91,23,42
1,32,05:10:00==>05:20:00,653376,4,7,102,11,3,0.2727272727272727,6,663,98,27,38
1,33,05:20:00==>05:30:00,653376,4,7,102,5,0,0,2,564,67,27,31
1,34,05:30:00==>05:40:00,653376,4,7,102,6,1,0.16666666666666666,3,799,95,40,40
1,35,05:40:00==>05:50:00,653376,4,7,107,6,0,0,0,720,99,28,38
1,36,05:50:00==>06:00:00,653376,4,7,107,15,5,0.3333333333333333,4,801,84,39,44
1,37,06:00:00==>06:10:00,653376,4,7,107,24,7,0.2916666666666667,4,819,115,25,55
1,38,06:10:00==>06:20:00,653376,4,7,107,19,2,0.10526315789473684,4,881,119,34,48
1,39,06:20:00==>06:30:00,653376,4,7,107,26,8,0.3076923076923077,5,862,133,42,34
1,40,06:30:00==>06:40:00,653376,4,7,107,38,0,0,11,937,124,28,28
1,41,06:40:00==>06:50:00,653376,4,7,107,28,0,0,11,1082,146,57,46
1,42,06:50:00==>07:00:00,653376,4,7,107,42,0,0,18,1182,226,54,35
1,43,07:00:00==>07:10:00,653376,4,7,107,76,2,0.02631578947368421,24,1176,214,84,53
1,44,07:10:00==>07:20:00,653376,4,7,107,99,0,0,30,1251,293,56,55
1,45,07:20:00==>07:30:00,653376,4,7,107,139,2,0.014388489208633094,52,1345,338,100,79
1,46,07:30:00==>07:40:00,653376,4,7,107,204,3,0.014705882352941176,75,1419,320,105,83
1,47,07:40:00==>07:50:00,653376,4,7,105,261,8,0.03065134099616858,87,1476,390,110,106
1,48,07:50:00==>08:00:00,653376,4,7,105,252,3,0.011904761904761904,81,1573,421,90,77
1,49,08:00:00==>08:10:00,653376,4,7,105,336,2,0.005952380952380952,114,1580,382,94,75
1,50,08:10:00==>08:20:00,653376,2,7,105,382,7,0.01832460732984293,111,1584,409,155,79
1,51,08:20:00==>08:30:00,653376,2,7,105,320,7,0.021875,97,1664,389,91,78
1,52,08:30:00==>08:40:00,653376,2,7,105,350,8,0.022857142857142857,99,1657,361,93,103
1,53,08:40:00==>08:50:00,653376,2,7,102,346,4,0.011560693641618497,135,1659,355,97,64
1,54,08:50:00==>09:00:00,653376,2,7,102,238,4,0.01680672268907563,108,1585,380,103,67
1,55,09:00:00==>09:10:00,653376,3,7,102,197,4,0.02030456852791878,75,1672,399,107,72
1,56,09:10:00==>09:20:00,653376,2,7,102,169,6,0.03550295857988166,61,1606,366,103,87
1,57,09:20:00==>09:30:00,653376,2,7,102,190,8,0.042105263157894736,59,1564,368,105,97
1,58,09:30:00==>09:40:00,653376,2,7,102,152,3,0.019736842105263157,79,1622,334,96,97
1,59,09:40:00==>09:50:00,653376,2,7,101,157,3,0.01910828025477707,94,1583,337,130,95
1,60,09:50:00==>10:00:00,653376,3,7,101,147,2,0.013605442176870748,72,1566,332,130,102
1,61,10:00:00==>10:10:00,653376,3,7,101,154,5,0.032467532467532464,61,1613,301,101,79
1,62,10:10:00==>10:20:00,653376,3,8,101,135,2,0.014814814814814815,51,1504,330,97,73
1,63,10:20:00==>10:30:00,653376,3,8,101,108,1,0.009259259259259259,39,1584,324,95,71
1,64,10:30:00==>10:40:00,653376,3,8,101,102,4,0.0392156862745098,41,1504,290,83,87
1,65,10:40:00==>10:50:00,653376,3,8,98,117,0,0,40,1548,300,117,82
1,66,10:50:00==>11:00:00,653376,3,8,98,130,1,0.007692307692307693,46,1495,287,103,92
1,67,11:00:00==>11:10:00,653376,3,8,98,151,3,0.019867549668874173,51,1507,302,101,75
1,68,11:10:00==>11:20:00,653376,3,8,98,142,5,0.035211267605633804,37,1470,339,91,98
1,69,11:20:00==>11:30:00,653376,3,8,98,124,4,0.03225806451612903,54,1445,296,112,72
1,70,11:30:00==>11:40:00,653376,3,9,98,156,3,0.019230769230769232,51,1459,295,118,93
1,71,11:40:00==>11:50:00,653376,3,8,98,139,7,0.050359712230215826,50,1481,305,84,88
1,72,11:50:00==>12:00:00,653376,3,8,98,113,4,0.035398230088495575,65,1473,312,91,110
1,73,12:00:00==>12:10:00,653376,3,9,98,160,8,0.05,45,1519,328,98,82
