area,time,timeSpan,poiCount,weather,temperature,pm25,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4
1,1,00:00:00==>00:10:00,653376,2,3,112,57,4,0.07017543859649122,24,,,,
1,2,00:10:00==>00:20:00,653376,2,3,112,51,4,0.0784313725490196,10,1226,179,57,41
1,3,00:20:00==>00:30:00,653376,2,3,112,40,2,0.05,12,1186,171,41,45
1,4,00:30:00==>00:40:00,653376,2,3,112,40,1,0.025,6,1183,183,65,65
1,5,00:40:00==>00:50:00,653376,2,3,112,32,1,0.03125,5,1085,180,41,56
1,6,00:50:00==>01:00:00,653376,2,3,112,37,1,0.02702702702702703,12,1046,163,45,43
1,7,01:00:00==>01:10:00,653376,2,3,112,27,0,0,7,1031,132,69,67
1,8,01:10:00==>01:20:00,653376,2,3,112,25,0,0,7,997,157,51,41
1,9,01:20:00==>01:30:00,653376,2,3,112,33,2,0.06060606060606061,7,976,121,41,42
1,10,01:30:00==>01:40:00,653376,2,3,112,38,3,0.07894736842105263,5,1046,146,63,62
1,11,01:40:00==>01:50:00,653376,2,3,115,28,1,0.03571428571428571,6,937,145,60,41
1,12,01:50:00==>02:00:00,653376,2,3,115,13,4,0.3076923076923077,4,989,108,50,35
1,13,02:00:00==>02:10:00,653376,2,3,115,20,0,0,5,1009,114,36,28
1,14,02:10:00==>02:20:00,653376,2,3,115,17,0,0,5,995,140,37,31
1,15,02:20:00==>02:30:00,653376,2,3,115,15,2,0.13333333333333333,5,928,142,22,24
1,16,02:30:00==>02:40:00,653376,2,3,115,14,0,0,5,859,94,20,22
1,17,02:40:00==>02:50:00,653376,2,3,115,24,1,0.041666666666666664,3,896,103,45,40
1,18,02:50:00==>03:00:00,653376,2,3,115,12,1,0.08333333333333333,2,855,109,25,34
1,19,03:00:00==>03:10:00,653376,2,2,115,17,3,0.17647058823529413,4,806,134,45,48
1,20,03:10:00==>03:20:00,653376,2,2,115,10,1,0.1,2,803,89,34,30
1,21,03:20:00==>03:30:00,653376,2,2,115,11,0,0,2,835,98,34,33
1,22,03:30:00==>03:40:00,653376,2,2,115,4,0,0,3,794,139,36,24
1,23,03:40:00==>03:50:00,653376,2,2,115,5,2,0.4,4,773,128,43,15
1,24,03:50:00==>04:00:00,653376,2,2,118,9,1,0.1111111111111111,2,723,84,45,38
1,25,04:00:00==>04:10:00,653376,2,2,118,3,0,0,0,759,102,53,33
1,26,04:10:00==>04:20:00,653376,2,2,118,2,0,0,4,670,65,30,30
1,27,04:20:00==>04:30:00,653376,2,2,118,8,0,0,3,641,104,23,31
1,28,04:30:00==>04:40:00,653376,2,2,118,5,0,0,5,667,88,26,31
1,29,04:40:00==>04:50:00,653376,2,2,118,13,1,0.07692307692307693,2,636,121,41,33
1,30,04:50:00==>05:00:00,653376,2,2,118,7,2,0.2857142857142857,2,633,101,25,45
1,31,05:00:00==>05:10:00,653376,2,2,118,10,2,0.2,1,742,79,34,31
1,32,05:10:00==>05:20:00,653376,2,2,118,10,2,0.2,2,795,123,37,39
1,33,05:20:00==>05:30:00,653376,2,2,118,9,2,0.2222222222222222,2,691,94,43,31
1,34,05:30:00==>05:40:00,653376,2,2,115,11,4,0.36363636363636365,0,710,94,29,66
1,35,05:40:00==>05:50:00,653376,2,2,116,7,1,0.14285714285714285,0,814,123,36,31
1,36,05:50:00==>06:00:00,653376,2,2,116,9,2,0.2222222222222222,2,826,96,29,42
1,37,06:00:00==>06:10:00,653376,2,2,116,26,11,0.4230769230769231,10,839,133,37,35
1,38,06:10:00==>06:20:00,653376,2,2,116,34,13,0.38235294117647056,3,818,145,43,35
1,39,06:20:00==>06:30:00,653376,2,2,116,34,6,0.17647058823529413,8,894,98,31,32
1,40,06:30:00==>06:40:00,653376,2,2,116,47,2,0.0425531914893617,11,913,132,59,31
1,41,06:40:00==>06:50:00,653376,2,2,115,60,2,0.03333333333333333,19,1088,187,74,71
1,42,06:50:00==>07:00:00,653376,2,2,115,48,0,0,13,1140,218,70,48
1,43,07:00:00==>07:10:00,653376,2,1,115,89,5,0.056179775280898875,27,1241,206,54,63
1,44,07:10:00==>07:20:00,653376,2,1,115,128,3,0.0234375,29,1280,266,67,64
1,45,07:20:00==>07:30:00,653376,2,1,115,143,2,0.013986013986013986,47,1296,309,81,55
1,46,07:30:00==>07:40:00,653376,2,1,115,226,4,0.017699115044247787,81,1413,322,86,67
1,47,07:40:00==>07:50:00,653376,2,1,111,205,5,0.024390243902439025,106,1507,360,104,82
1,48,07:50:00==>08:00:00,653376,2,1,111,225,3,0.013333333333333334,81,1507,413,133,83
1,49,08:00:00==>08:10:00,653376,2,1,111,311,3,0.00964630225080386,112,1580,398,102,81
1,50,08:10:00==>08:20:00,653376,2,2,111,354,16,0.04519774011299435,101,1594,351,111,78
1,51,08:20:00==>08:30:00,653376,2,2,111,327,20,0.06116207951070336,87,1599,349,88,95
1,52,08:30:00==>08:40:00,653376,2,2,111,345,13,0.03768115942028986,130,1723,303,74,66
1,53,08:40:00==>08:50:00,653376,2,2,108,383,15,0.0391644908616188,153,1656,319,94,51
1,54,08:50:00==>09:00:00,653376,2,2,108,286,5,0.017482517482517484,95,1636,329,98,72
1,55,09:00:00==>09:10:00,653376,2,2,108,201,3,0.014925373134328358,69,1598,303,110,80
1,56,09:10:00==>09:20:00,653376,2,2,108,206,7,0.03398058252427184,45,1610,334,87,56
1,57,09:20:00==>09:30:00,653376,2,3,108,185,3,0.016216216216216217,66,1593,363,101,76
1,58,09:30:00==>09:40:00,653376,2,3,108,196,2,0.01020408163265306,59,1534,314,85,99
1,59,09:40:00==>09:50:00,653376,2,3,114,152,3,0.019736842105263157,51,1565,354,80,66
1,60,09:50:00==>10:00:00,653376,2,4,114,131,4,0.030534351145038167,52,1554,302,96,69
1,61,10:00:00==>10:10:00,653376,2,4,114,125,3,0.024,45,1535,278,79,79
1,62,10:10:00==>10:20:00,653376,2,4,114,122,1,0.00819672131147541,37,1513,296,84,71
1,63,10:20:00==>10:30:00,653376,2,5,114,146,4,0.0273972602739726,37,1500,284,93,58
1,64,10:30:00==>10:40:00,653376,2,5,114,134,2,0.014925373134328358,41,1518,297,118,90
1,65,10:40:00==>10:50:00,653376,2,5,122,122,5,0.040983606557377046,38,1561,276,99,84
1,66,10:50:00==>11:00:00,653376,2,5,122,126,2,0.015873015873015872,36,1535,291,88,80
1,67,11:00:00==>11:10:00,653376,2,5,122,131,5,0.03816793893129771,35,1531,266,85,82
1,68,11:10:00==>11:20:00,653376,2,6,122,145,2,0.013793103448275862,39,1558,275,80,75
1,69,11:20:00==>11:30:00,653376,2,6,122,166,23,0.13855421686746988,44,1505,273,113,67
1,70,11:30:00==>11:40:00,653376,2,6,122,170,7,0.041176470588235294,62,1513,267,75,91
