area,time,timeSpan,poiCount,weather,temperature,pm25,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4
1,1,00:00:00==>00:10:00,653376,4,8,121,84,11,0.13095238095238096,24,,,,
1,2,00:10:00==>00:20:00,653376,4,8,121,62,8,0.12903225806451613,8,1282,161,61,44
1,3,00:20:00==>00:30:00,653376,4,8,121,50,1,0.02,6,1207,180,61,46
1,4,00:30:00==>00:40:00,653376,4,8,121,62,6,0.0967741935483871,13,1223,156,58,66
1,5,00:40:00==>00:50:00,653376,4,8,103,61,4,0.06557377049180328,12,1192,184,66,55
1,6,00:50:00==>01:00:00,653376,4,8,103,35,5,0.14285714285714285,11,1218,164,66,42
1,7,01:00:00==>01:10:00,653376,4,8,103,43,1,0.023255813953488372,14,1132,185,64,52
1,8,01:10:00==>01:20:00,653376,4,8,103,24,1,0.041666666666666664,6,1131,131,60,47
1,9,01:20:00==>01:30:00,653376,4,8,103,27,1,0.037037037037037035,6,1054,140,59,43
1,10,01:30:00==>01:40:00,653376,4,8,103,32,4,0.125,0,981,132,42,53
1,11,01:40:00==>01:50:00,653376,4,8,83,28,7,0.25,1,1031,137,54,44
1,12,01:50:00==>02:00:00,653376,4,8,83,30,5,0.16666666666666666,4,1000,117,39,42
1,13,02:00:00==>02:10:00,653376,4,8,83,32,3,0.09375,7,965,113,40,40
1,14,02:10:00==>02:20:00,653376,4,8,83,28,4,0.14285714285714285,4,961,151,34,38
1,15,02:20:00==>02:30:00,653376,4,8,83,23,7,0.30434782608695654,1,1007,89,34,27
1,16,02:30:00==>02:40:00,653376,4,8,83,15,1,0.06666666666666667,3,909,121,33,42
1,17,02:40:00==>02:50:00,653376,4,8,62,18,1,0.05555555555555555,3,846,108,34,26
1,18,02:50:00==>03:00:00,653376,4,8,62,18,4,0.2222222222222222,4,862,100,35,30
1,19,03:00:00==>03:10:00,653376,4,8,62,16,0,0,4,767,84,26,25
1,20,03:10:00==>03:20:00,653376,4,8,62,17,1,0.058823529411764705,7,713,125,50,35
1,21,03:20:00==>03:30:00,653376,4,8,62,10,0,0,6,760,122,43,33
1,22,03:30:00==>03:40:00,653376,4,8,62,8,1,0.125,3,664,102,19,33
1,23,03:40:00==>03:50:00,653376,4,8,47,16,1,0.0625,1,804,104,38,30
1,24,03:50:00==>04:00:00,653376,4,8,47,11,1,0.09090909090909091,4,709,90,34,38
1,25,04:00:00==>04:10:00,653376,4,7,47,9,0,0,2,754,134,42,35
1,26,04:10:00==>04:20:00,653376,4,7,47,7,0,0,2,640,108,31,40
1,27,04:20:00==>04:30:00,653376,4,7,47,13,3,0.23076923076923078,0,685,118,32,22
1,28,04:30:00==>04:40:00,653376,4,7,47,12,0,0,0,732,83,41,28
1,29,04:40:00==>04:50:00,653376,4,7,33,9,1,0.1111111111111111,1,649,109,43,23
1,30,04:50:00==>05:00:00,653376,4,8,33,11,1,0.09090909090909091,2,715,91,28,36
1,31,05:00:00==>05:10:00,653376,4,8,33,3,1,0.3333333333333333,0,674,127,40,26
1,32,05:10:00==>05:20:00,653376,4,8,33,6,0,0,0,526,83,27,43
1,33,05:20:00==>05:30:00,653376,4,8,33,6,0,0,1,667,131,34,24
1,34,05:30:00==>05:40:00,653376,4,8,33,12,1,0.08333333333333333,1,678,95,32,38
1,35,05:40:00==>05:50:00,653376,4,8,33,12,2,0.16666666666666666,1,665,104,31,21
1,36,05:50:00==>06:00:00,653376,4,8,33,19,13,0.6842105263157895,2,816,92,40,32
1,37,06:00:00==>06:10:00,653376,4,7,33,31,11,0.3548387096774194,10,659,138,39,28
1,38,06:10:00==>06:20:00,653376,4,7,33,20,2,0.1,6,767,150,42,34
1,39,06:20:00==>06:30:00,653376,4,7,33,30,5,0.16666666666666666,7,876,149,50,43
1,40,06:30:00==>06:40:00,653376,4,7,33,37,0,0,19,921,131,45,54
1,41,06:40:00==>06:50:00,653376,4,7,35,49,2,0.04081632653061224,18,1089,202,46,56
1,42,06:50:00==>07:00:00,653376,4,7,35,77,1,0.012987012987012988,14,1164,223,61,40
1,43,07:00:00==>07:10:00,653376,4,7,35,103,3,0.02912621359223301,33,1202,269,61,45
1,44,07:10:00==>07:20:00,653376,4,7,35,119,0,0,52,1330,258,74,46
1,45,07:20:00==>07:30:00,653376,4,7,35,171,3,0.017543859649122806,71,1318,303,81,76
1,46,07:30:00==>07:40:00,653376,4,7,35,220,2,0.00909090909090909,96,1404,347,95,44
1,47,07:40:00==>07:50:00,653376,4,7,42,318,12,0.03773584905660377,121,1460,363,89,74
1,48,07:50:00==>08:00:00,653376,4,7,42,292,12,0.0410958904109589,96,1535,336,92,82
1,49,08:00:00==>08:10:00,653376,4,7,42,395,56,0.14177215189873418,146,1580,372,78,59
1,50,08:10:00==>08:20:00,653376,,,,716,303,0.4231843575418994,154,1592,375,99,55
1,51,08:20:00==>08:30:00,653376,2,7,42,484,142,0.29338842975206614,149,1633,331,90,64
1,52,08:30:00==>08:40:00,653376,2,7,42,561,149,0.26559714795008915,147,1623,318,82,74
1,53,08:40:00==>08:50:00,653376,2,7,54,617,197,0.3192868719611021,193,1652,292,107,64
1,54,08:50:00==>09:00:00,653376,2,7,54,409,59,0.14425427872860636,140,1655,322,79,69
1,55,09:00:00==>09:10:00,653376,2,7,54,269,5,0.01858736059479554,100,1650,299,86,65
1,56,09:10:00==>09:20:00,653376,2,7,54,269,3,0.011152416356877323,73,1547,376,91,53
1,57,09:20:00==>09:30:00,653376,2,7,54,200,4,0.02,69,1571,358,99,72
1,58,09:30:00==>09:40:00,653376,2,7,54,200,5,0.025,54,1549,344,90,64
1,59,09:40:00==>09:50:00,653376,2,7,61,212,3,0.014150943396226415,56,1521,362,125,97
1,60,09:50:00==>10:00:00,653376,2,7,61,161,2,0.012422360248447204,56,1543,312,108,112
1,61,10:00:00==>10:10:00,653376,2,7,61,141,4,0.028368794326241134,58,1587,297,129,75
1,62,10:10:00==>10:20:00,653376,2,7,61,175,5,0.02857142857142857,51,1575,302,85,86
1,63,10:20:00==>10:30:00,653376,,,,160,6,0.0375,49,1494,317,98,91
1,64,10:30:00==>10:40:00,653376,2,7,61,164,0,0,69,1510,364,100,84
1,65,10:40:00==>10:50:00,653376,2,7,61,136,2,0.014705882352941176,63,1546,283,118,75
1,66,10:50:00==>11:00:00,653376,2,7,56,145,5,0.034482758620689655,56,1558,275,87,75
1,67,11:00:00==>11:10:00,653376,2,7,56,186,6,0.03225806451612903,53,1505,309,91,70
1,68,11:10:00==>11:20:00,653376,2,7,56,152,3,0.019736842105263157,48,1557,276,99,70
1,69,11:20:00==>11:30:00,653376,2,7,56,143,6,0.04195804195804196,62,1541,317,83,71
1,70,11:30:00==>11:40:00,653376,2,7,56,168,5,0.02976190476190476,65,1498,330,101,85
1,71,11:40:00==>11:50:00,653376,2,7,56,194,5,0.02577319587628866,63,1508,343,93,85
1,72,11:50:00==>12:00:00,653376,2,7,45,193,7,0.03626943005181347,61,1514,318,89,120
1,73,12:00:00==>12:10:00,653376,2,7,45,177,8,0.04519774011299435,50,1484,332,107,88
1,74,12:10:00==>12:20:00,653376,2,6,45,164,5,0.03048780487804878,55,1547,306,106,108
1,75,12:20:00==>12:30:00,653376,2,6,45,160,6,0.0375,59,1517,323,104,111
1,76,12:30:00==>12:40:00,653376,2,6,45,190,4,0.021052631578947368,42,1450,329,111,118
1,77,12:40:00==>12:50:00,653376,2,6,36,193,4,0.02072538860103627,71,1515,306,105,68
1,78,12:50:00==>13:00:00,653376,4,6,36,160,4,0.025,55,1504,293,90,89
1,79,13:00:00==>13:10:00,653376,4,6,36,198,8,0.04040404040404041,67,1540,309,79,96
1,80,13:10:00==>13:20:00,653376,4,6,36,171,4,0.023391812865497075,73,1475,310,89,81
1,81,13:20:00==>13:30:00,653376,4,6,36,178,7,0.03932584269662921,56,1517,346,89,102
1,82,13:30:00==>13:40:00,653376,4,6,36,197,5,0.025380710659898477,74,1574,329,85,98
1,83,13:40:00==>13:50:00,653376,4,6,41,203,4,0.019704433497536946,73,1560,275,105,77
1,84,13:50:00==>14:00:00,653376,4,6,41,201,8,0.03980099502487562,62,1528,324,124,88
1,85,14:00:00==>14:10:00,653376,4,6,41,207,6,0.028985507246376812,41,1476,283,110,80
1,86,14:10:00==>14:20:00,653376,4,6,41,197,6,0.030456852791878174,62,1451,318,91,74
1,87,14:20:00==>14:30:00,653376,4,6,41,188,6,0.031914893617021274,54,1498,299,82,84
1,88,14:30:00==>14:40:00,653376,4,6,41,171,5,0.029239766081871343,55,1500,329,114,79
1,89,14:40:00==>14:50:00,653376,4,6,55,183,9,0.04918032786885246,59,1509,245,90,74
