area,time,lv1,lv2,lv3,lv4
1,2,1189,200,61,52
1,3,1196,211,50,36
1,4,1102,161,71,37
1,5,1102,174,56,44
1,6,1081,175,59,51
1,7,1061,162,65,39
1,8,1021,177,56,44
1,9,1053,131,50,53
1,10,985,166,45,41
1,11,994,141,40,52
1,12,1012,132,32,36
1,13,1024,142,34,28
1,14,1034,115,40,33
1,15,870,119,47,41
1,16,851,90,28,34
1,17,825,108,30,34
1,18,793,124,45,37
1,19,798,121,30,34
1,20,769,110,34,38
1,21,795,93,29,25
1,22,717,104,27,41
1,23,771,107,33,37
1,24,700,98,29,40
1,25,735,132,30,49
1,26,759,80,38,31
1,27,734,106,38,28
1,28,623,90,23,40
1,29,619,94,27,30
1,30,659,142,34,41
1,31,722,115,48,48
1,32,677,89,29,48
1,33,778,89,33,34
1,34,751,124,43,40
1,35,716,110,50,46
1,36,811,94,36,31
1,37,768,104,41,25
1,38,900,146,41,50
1,39,978,95,28,34
1,40,962,149,45,46
1,41,1074,183,75,51
1,42,1255,200,87,41
1,43,1202,252,74,81
1,44,1286,275,84,100
1,45,1407,319,95,76
1,46,1368,357,96,82
1,47,1509,376,142,80
1,48,1525,401,111,74
1,49,1582,408,110,55
1,50,1655,414,99,56
1,51,1620,349,102,88
1,52,1635,343,100,76
1,53,1545,293,106,77
1,54,1620,310,94,78
1,55,1612,314,102,73
1,56,1660,317,120,71
1,57,1587,353,91,92
1,58,1571,324,98,66
1,59,1612,296,100,111
1,60,1580,312,111,95
1,61,1519,289,102,64
1,62,1535,330,113,101
1,63,1550,266,83,84
1,64,1551,305,94,110
1,65,1528,288,112,94
1,66,1574,318,114,79
1,67,1501,342,126,90
1,68,1442,312,88,90
1,69,1501,373,135,69
1,70,1548,283,97,95
1,71,1533,303,97,76
1,72,1541,313,88,61
1,73,1528,316,95,94
1,74,1564,311,110,86
1,75,1476,345,114,77
1,76,1499,307,111,107
1,77,1510,302,101,68
1,78,1477,318,112,77
1,79,1620,300,102,77
1,80,1476,303,82,78
1,81,1540,319,78,76
1,82,1521,291,86,80
1,83,1464,286,117,94
1,84,1449,258,95,80
1,85,1535,268,78,61
1,86,1478,287,86,81
1,87,1473,266,107,78
1,88,1486,288,116,90
1,89,1476,286,95,85
1,90,1495,304,102,86
1,91,1512,265,86,112
1,92,1500,282,87,82
1,93,1465,317,116,81
1,94,1492,303,87,108
1,95,1537,394,107,94
1,96,1433,407,115,109
1,97,1430,347,132,84
1,98,1451,399,94,113
1,99,1436,400,132,69
1,100,1463,434,121,99
1,101,1477,425,125,89
1,102,1479,440,130,96
1,103,1443,441,136,121
1,104,1447,494,148,113
1,105,1467,543,159,109
1,106,1500,483,135,119
1,107,1498,483,163,125
1,108,1479,489,142,90
1,109,1494,467,160,98
1,110,1487,519,149,91
1,111,1525,444,178,104
1,112,1459,472,146,109
1,113,1495,415,140,127
1,114,1418,440,164,104
1,115,1413,424,156,133
1,116,1502,434,135,107
1,117,1488,446,131,96
1,118,1517,391,155,109
1,119,1534,433,146,83
1,120,1510,396,117,121
1,121,1505,380,122,106
1,122,1491,382,125,116
1,123,1507,375,112,106
1,124,1554,387,118,118
1,125,1536,368,131,106
1,126,1476,388,141,64
1,127,1442,350,103,92
1,128,1485,302,96,73
1,129,1454,333,111,89
1,130,1386,351,94,89
1,131,1463,308,101,62
1,132,1424,329,90,78
1,133,1381,259,95,81
1,134,1449,268,86,76
1,135,1386,303,103,87
1,136,1390,280,92,64
1,137,1357,278,83,63
1,138,1365,277,100,59
