area,time,lv1,lv2,lv3,lv4
1,2,1282,161,61,44
1,3,1207,180,61,46
1,4,1223,156,58,66
1,5,1192,184,66,55
1,6,1218,164,66,42
1,7,1132,185,64,52
1,8,1131,131,60,47
1,9,1054,140,59,43
1,10,981,132,42,53
1,11,1031,137,54,44
1,12,1000,117,39,42
1,13,965,113,40,40
1,14,961,151,34,38
1,15,1007,89,34,27
1,16,909,121,33,42
1,17,846,108,34,26
1,18,862,100,35,30
1,19,767,84,26,25
1,20,713,125,50,35
1,21,760,122,43,33
1,22,664,102,19,33
1,23,804,104,38,30
1,24,709,90,34,38
1,25,754,134,42,35
1,26,640,108,31,40
1,27,685,118,32,22
1,28,732,83,41,28
1,29,649,109,43,23
1,30,715,91,28,36
1,31,674,127,40,26
1,32,526,83,27,43
1,33,667,131,34,24
1,34,678,95,32,38
1,35,665,104,31,21
1,36,816,92,40,32
1,37,659,138,39,28
1,38,767,150,42,34
1,39,876,149,50,43
1,40,921,131,45,54
1,41,1089,202,46,56
1,42,1164,223,61,40
1,43,1202,269,61,45
1,44,1330,258,74,46
1,45,1318,303,81,76
1,46,1404,347,95,44
1,47,1460,363,89,74
1,48,1535,336,92,82
1,49,1580,372,78,59
1,50,1592,375,99,55
1,51,1633,331,90,64
1,52,1623,318,82,74
1,53,1652,292,107,64
1,54,1655,322,79,69
1,55,1650,299,86,65
1,56,1547,376,91,53
1,57,1571,358,99,72
1,58,1549,344,90,64
1,59,1521,362,125,97
1,60,1543,312,108,112
1,61,1587,297,129,75
1,62,1575,302,85,86
1,63,1494,317,98,91
1,64,1510,364,100,84
1,65,1546,283,118,75
1,66,1558,275,87,75
1,67,1505,309,91,70
1,68,1557,276,99,70
1,69,1541,317,83,71
1,70,1498,330,101,85
1,71,1508,343,93,85
1,72,1514,318,89,120
1,73,1484,332,107,88
1,74,1547,306,106,108
1,75,1517,323,104,111
1,76,1450,329,111,118
1,77,1515,306,105,68
1,78,1504,293,90,89
1,79,1540,309,79,96
1,80,1475,310,89,81
1,81,1517,346,89,102
1,82,1574,329,85,98
1,83,1560,275,105,77
1,84,1528,324,124,88
1,85,1476,283,110,80
