area,time,lv1,lv2,lv3,lv4
1,2,1238,175,48,47
1,3,1143,154,43,55
1,4,1118,200,50,58
1,5,1135,155,68,55
1,6,1120,176,75,30
1,7,1160,130,42,42
1,8,1016,144,36,45
1,9,1023,120,57,59
1,10,1016,119,45,26
1,11,966,130,32,44
1,12,992,130,51,35
1,13,996,167,48,46
1,14,948,109,56,27
1,15,839,151,26,53
1,16,848,118,35,32
1,17,732,102,40,30
1,18,859,113,40,45
1,19,772,90,37,34
1,20,755,97,26,41
1,21,776,95,30,38
1,22,790,100,38,40
1,23,826,82,37,29
1,24,583,86,32,37
1,25,719,67,26,53
1,26,670,99,37,30
1,27,673,101,27,36
1,28,605,100,29,44
1,29,655,76,52,23
1,30,633,110,32,37
1,31,630,115,37,23
1,32,706,69,23,49
1,33,704,82,31,36
1,34,760,104,38,32
1,35,699,112,34,35
1,36,692,137,37,46
1,37,774,122,28,29
1,38,898,155,38,41
1,39,869,174,38,31
1,40,1078,163,39,56
1,41,1076,172,55,51
1,42,1178,211,53,46
1,43,1277,246,77,67
1,44,1313,221,78,62
1,45,1344,309,90,64
1,46,1399,348,101,71
1,47,1459,387,115,59
1,48,1496,407,98,71
1,49,1621,395,116,53
1,50,1674,397,100,74
1,51,1625,423,120,72
1,52,1687,327,125,69
1,53,1657,362,137,88
1,54,1664,364,97,67
1,55,1715,407,104,71
1,56,1626,404,88,74
1,57,1637,367,88,75
1,58,1619,409,107,90
1,59,1557,356,122,88
1,60,1595,330,88,70
1,61,1462,412,134,87
1,62,1491,339,102,95
1,63,1500,336,111,88
1,64,1522,329,116,91
1,65,1567,339,89,90
1,66,1553,296,114,95
1,67,1569,323,101,70
1,68,1469,333,99,77
1,69,1526,271,88,76
1,70,1444,318,104,74
1,71,1474,349,115,81
1,72,1478,320,114,65
1,73,1548,346,110,85
1,74,1455,384,108,78
1,75,1433,360,134,113
1,76,1492,406,118,100
1,77,1484,338,114,92
1,78,1544,325,107,91
1,79,1552,339,146,110
1,80,1586,360,113,91
1,81,1537,331,100,89
1,82,1475,333,99,83
1,83,1520,347,110,100
1,84,1544,364,88,113
1,85,1500,340,121,100
1,86,1429,324,88,108
1,87,1453,382,115,77
1,88,1472,340,136,100
1,89,1425,333,98,87
1,90,1424,316,110,85
1,91,1497,343,128,77
1,92,1452,341,114,84
1,93,1438,362,109,84
1,94,1407,379,115,124
1,95,1520,371,126,103
1,96,1484,420,146,111
1,97,1475,417,128,75
1,98,1382,415,128,111
1,99,1386,433,128,106
1,100,1462,438,119,96
1,101,1512,430,136,88
1,102,1394,494,134,93
1,103,1443,507,126,108
1,104,1489,516,165,122
1,105,1417,573,130,117
1,106,1360,522,156,114
1,107,1486,486,166,108
1,108,1480,528,163,121
1,109,1443,541,176,124
1,110,1446,528,156,104
1,111,1497,486,139,115
1,112,1471,459,196,159
1,113,1370,447,186,119
1,114,1424,487,159,131
1,115,1519,435,155,120
1,116,1508,484,166,104
1,117,1439,443,148,148
1,118,1481,449,160,111
1,119,1479,438,152,101
1,120,1492,439,114,104
1,121,1532,404,149,129
1,122,1473,469,150,82
1,123,1503,435,126,98
1,124,1468,387,144,107
1,125,1486,405,129,90
1,126,1483,458,143,68
1,127,1449,404,105,90
1,128,1403,433,142,100
1,129,1447,385,109,70
1,130,1413,376,105,62
1,131,1429,346,111,112
1,132,1422,350,111,68
1,133,1416,320,99,60
1,134,1396,332,95,60
1,135,1430,303,88,69
1,136,1349,273,78,65
1,137,1311,325,84,68
1,138,1333,289,75,77
1,139,1330,285,114,73
1,140,1321,253,90,95
1,141,1299,259,72,54
1,142,1252,208,66,84
1,143,1281,237,78,69
1,144,1285,186,73,47
2,2,687,63,14,13
2,3,724,51,13,15
2,4,657,49,21,10
2,5,692,52,25,14
2,6,653,67,24,10
2,7,626,62,14,27
2,8,669,47,11,22
2,9,663,37,9,11
2,10,636,46,14,12
2,11,609,50,20,7
2,12,605,42,14,8
2,13,621,31,11,8
2,14,613,43,14,16
