area,time,lv1,lv2,lv3,lv4
1,2,1226,179,57,41
1,3,1186,171,41,45
1,4,1183,183,65,65
1,5,1085,180,41,56
1,6,1046,163,45,43
1,7,1031,132,69,67
1,8,997,157,51,41
1,9,976,121,41,42
1,10,1046,146,63,62
1,11,937,145,60,41
1,12,989,108,50,35
1,13,1009,114,36,28
1,14,995,140,37,31
1,15,928,142,22,24
1,16,859,94,20,22
1,17,896,103,45,40
1,18,855,109,25,34
1,19,806,134,45,48
1,20,803,89,34,30
1,21,835,98,34,33
1,22,794,139,36,24
1,23,773,128,43,15
1,24,723,84,45,38
1,25,759,102,53,33
1,26,670,65,30,30
1,27,641,104,23,31
1,28,667,88,26,31
1,29,636,121,41,33
1,30,633,101,25,45
1,31,742,79,34,31
1,32,795,123,37,39
1,33,691,94,43,31
1,34,710,94,29,66
1,35,814,123,36,31
1,36,826,96,29,42
1,37,839,133,37,35
1,38,818,145,43,35
1,39,894,98,31,32
1,40,913,132,59,31
1,41,1088,187,74,71
1,42,1140,218,70,48
1,43,1241,206,54,63
1,44,1280,266,67,64
1,45,1296,309,81,55
1,46,1413,322,86,67
1,47,1507,360,104,82
1,48,1507,413,133,83
1,49,1580,398,102,81
1,50,1594,351,111,78
1,51,1599,349,88,95
1,52,1723,303,74,66
1,53,1656,319,94,51
1,54,1636,329,98,72
1,55,1598,303,110,80
1,56,1610,334,87,56
1,57,1593,363,101,76
1,58,1534,314,85,99
1,59,1565,354,80,66
1,60,1554,302,96,69
1,61,1535,278,79,79
1,62,1513,296,84,71
1,63,1500,284,93,58
1,64,1518,297,118,90
1,65,1561,276,99,84
1,66,1535,291,88,80
1,67,1531,266,85,82
1,68,1558,275,80,75
1,69,1505,273,113,67
1,70,1513,267,75,91
1,71,1493,289,90,98
1,72,1471,286,97,78
1,73,1491,303,96,84
1,74,1406,338,103,75
1,75,1447,290,98,79
1,76,1452,279,127,62
1,77,1464,310,83,65
1,78,1523,283,106,87
1,79,1473,287,103,76
1,80,1472,307,85,65
1,81,1512,267,110,89
1,82,1508,265,81,79
1,83,1468,270,73,74
1,84,1537,267,83,90
1,85,1502,299,88,60
1,86,1490,276,97,99
1,87,1476,263,90,78
1,88,1442,256,88,83
1,89,1451,242,100,75
1,90,1434,277,89,92
1,91,1482,256,77,77
1,92,1456,292,103,63
1,93,1469,257,94,82
1,94,1478,303,86,103
1,95,1503,338,116,99
1,96,1550,362,110,102
1,97,1450,359,119,102
1,98,1451,426,155,81
1,99,1494,446,113,89
1,100,1464,345,114,110
1,101,1472,389,139,93
1,102,1493,397,145,96
1,103,1486,428,132,122
1,104,1546,422,135,93
1,105,1527,455,120,117
1,106,1435,474,153,99
1,107,1506,502,163,121
1,108,1496,476,159,98
1,109,1468,467,157,105
1,110,1479,418,162,101
1,111,1391,485,155,110
1,112,1405,451,126,106
1,113,1484,438,133,111
1,114,1464,476,163,119
1,115,1469,443,149,114
1,116,1529,444,153,130
1,117,1488,440,150,125
1,118,1427,438,135,120
1,119,1497,358,134,113
1,120,1472,414,122,81
1,121,1475,407,121,83
1,122,1472,442,117,92
1,123,1477,388,106,99
1,124,1484,350,131,105
1,125,1534,363,97,94
1,126,1497,357,96,99
1,127,1480,348,130,73
1,128,1440,343,105,75
1,129,1470,385,134,88
1,130,1444,316,91,84
1,131,1481,328,87,61
1,132,1478,326,87,73
1,133,1505,294,79,75
1,134,1442,280,88,64
1,135,1533,277,80,68
1,136,1479,291,89,71
1,137,1491,282,85,83
1,138,1405,263,80,72
1,139,1380,259,83,85
1,140,1403,244,99,47
1,141,1365,261,96,58
1,142,1375,246,81,57
1,143,1322,213,75,57
1,144,1301,172,65,52
2,2,703,72,10,22
2,3,671,50,21,9
2,4,707,66,18,22
2,5,674,83,17,23
2,6,638,63,11,12
2,7,689,45,19,18
2,8,662,47,6,11
2,9,669,46,13,13
2,10,640,50,8,21
2,11,620,63,11,28
2,12,597,26,31,18
2,13,599,27,11,27
2,14,562,33,8,17
2,15,619,49,12,17
2,16,538,19,16,16
2,17,571,34,10,12
2,18,581,40,12,9
2,19,502,33,5,8
2,20,460,41,13,13
2,21,492,27,14,9
2,22,476,28,5,10
2,23,454,41,13,8
2,24,340,39,10,13
2,25,379,37,10,7
2,26,449,20,4,8
2,27,381,26,6,6
