area,time,lv1,lv2,lv3,lv4
1,2,1309,244,93,76
1,3,1274,196,59,46
1,4,1197,213,67,45
1,5,1236,189,36,51
1,6,1197,184,35,47
1,7,1269,179,32,39
1,8,1217,140,61,37
1,9,1189,127,46,50
1,10,1119,157,36,37
1,11,1154,156,51,35
1,12,1065,151,40,30
1,13,1065,120,33,26
1,14,1001,133,34,32
1,15,929,171,50,47
1,16,981,133,39,50
1,17,1000,132,37,38
1,18,922,135,38,32
1,19,889,103,35,39
1,20,827,89,34,23
1,21,858,97,25,31
1,22,793,71,24,39
1,23,767,80,26,21
1,24,628,87,37,34
1,25,748,111,30,43
1,26,784,75,34,42
1,27,718,95,39,32
1,28,736,101,38,30
1,29,685,73,30,16
1,30,684,106,41,23
1,31,754,118,44,32
1,32,723,98,27,23
1,33,732,92,26,31
1,34,799,120,20,39
1,35,869,116,38,35
1,36,802,99,47,37
1,37,879,138,26,45
1,38,888,122,45,37
1,39,860,89,32,27
1,40,994,127,39,39
1,41,941,168,36,64
1,42,993,163,34,45
1,43,1113,173,73,50
1,44,1190,217,65,60
1,45,1289,232,71,63
1,46,1361,234,69,54
1,47,1366,258,73,57
1,48,1459,232,63,58
1,49,1459,242,84,71
1,50,1411,265,99,75
1,51,1480,255,83,82
1,52,1434,260,91,81
1,53,1511,266,69,59
1,54,1513,290,90,65
1,55,1504,284,117,69
1,56,1477,313,87,69
1,57,1527,320,95,90
1,58,1465,305,94,75
1,59,1464,321,108,93
1,60,1490,286,93,93
1,61,1462,324,90,76
1,62,1493,346,107,92
1,63,1511,340,90,89
1,64,1487,309,112,91
1,65,1467,304,94,96
1,66,1488,294,89,72
1,67,1421,327,84,101
1,68,1439,269,113,123
1,69,1470,354,103,72
1,70,1392,325,85,114
1,71,1481,356,74,91
1,72,1446,326,97,81
1,73,1512,339,110,89
1,74,1442,341,94,86
1,75,1466,310,83,75
1,76,1405,330,99,83
1,77,1445,356,88,76
1,78,1458,340,91,91
1,79,1481,333,90,108
1,80,1506,357,112,103
1,81,1415,323,103,87
1,82,1451,316,112,89
1,83,1365,331,113,85
1,84,1470,341,75,73
1,85,1410,344,113,67
1,86,1440,335,103,105
1,87,1429,341,94,99
1,88,1387,308,75,65
1,89,1399,279,88,83
1,90,1416,318,99,100
1,91,1462,298,89,96
1,92,1396,317,130,92
1,93,1417,303,95,81
1,94,1381,334,107,80
1,95,1515,386,133,78
1,96,1438,329,114,113
1,97,1403,379,116,102
1,98,1474,413,148,99
1,99,1490,349,139,103
1,100,1460,351,127,129
1,101,1503,395,121,97
1,102,1428,421,134,109
1,103,1460,370,133,99
1,104,1436,402,135,111
1,105,1429,378,139,122
1,106,1449,420,131,89
1,107,1405,430,161,135
1,108,1402,430,147,89
1,109,1408,414,128,130
1,110,1437,436,133,113
1,111,1427,413,141,108
1,112,1424,412,159,73
1,113,1376,385,149,111
1,114,1344,387,137,104
1,115,1363,410,133,101
1,116,1467,360,121,106
1,117,1408,356,138,101
1,118,1412,383,117,101
1,119,1476,327,112,89
1,120,1424,334,126,85
1,121,1432,365,133,80
1,122,1417,354,123,105
1,123,1375,394,117,101
1,124,1443,353,145,106
1,125,1480,367,101,91
1,126,1443,299,120,95
1,127,1467,352,99,77
1,128,1421,350,102,87
1,129,1397,316,88,96
1,130,1400,343,80,71
1,131,1353,339,104,78
1,132,1457,310,84,70
1,133,1373,287,89,87
1,134,1468,312,98,74
1,135,1369,312,98,81
