area,time,lv1,lv2,lv3,lv4
1,2,1367,191,67,81
1,3,1283,152,31,66
1,4,1235,142,60,52
1,5,1134,200,50,44
1,6,1177,160,46,61
1,7,1125,165,55,46
1,8,1125,131,50,62
1,9,1125,156,39,54
1,10,1162,157,63,56
1,11,1103,140,41,31
1,12,1083,99,24,32
1,13,1051,107,34,26
1,14,937,163,58,39
1,15,933,126,50,34
1,16,984,133,38,43
1,17,906,114,37,35
1,18,839,78,19,32
1,19,899,121,30,57
1,20,1024,112,28,43
1,21,884,82,34,27
1,22,823,98,27,37
1,23,826,126,31,30
1,24,754,96,25,32
1,25,705,91,19,30
1,26,716,122,46,34
1,27,716,87,31,53
1,28,554,127,34,33
1,29,699,118,43,47
1,30,902,72,31,38
1,31,784,94,79,40
1,32,655,103,35,51
1,33,702,88,21,33
1,34,830,118,32,27
1,35,883,127,26,31
1,36,832,80,30,25
1,37,775,91,25,29
1,38,883,94,33,22
1,39,883,116,28,46
1,40,1015,105,36,47
1,41,1199,167,51,46
1,42,1294,227,78,62
1,43,1374,233,82,67
1,44,1505,217,80,85
1,45,1518,276,88,107
1,46,1662,312,86,87
1,47,1723,353,104,97
1,48,1752,349,111,90
1,49,1792,341,103,78
1,50,1798,370,109,79
1,51,1830,338,111,68
1,52,1733,339,84,85
1,53,1793,316,85,48
1,54,1793,305,108,77
1,55,1861,295,98,88
1,56,1705,300,139,72
1,57,1743,338,92,62
1,58,1789,339,84,93
1,59,1663,343,98,81
1,60,1717,347,123,92
1,61,1694,369,127,93
1,62,1679,341,90,95
1,63,1686,306,102,82
1,64,1660,309,108,67
1,65,1647,281,94,77
1,66,1636,317,99,87
1,67,1635,301,131,97
1,68,1675,296,117,86
1,69,1722,338,116,105
1,70,1675,312,94,91
1,71,1735,327,91,105
1,72,1681,382,120,85
1,73,1676,384,105,93
1,74,1672,360,93,106
1,75,1616,327,123,124
1,76,1634,350,103,113
1,77,1650,365,104,89
1,78,1666,334,146,81
1,79,1675,312,116,87
1,80,1701,326,114,82
1,81,1678,316,110,117
1,82,1642,332,108,64
1,83,1619,324,96,86
1,84,1615,329,129,94
1,85,1623,324,113,78
1,86,1597,296,106,74
1,87,1719,273,106,89
1,88,1702,285,78,73
1,89,1625,322,98,91
1,90,1606,354,122,91
1,91,1642,342,77,83
1,92,1652,336,107,84
1,93,1674,322,86,60
1,94,1581,342,111,72
1,95,1542,390,121,94
1,96,1660,349,115,82
1,97,1614,311,122,93
1,98,1657,363,147,95
1,99,1661,421,114,109
1,100,1648,413,115,99
1,101,1687,400,124,122
1,102,1684,400,141,103
1,103,1707,403,148,116
1,104,1688,414,125,76
1,105,1629,515,154,93
1,106,1640,461,133,95
1,107,1592,500,176,94
1,108,1615,529,153,84
1,109,1593,501,144,108
1,110,1598,454,159,84
1,111,1620,448,164,126
1,112,1643,495,139,109
1,113,1604,435,169,97
1,114,1628,445,130,118
1,115,1610,452,146,113
1,116,1570,444,159,127
1,117,1596,451,155,134
1,118,1605,437,133,130
1,119,1625,461,157,105
1,120,1626,446,162,112
1,121,1663,414,154,117
1,122,1569,466,147,106
1,123,1643,371,142,101
1,124,1685,370,126,102
1,125,1614,386,150,93
1,126,1666,372,118,104
1,127,1630,364,122,90
1,128,1550,385,138,61
1,129,1603,353,122,89
1,130,1595,362,117,84
1,131,1549,393,124,74
1,132,1597,355,76,64
