area,time,lv1,lv2,lv3,lv4
1,2,1161,157,41,32
1,3,1122,163,47,35
1,4,1134,187,54,46
1,5,1126,123,32,38
1,6,1095,145,53,37
1,7,1024,161,33,42
1,8,1086,141,63,24
1,9,977,133,42,31
1,10,1025,153,34,45
1,11,970,147,41,37
1,12,908,135,56,36
1,13,882,126,39,46
1,14,919,126,34,28
1,15,897,127,39,42
1,16,855,113,42,29
1,17,802,99,38,19
1,18,768,112,32,27
1,19,736,74,24,16
1,20,718,108,25,29
1,21,736,104,33,34
1,22,745,99,39,27
1,23,767,90,40,26
1,24,765,102,19,23
1,25,766,110,29,22
1,26,648,81,20,34
1,27,685,77,30,38
1,28,556,64,12,20
1,29,656,96,23,19
1,30,633,106,35,29
1,31,664,90,31,25
1,32,647,134,35,21
1,33,599,103,19,26
1,34,659,94,28,22
1,35,676,110,40,38
1,36,571,159,44,21
1,37,707,98,35,33
1,38,802,112,27,32
1,39,864,129,28,29
1,40,964,122,36,31
1,41,1121,153,67,39
1,42,1200,195,62,45
1,43,1174,222,68,66
1,44,1314,272,56,60
1,45,1296,322,122,66
1,46,1454,321,100,70
1,47,1439,399,113,77
1,48,1534,437,130,70
1,49,1580,402,110,58
1,50,1706,399,116,62
1,51,1662,393,107,70
1,52,1616,398,93,57
1,53,1703,335,99,51
1,54,1713,403,88,63
1,55,1687,367,117,56
1,56,1642,360,113,62
1,57,1630,348,108,111
1,58,1535,373,93,98
1,59,1561,379,113,103
1,60,1666,362,124,86
1,61,1617,359,112,109
1,62,1567,330,106,80
1,63,1529,343,92,122
1,64,1511,274,117,87
1,65,1538,296,71,96
1,66,1497,305,111,92
1,67,1551,257,92,84
1,68,1509,328,91,97
1,69,1531,316,115,92
1,70,1467,302,90,103
1,71,1465,319,83,85
1,72,1500,325,81,87
1,73,1494,301,90,92
1,74,1482,338,83,77
1,75,1486,337,106,92
1,76,1502,315,114,80
1,77,1477,322,101,104
1,78,1531,280,114,83
1,79,1442,352,104,88
1,80,1530,279,101,84
1,81,1488,338,121,74
1,82,1490,377,125,72
1,83,1448,374,108,87
1,84,1572,351,92,68
1,85,1435,325,107,81
1,86,1432,328,97,99
1,87,1462,333,94,97
1,88,1439,338,119,90
1,89,1485,344,92,68
1,90,1436,298,103,88
1,91,1473,351,91,78
1,92,1484,355,103,88
1,93,1445,329,134,103
1,94,1477,356,112,107
1,95,1459,349,144,133
1,96,1537,379,121,101
1,97,1451,416,135,102
1,98,1471,427,115,83
1,99,1488,426,155,92
1,100,1433,437,121,95
1,101,1496,415,139,85
1,102,1426,470,124,102
1,103,1507,408,123,102
1,104,1459,493,138,111
1,105,1415,531,156,113
1,106,1531,463,124,97
1,107,1496,477,187,131
1,108,1442,556,175,117
1,109,1463,494,145,95
1,110,1427,506,169,120
1,111,1433,484,126,110
1,112,1382,491,164,112
1,113,1487,458,163,90
1,114,1476,460,148,93
1,115,1502,484,146,112
1,116,1449,458,178,107
1,117,1476,405,145,104
1,118,1469,408,126,119
1,119,1499,447,118,132
1,120,1543,417,147,105
1,121,1529,364,139,97
1,122,1532,412,140,121
1,123,1494,410,135,107
1,124,1513,426,108,98
1,125,1477,384,138,104
1,126,1479,384,130,95
1,127,1487,381,147,129
1,128,1467,309,93,105
1,129,1447,390,103,82
1,130,1420,336,102,76
1,131,1396,379,151,75
1,132,1340,379,99,78
1,133,1446,324,97,88
1,134,1443,297,121,96
1,135,1466,324,94,87
1,136,1440,295,91,101
1,137,1394,293,83,81
1,138,1422,308,68,72
1,139,1404,258,103,80
1,140,1491,267,63,78
1,141,1353,258,70,67
1,142,1308,238,62,50
1,143,1362,215,52,45
1,144,1291,200,66,49
2,2,707,51,17,27
2,3,708,70,16,11
2,4,713,65,14,20
2,5,692,58,19,8
2,6,677,52,12,19
2,7,628,56,13,5
2,8,693,47,15,14
2,9,669,47,9,19
2,10,642,45,10,12
2,11,588,45,8,13
2,12,649,37,15,11
2,13,602,37,22,10
2,14,625,28,12,16
2,15,534,26,10,7
2,16,494,31,12,9
2,17,550,37,7,7
2,18,515,36,11,16
2,19,453,38,16,16
2,20,441,27,8,10
2,21,404,22,8,3
2,22,417,35,8,13
2,23,360,17,0,8
2,24,397,34,8,8
2,25,416,18,3,10
2,26,380,29,7,7
2,27,324,21,1,10
2,28,335,35,5,9
2,29,348,16,10,9
2,30,358,20,12,8
2,31,337,14,6,4
2,32,361,23,2,3
2,33,418,22,2,12
2,34,357,31,7,4
2,35,394,29,9,1
2,36,385,31,3,4
2,37,476,35,1,6
2,38,533,51,18,7
2,39,508,55,8,12
2,40,577,61,7,13
2,41,598,62,16,16
2,42,612,56,14,6
2,43,674,60,11,15
2,44,601,102,23,13
2,45,587,111,23,12
2,46,627,151,23,9
2,47,640,187,33,19
2,48,605,198,42,12
2,49,609,182,25,19
2,50,656,135,29,20
2,51,672,139,22,25
2,52,698,173,33,11
2,53,718,154,26,9
2,54,707,145,31,19
2,55,695,158,42,6
2,56,673,127,21,22
2,57,624,124,28,10
2,58,617,152,28,17
2,59,679,135,30,19
2,60,635,119,32,22
2,61,688,85,28,21
2,62,703,106,29,36
2,63,603,123,26,18
2,64,686,110,22,22
2,65,614,121,29,32
2,66,640,135,38,22
2,67,686,132,47,25
2,68,652,141,24,22
2,69,632,151,49,32
2,70,727,119,23,14
2,71,620,148,26,32
2,72,666,140,31,19
2,73,630,133,23,31
2,74,683,151,16,21
2,75,666,122,28,12
2,76,661,126,27,26
2,77,668,140,31,23
2,78,654,130,26,23
2,79,607,151,34,13
2,80,677,127,20,21
2,81,641,148,35,14
2,82,582,151,32,19
2,83,633,139,26,18
2,84,601,163,22,9
2,85,648,159,29,26
2,86,640,152,26,27
2,87,588,150,31,14
2,88,635,163,29,8
2,89,608,149,35,10
2,90,608,156,34,12
2,91,626,177,23,22
2,92,619,161,23,19
2,93,580,197,22,15
2,94,593,172,27,14
2,95,636,191,34,23
2,96,646,229,50,29
2,97,545,226,44,26
2,98,588,202,37,30
2,99,579,239,38,36
2,100,568,254,37,38
2,101,582,253,38,32
2,102,612,244,48,31
2,103,521,265,34,35
2,104,504,312,44,20
2,105,527,313,57,22
2,106,533,307,40,26
2,107,563,275,32,23
2,108,623,206,43,31
2,109,647,202,51,22
2,110,661,195,37,18
2,111,658,209,48,30
2,112,681,198,31,24
2,113,668,204,35,15
2,114,606,207,37,27
2,115,665,188,32,22
2,116,684,206,48,29
2,117,650,216,27,24
2,118,601,187,46,24
2,119,636,181,48,23
2,120,682,167,29,15
2,121,701,176,34,13
2,122,610,184,36,28
2,123,718,161,19,25
2,124,634,161,25,15
2,125,683,144,26,20
2,126,681,155,26,15
2,127,684,134,26,33
2,128,698,140,11,19
2,129,706,133,24,21
2,130,699,124,30,25
2,131,684,114,31,17
2,132,703,106,23,15
2,133,726,93,24,19
2,134,705,110,21,23
2,135,700,64,34,17
2,136,718,97,19,17
2,137,743,72,13,15
2,138,722,73,14,24
2,139,722,68,27,11
2,140,755,73,23,20
2,141,718,71,15,10
2,142,698,99,10,15
2,143,660,59,19,15
2,144,708,58,19,20
3,2,174,16,7,7
