area,time,lv1,lv2,lv3,lv4
1,2,1308,206,69,63
1,3,1309,215,67,49
1,4,1271,197,66,55
1,5,1264,153,54,49
1,6,1236,193,66,50
1,7,1230,200,54,57
1,8,1100,180,37,49
1,9,1166,188,67,59
1,10,1103,157,38,53
1,11,1128,138,68,36
1,12,1014,190,61,45
1,13,1125,180,51,41
1,14,1092,138,56,44
1,15,1024,146,32,45
1,16,985,133,42,48
1,17,949,147,46,42
1,18,912,101,47,38
1,19,949,139,35,38
1,20,921,109,42,42
1,21,832,113,31,27
1,22,874,91,16,37
1,23,863,90,33,26
1,24,820,92,37,29
1,25,888,103,46,42
1,26,754,104,34,56
1,27,746,109,24,49
1,28,800,96,25,30
1,29,784,120,39,38
1,30,727,63,31,22
1,31,701,100,36,30
1,32,715,120,36,57
1,33,782,110,28,37
1,34,791,104,44,36
1,35,748,145,37,41
1,36,909,133,50,35
1,37,938,121,21,34
1,38,957,118,31,42
1,39,968,139,49,40
1,40,903,138,62,61
1,41,974,120,42,52
1,42,1053,166,50,48
1,43,1163,186,74,55
1,44,1183,169,69,85
1,45,1175,207,49,53
1,46,1227,193,79,69
1,47,1432,245,72,55
1,48,1474,235,73,96
1,49,1403,258,80,51
1,50,1490,282,99,57
1,51,1558,241,76,76
1,52,1555,234,72,69
1,53,1565,268,79,81
1,54,1486,245,79,76
1,55,1531,305,91,69
1,56,1594,295,95,78
1,57,1486,339,98,65
1,58,1440,344,111,76
1,59,1449,304,88,81
1,60,1518,306,94,93
1,61,1522,345,82,75
1,62,1469,342,94,92
1,63,1416,313,93,103
1,64,1453,325,82,85
1,65,1457,300,108,81
1,66,1483,320,113,76
1,67,1504,352,120,63
1,68,1533,331,114,94
1,69,1612,289,97,105
1,70,1465,374,113,95
1,71,1508,330,114,101
1,72,1489,352,126,83
1,73,1572,342,118,107
1,74,1488,382,162,86
1,75,1427,382,129,109
1,76,1487,388,111,104
1,77,1478,367,139,93
1,78,1425,378,132,108
1,79,1456,361,108,94
1,80,1431,378,105,90
1,81,1426,420,136,101
1,82,1460,396,133,70
1,83,1399,378,100,80
1,84,1538,398,110,76
1,85,1458,343,131,116
1,86,1480,382,101,92
1,87,1418,410,126,85
1,88,1522,367,118,92
1,89,1449,420,118,91
1,90,1460,321,126,102
1,91,1422,356,115,85
1,92,1430,370,96,81
1,93,1444,378,133,91
1,94,1442,387,102,86
1,95,1511,326,148,85
1,96,1425,361,127,127
1,97,1503,390,156,80
1,98,1480,424,155,104
1,99,1446,435,158,120
1,100,1433,479,139,104
1,101,1419,412,223,118
1,102,1427,458,160,87
1,103,1466,480,169,83
1,104,1488,430,172,98
1,105,1468,480,138,93
1,106,1418,480,191,102
1,107,1506,449,159,88
1,108,1419,479,152,79
1,109,1415,491,155,79
1,110,1441,484,212,97
1,111,1445,456,144,126
1,112,1420,467,163,121
1,113,1405,451,149,137
1,114,1398,460,138,127
1,115,1392,454,143,108
1,116,1386,405,130,104
1,117,1463,445,144,119
1,118,1532,408,129,96
1,119,1458,407,151,101
1,120,1478,397,117,102
1,121,1473,388,150,105
1,122,1495,317,151,89
1,123,1423,398,132,66
1,124,1488,368,122,68
1,125,1449,376,127,79
1,126,1524,345,122,89
1,127,1505,339,116,79
1,128,1461,333,103,90
1,129,1472,343,127,88
1,130,1439,318,105,73
1,131,1442,277,82,82
1,132,1468,298,84,76
1,133,1444,320,88,66
1,134,1456,305,96,73
1,135,1411,299,86,80
1,136,1364,295,88,70
1,137,1407,306,101,67
1,138,1353,289,76,69
1,139,1369,331,93,83
1,140,1419,264,93,74
1,141,1323,223,102,66
1,142,1323,227,62,69
1,143,1347,216,67,81
1,144,1285,196,65,51
2,2,689,73,32,16
2,3,694,74,31,10
2,4,646,67,20,14
2,5,707,71,22,10
2,6,747,87,23,17
2,7,691,46,13,13
2,8,748,61,14,8
2,9,685,70,14,14
2,10,658,35,8,20
2,11,605,47,17,10
2,12,693,56,27,15
2,13,601,50,2,16
2,14,631,45,8,12
2,15,615,39,12,18
2,16,583,27,10,11
2,17,528,30,4,8
2,18,556,23,3,12
2,19,499,28,7,5
2,20,562,35,5,6
2,21,494,26,6,8
2,22,478,33,9,7
2,23,451,25,10,13
2,24,417,32,7,15
2,25,485,23,6,5
2,26,408,28,9,10
2,27,345,22,18,11
2,28,398,18,6,16
2,29,378,25,6,10
2,30,332,21,10,4
2,31,271,16,5,5
2,32,237,27,10,3
2,33,452,17,4,4
2,34,369,21,9,15
2,35,299,25,7,11
2,36,406,29,6,4
2,37,332,22,7,14
2,38,382,29,9,10
2,39,415,38,19,19
2,40,503,33,7,7
2,41,510,44,21,6
2,42,509,45,5,8
2,43,572,54,7,5
2,44,588,55,7,8
2,45,578,44,20,8
2,46,571,62,22,4
2,47,647,77,22,12
2,48,676,69,25,11
2,49,689,65,11,6
2,50,642,70,20,18
2,51,731,85,13,11
2,52,725,82,16,24
2,53,682,114,37,11
2,54,748,73,22,16
2,55,709,124,16,14
2,56,639,119,25,10
2,57,644,115,30,16
2,58,642,133,23,19
2,59,635,127,19,26
2,60,663,132,28,13
2,61,669,108,30,19
2,62,591,126,16,15
2,63,634,120,27,13
2,64,656,99,29,31
2,65,653,128,28,14
2,66,635,138,38,23
2,67,656,119,35,17
2,68,635,148,34,27
2,69,613,141,30,20
2,70,669,151,29,27
2,71,624,167,44,32
2,72,685,140,27,23
2,73,668,140,55,21
2,74,708,137,28,26
2,75,639,138,29,22
2,76,626,177,41,15
2,77,598,164,27,23
2,78,602,198,42,23
2,79,544,172,32,14
2,80,602,149,36,21
2,81,620,175,41,16
2,82,588,192,37,20
2,83,590,192,47,19
2,84,529,188,50,32
2,85,580,185,28,28
2,86,543,176,44,27
2,87,601,166,36,21
2,88,624,154,38,18
2,89,571,173,42,28
2,90,576,202,50,25
2,91,584,197,52,20
2,92,603,199,39,26
2,93,566,217,51,35
2,94,594,202,34,24
2,95,591,189,38,41
2,96,606,249,31,24
