area,time,lv1,lv2,lv3,lv4
1,2,1110,184,51,45
1,3,1164,150,42,37
1,4,1142,163,45,36
1,5,1140,164,38,49
1,6,1068,179,65,35
1,7,1096,157,58,44
1,8,1057,198,41,65
1,9,1005,141,45,41
1,10,1052,126,39,42
1,11,962,165,48,42
1,12,953,133,36,44
1,13,925,140,27,32
1,14,944,125,45,45
1,15,912,136,40,28
1,16,860,132,59,35
1,17,857,128,44,19
1,18,826,99,20,36
1,19,755,81,29,31
1,20,767,121,51,31
1,21,787,92,26,22
1,22,678,110,17,25
1,23,731,76,33,53
1,24,651,101,36,30
1,25,694,105,45,39
1,26,644,108,44,27
1,27,720,79,34,28
1,28,590,81,15,26
1,29,644,85,34,41
1,30,590,103,28,30
1,31,641,92,32,32
1,32,649,106,46,46
1,33,698,113,25,39
1,34,725,110,36,41
1,35,713,106,51,27
1,36,712,138,37,32
1,37,843,110,29,24
1,38,779,142,52,27
1,39,863,160,58,58
1,40,951,153,47,44
1,41,1040,224,64,55
1,42,1221,195,58,60
1,43,1292,199,83,49
1,44,1331,253,87,74
1,45,1347,286,76,77
1,46,1367,377,111,63
1,47,1517,374,125,90
1,48,1491,400,97,82
1,49,1643,371,120,60
1,50,1605,378,121,57
1,51,1667,366,126,68
1,52,1602,327,77,57
1,53,1628,291,86,62
1,54,1591,312,95,42
1,55,1643,333,98,59
1,56,1607,349,88,67
1,57,1486,301,86,86
1,58,1565,327,106,79
1,59,1471,346,111,95
1,60,1544,310,86,67
1,61,1583,293,94,92
1,62,1564,309,97,91
1,63,1549,281,76,99
1,64,1564,333,107,92
1,65,1613,304,93,97
1,66,1544,255,96,77
1,67,1519,260,83,73
1,68,1496,303,100,68
1,69,1544,308,82,69
1,70,1482,313,125,86
1,71,1417,335,109,100
1,72,1513,325,102,60
1,73,1441,338,113,101
1,74,1510,340,98,98
1,75,1508,347,110,71
1,76,1474,322,117,91
1,77,1467,321,88,88
1,78,1497,331,99,81
1,79,1495,395,92,82
1,80,1530,320,82,69
1,81,1525,353,101,74
1,82,1480,339,82,71
1,83,1545,321,107,105
1,84,1454,379,111,91
1,85,1493,311,76,92
1,86,1503,330,96,91
1,87,1462,322,111,86
