area,time,lv1,lv2,lv3,lv4
1,2,1229,156,43,55
1,3,1149,150,30,43
1,4,1142,171,51,41
1,5,1158,166,56,51
1,6,1151,145,34,39
1,7,1110,119,36,46
1,8,1040,155,44,46
1,9,1067,147,43,48
1,10,1080,135,39,54
1,11,955,101,31,45
1,12,1058,129,60,35
1,13,887,109,45,53
1,14,953,140,21,36
1,15,992,102,29,26
1,16,932,115,21,38
1,17,871,129,24,19
1,18,845,64,29,33
1,19,790,93,10,20
1,20,719,124,28,41
1,21,750,102,39,31
1,22,752,99,33,41
1,23,685,94,33,28
1,24,652,69,33,37
1,25,764,83,28,31
1,26,694,111,33,26
1,27,603,94,23,35
1,28,568,96,39,33
1,29,693,97,38,24
1,30,530,74,25,33
1,31,557,110,41,35
1,32,679,109,33,49
1,33,692,117,25,25
1,34,682,77,17,34
1,35,739,96,29,38
1,36,701,135,30,44
1,37,796,121,35,39
1,38,916,112,41,34
1,39,920,117,50,20
1,40,998,118,43,40
1,41,1125,160,50,41
1,42,1161,199,66,51
1,43,1231,212,61,69
1,44,1198,255,69,60
1,45,1293,303,97,82
1,46,1445,327,88,80
1,47,1501,385,89,76
1,48,1635,328,116,56
1,49,1623,344,93,72
1,50,1611,335,104,66
1,51,1591,336,67,75
1,52,1616,277,85,63
1,53,1573,268,78,57
1,54,1591,269,96,73
1,55,1543,288,87,57
1,56,1560,295,89,55
1,57,1567,336,69,73
1,58,1580,309,89,78
1,59,1621,295,100,70
1,60,1541,307,82,76
1,61,1557,337,96,72
1,62,1509,302,118,72
1,63,1453,268,96,76
1,64,1521,248,83,86
1,65,1534,274,83,84
1,66,1506,313,93,74
1,67,1558,267,91,77
1,68,1509,301,98,101
1,69,1536,321,87,69
1,70,1463,331,86,94
1,71,1530,324,83,80
1,72,1513,293,94,104
1,73,1500,273,127,92
1,74,1497,302,90,81
1,75,1498,316,144,93
1,76,1500,305,95,76
1,77,1488,273,101,88
1,78,1490,322,97,72
1,79,1493,296,114,85
1,80,1510,271,86,85
1,81,1476,287,99,80
1,82,1473,257,84,70
1,83,1471,280,124,93
1,84,1503,272,74,78
1,85,1457,283,81,77
1,86,1443,328,135,86
1,87,1489,303,90,74
1,88,1430,243,79,72
1,89,1435,292,85,78
1,90,1413,260,95,80
1,91,1461,276,87,83
1,92,1482,271,74,88
1,93,1451,306,115,84
1,94,1454,317,119,75
1,95,1455,328,113,81
1,96,1480,355,125,79
1,97,1456,378,104,99
1,98,1524,361,146,90
1,99,1474,402,112,96
1,100,1444,473,96,93
1,101,1476,410,165,104
1,102,1511,362,136,85
1,103,1482,382,137,92
1,104,1543,409,156,117
1,105,1536,464,147,90
1,106,1459,476,148,131
1,107,1550,458,200,92
1,108,1549,487,165,89
1,109,1457,468,149,115
1,110,1412,478,154,116
1,111,1457,468,185,122
1,112,1427,486,134,116
1,113,1434,475,169,127
1,114,1437,428,144,123
1,115,1465,429,116,88
1,116,1520,425,170,100
1,117,1476,423,154,102
1,118,1477,412,127,108
1,119,1472,386,119,99
1,120,1501,351,113,101
1,121,1510,377,108,87
1,122,1523,385,106,100
1,123,1502,349,117,106
1,124,1458,396,118,80
1,125,1498,296,119,99
1,126,1538,296,96,86
1,127,1454,327,102,102
1,128,1399,335,141,66
1,129,1438,355,88,93
1,130,1410,284,113,79
1,131,1463,298,125,82
1,132,1456,293,114,71
1,133,1444,256,88,79
1,134,1443,298,100,80
1,135,1467,265,86,68
1,136,1404,326,77,70
1,137,1316,276,97,89
1,138,1408,259,99,62
1,139,1343,226,65,83
1,140,1326,254,58,73
1,141,1305,162,80,76
1,142,1250,205,57,57
1,143,1234,208,63,36
1,144,1184,209,57,59
2,2,704,57,23,13
2,3,649,70,31,20
2,4,697,50,15,25
2,5,662,65,35,19
2,6,660,50,25,14
2,7,663,31,6,19
2,8,630,46,6,7
2,9,651,52,8,16
2,10,663,46,15,21
2,11,598,41,8,20
2,12,604,26,19,12
2,13,568,37,7,9
2,14,587,41,9,22
2,15,583,33,17,7
2,16,572,28,8,18
2,17,532,37,11,9
2,18,490,25,10,12
2,19,447,36,11,11
2,20,485,37,10,4
2,21,430,21,11,9
2,22,387,38,10,8
2,23,372,28,17,18
2,24,396,32,4,8
2,25,377,19,10,14
2,26,414,21,6,18
2,27,425,20,9,10
2,28,276,24,5,3
2,29,311,5,7,7
2,30,229,12,1,3
2,31,326,9,6,3
2,32,356,24,8,6
2,33,457,27,7,6
2,34,401,18,11,4
2,35,491,14,9,2
2,36,465,24,6,8
2,37,575,39,17,11
2,38,554,42,13,13
2,39,532,19,7,20
2,40,614,48,11,14
2,41,617,39,28,14
2,42,653,56,16,10
2,43,648,66,18,8
2,44,649,66,14,12
2,45,685,92,21,13
2,46,657,137,22,20
2,47,649,164,21,21
2,48,651,207,48,21
2,49,716,165,21,16
2,50,707,149,22,29
2,51,751,158,22,18
2,52,702,141,30,15
2,53,705,132,17,18
2,54,676,131,20,12
2,55,623,128,34,20
2,56,712,164,31,40
2,57,627,162,17,20
2,58,642,166,19,22
2,59,664,128,45,29
2,60,626,150,22,27
2,61,678,149,28,39
2,62,625,178,23,24
2,63,653,119,23,19
2,64,662,124,24,28
2,65,698,143,25,23
2,66,665,132,27,18
2,67,716,117,24,14
2,68,733,128,28,24
2,69,683,127,38,10
2,70,645,118,53,21
2,71,664,160,19,16
2,72,658,128,37,15
2,73,594,135,35,19
2,74,629,141,26,21
2,75,658,114,28,13
2,76,708,122,33,19
2,77,639,140,31,29
2,78,679,145,21,16
2,79,631,141,35,21
2,80,653,160,40,18
2,81,604,183,30,19
2,82,608,169,27,18
2,83,600,164,35,17
2,84,555,192,35,16
2,85,624,204,35,20
2,86,609,167,40,23
2,87,658,190,33,29
2,88,578,166,29,20
2,89,623,152,36,10
2,90,561,186,57,18
2,91,627,172,26,29
2,92,593,192,40,20
2,93,543,211,37,27
2,94,545,238,42,30
2,95,594,195,40,26
2,96,609,228,39,37
2,97,610,263,49,22
2,98,618,260,56,50
2,99,595,261,41,44
2,100,640,239,54,34
2,101,595,281,44,32
2,102,622,264,59,38
2,103,546,261,56,28
2,104,575,304,47,35
2,105,530,297,48,29
2,106,513,319,44,44
2,107,603,247,66,33
2,108,626,198,44,33
2,109,660,195,47,28
2,110,692,194,37,24
2,111,649,202,52,17
2,112,592,196,37,17
2,113,610,209,58,36
2,114,603,228,61,34
2,115,624,215,51,27
2,116,612,211,41,28
2,117,622,207,42,35
2,118,619,220,51,37
2,119,628,191,48,31
2,120,723,203,54,32
2,121,658,181,31,17
2,122,612,186,40,20
2,123,643,174,42,28
2,124,672,174,48,21
2,125,702,152,22,23
2,126,687,148,29,16
2,127,672,173,26,20
2,128,700,139,40,21
2,129,757,142,37,18
2,130,731,126,18,17
2,131,724,120,26,17
2,132,775,105,22,19
2,133,762,93,13,15
2,134,786,99,44,31
2,135,774,119,36,23
2,136,703,108,21,24
2,137,762,102,13,21
2,138,732,72,9,19
2,139,744,86,15,14
2,140,754,98,27,8
2,141,778,68,24,10
2,142,715,70,17,22
2,143,702,67,26,28
2,144,659,61,21,12
3,2,184,41,10,13
3,3,215,10,11,0
3,4,182,28,4,3
3,5,196,25,11,10
3,6,201,20,1,6
3,7,187,10,3,5
3,8,220,18,10,5
3,9,165,17,7,7
3,10,156,38,5,2
3,11,159,34,3,3
3,12,160,9,1,4
3,13,152,13,14,14
3,14,171,7,2,13
3,15,132,13,3,12
3,16,129,33,2,9
3,17,111,24,8,3
3,18,114,21,4,2
3,19,103,12,3,2
3,20,129,12,9,6
3,21,128,6,6,4
3,22,138,12,7,2
3,23,54,6,2,7
3,24,37,1,1,2
3,25,94,27,9,2
3,26,101,1,1,2
3,27,75,9,6,2
3,28,75,8,4,4
3,29,35,3,0,4
3,30,81,34,3,5
3,31,82,33,5,3
3,32,115,11,7,5
3,33,127,17,8,6
3,34,114,24,1,3
3,35,72,19,7,10
3,36,146,11,0,0
3,37,136,14,9,0
3,38,160,7,5,5
3,39,164,6,2,6
3,40,130,28,6,9
3,41,165,19,8,4
3,42,171,35,12,0
3,43,195,37,10,6
3,44,229,36,13,3
3,45,236,26,10,11
3,46,194,49,4,11
3,47,219,56,14,8
3,48,220,65,5,3
3,49,206,53,15,8
3,50,241,55,19,14
3,51,255,28,7,11
3,52,203,66,12,10
3,53,259,46,10,6
3,54,250,45,6,11
3,55,266,72,17,9
3,56,263,42,17,16
3,57,263,39,15,17
3,58,290,31,13,7
3,59,282,74,16,4
3,60,265,30,12,7
3,61,211,60,6,0
3,62,218,53,13,4
3,63,210,46,23,2
