area,time,lv1,lv2,lv3,lv4
1,2,1273,195,77,54
1,3,1301,179,51,43
1,4,1228,194,58,49
1,5,1123,188,81,72
1,6,1145,165,60,55
1,7,1212,191,53,41
1,8,1167,172,54,39
1,9,1216,134,37,46
1,10,1118,164,47,53
1,11,1088,125,37,55
1,12,1044,153,47,31
1,13,1114,127,36,46
1,14,1079,127,27,38
1,15,955,142,39,38
1,16,996,117,40,39
1,17,1003,150,53,46
1,18,888,143,47,41
1,19,909,100,37,40
1,20,977,116,35,29
1,21,878,138,44,22
1,22,757,104,38,26
1,23,910,108,38,37
1,24,906,78,36,30
1,25,794,107,36,40
1,26,757,91,36,37
1,27,649,80,49,35
1,28,646,106,35,44
1,29,715,83,35,23
1,30,671,130,25,27
1,31,674,88,31,30
1,32,704,88,24,39
1,33,657,91,44,33
1,34,823,114,43,53
1,35,788,164,30,42
1,36,863,93,30,33
1,37,863,103,34,35
1,38,976,109,41,42
1,39,938,123,28,34
1,40,990,122,21,37
1,41,1012,188,76,49
1,42,1079,157,43,62
1,43,1173,165,23,39
1,44,1157,210,38,54
1,45,1211,228,52,52
1,46,1411,259,86,69
1,47,1418,261,104,95
1,48,1532,268,67,52
1,49,1423,312,88,59
1,50,1494,282,72,75
1,51,1602,295,77,81
1,52,1559,293,88,67
1,53,1510,292,76,69
1,54,1548,274,75,62
1,55,1522,329,95,63
1,56,1551,330,92,89
1,57,1500,328,72,88
1,58,1474,322,75,93
1,59,1480,341,91,107
1,60,1470,336,113,83
1,61,1481,329,99,97
1,62,1518,304,83,94
1,63,1462,320,116,86
1,64,1517,343,94,78
1,65,1475,329,107,109
1,66,1465,352,126,90
1,67,1454,341,80,78
1,68,1496,284,105,95
1,69,1457,341,99,81
1,70,1437,321,91,71
1,71,1495,329,121,109
1,72,1487,321,122,80
1,73,1514,323,138,93
1,74,1487,329,110,96
1,75,1456,354,100,116
1,76,1420,331,108,87
1,77,1350,310,121,109
1,78,1431,317,116,103
1,79,1429,360,118,76
1,80,1436,359,106,98
1,81,1499,294,97,107
1,82,1459,358,88,94
1,83,1481,317,116,91
1,84,1522,336,110,85
1,85,1460,308,96,98
1,86,1447,344,100,111
1,87,1511,327,117,94
1,88,1419,370,111,103
1,89,1453,313,95,98
1,90,1462,345,121,78
1,91,1555,352,101,77
1,92,1510,383,101,113
1,93,1462,324,116,88
1,94,1485,357,109,118
1,95,1496,345,100,102
1,96,1445,328,110,86
1,97,1504,359,96,93
1,98,1518,375,139,104
1,99,1534,370,122,94
1,100,1440,414,113,114
1,101,1463,416,106,93
1,102,1469,376,135,102
1,103,1477,399,131,104
1,104,1521,442,148,96
