area,time,lv1,lv2,lv3,lv4
1,2,1174,195,76,69
1,3,1163,200,38,56
1,4,1165,192,48,54
1,5,1185,197,57,38
1,6,1088,146,51,49
1,7,1108,158,51,47
1,8,1096,148,62,44
1,9,1050,116,55,45
1,10,1056,123,48,49
1,11,982,164,46,42
1,12,1005,141,54,38
1,13,987,129,45,50
1,14,938,117,45,39
1,15,914,105,30,49
1,16,864,81,36,36
1,17,838,104,28,27
1,18,845,85,37,28
1,19,795,105,31,40
1,20,824,107,37,44
1,21,791,122,42,31
1,22,690,103,35,27
1,23,659,111,33,30
1,24,746,104,34,46
1,25,621,112,49,44
1,26,559,129,22,48
1,27,690,106,38,42
1,28,649,100,34,34
1,29,585,104,28,46
1,30,626,117,40,26
1,31,766,94,39,24
1,32,696,85,26,48
1,33,628,108,40,38
1,34,738,93,24,43
1,35,778,110,51,30
1,36,844,94,35,47
1,37,793,108,43,50
1,38,862,140,52,34
1,39,954,80,59,32
1,40,963,142,46,39
1,41,1055,173,76,47
1,42,1156,214,55,71
1,43,1309,227,45,50
1,44,1283,235,71,44
1,45,1395,290,89,57
1,46,1402,326,108,80
1,47,1502,378,118,72
1,48,1558,406,122,79
1,49,1566,384,118,75
1,50,1567,342,110,88
1,51,1643,312,119,47
1,52,1643,350,88,63
1,53,1611,323,84,85
1,54,1641,385,80,49
1,55,1596,320,107,68
1,56,1620,320,88,82
1,57,1599,375,96,81
1,58,1591,361,77,71
1,59,1570,332,75,66
1,60,1565,274,110,76
1,61,1583,306,89,92
1,62,1511,357,99,81
1,63,1551,261,77,73
1,64,1510,275,106,87
1,65,1467,249,95,79
1,66,1539,272,95,89
1,67,1540,290,93,108
1,68,1530,297,113,80
1,69,1441,257,72,66
1,70,1585,282,71,77
1,71,1571,291,89,86
1,72,1480,329,110,80
1,73,1507,324,108,111
1,74,1502,300,137,80
1,75,1489,319,88,82
1,76,1493,273,99,67
1,77,1530,287,91,110
1,78,1490,309,108,79
1,79,1463,283,76,59
1,80,1436,285,96,93
1,81,1485,235,83,61
1,82,1466,285,85,94
1,83,1451,289,88,61
1,84,1426,305,111,54
1,85,1523,266,89,78
1,86,1523,257,99,70
1,87,1568,273,71,75
1,88,1523,276,88,97
1,89,1494,309,90,87
1,90,1447,264,100,87
1,91,1563,262,83,85
1,92,1484,277,80,99
1,93,1473,291,71,84
1,94,1558,295,78,63
1,95,1499,413,128,86
1,96,1479,359,136,104
1,97,1446,355,115,110
1,98,1461,392,126,82
1,99,1515,405,132,102
1,100,1510,371,135,106
1,101,1477,394,144,111
1,102,1505,449,129,105
1,103,1521,377,130,109
1,104,1452,464,156,89
1,105,1486,446,135,121
1,106,1515,477,178,97
1,107,1481,440,164,129
1,108,1452,500,133,114
1,109,1450,488,152,103
1,110,1451,486,147,126
1,111,1496,440,170,93
1,112,1458,434,133,103
1,113,1468,406,192,89
1,114,1497,394,147,123
1,115,1425,430,126,124
1,116,1473,406,147,125
1,117,1559,349,130,119
1,118,1443,397,168,117
1,119,1504,386,131,83
1,120,1553,369,124,102
1,121,1504,340,124,118
1,122,1529,394,133,93
1,123,1493,382,136,88
1,124,1469,352,123,105
1,125,1467,358,125,74
1,126,1515,324,105,107
1,127,1488,333,108,85
1,128,1414,356,109,83
1,129,1462,374,106,88
1,130,1459,348,114,81
1,131,1463,298,93,78
1,132,1424,355,79,61
1,133,1463,312,83,78
1,134,1394,295,112,72
1,135,1405,285,71,74
1,136,1391,244,87,76
1,137,1379,273,78,82
1,138,1398,251,80,75
1,139,1390,244,77,78
1,140,1378,222,65,55
1,141,1327,274,66,62
1,142,1297,187,79,62
1,143,1294,224,70,63
1,144,1254,226,76,45
2,2,676,57,17,23
2,3,726,72,17,16
2,4,641,61,25,20
2,5,697,63,14,12
2,6,708,57,9,19
2,7,688,48,11,15
2,8,671,38,17,14
2,9,610,39,16,18
2,10,652,90,6,16
2,11,643,46,14,6
2,12,635,44,9,11
2,13,665,56,9,17
2,14,629,32,14,16
2,15,675,38,16,9
2,16,533,43,10,21
2,17,558,34,10,15
2,18,495,21,6,10
2,19,498,41,10,14
2,20,445,28,18,15
2,21,495,26,6,10
2,22,284,35,11,12
2,23,420,16,2,14
2,24,359,37,12,15
2,25,410,40,10,7
2,26,354,29,5,10
2,27,316,20,6,8
2,28,340,25,8,8
2,29,399,24,2,7
2,30,278,27,2,7
2,31,356,21,11,2
2,32,348,16,6,7
2,33,381,22,9,8
2,34,346,22,3,9
2,35,331,23,9,8
2,36,444,38,11,12
2,37,443,43,5,14
2,38,471,32,9,8
2,39,611,39,17,10
2,40,635,58,21,7
2,41,617,36,15,17
2,42,638,53,15,12
2,43,611,67,17,18
2,44,656,86,13,13
2,45,696,104,42,12
2,46,650,144,22,29
2,47,629,182,29,10
2,48,696,183,32,22
2,49,713,130,37,22
2,50,716,142,24,21
2,51,697,126,17,17
2,52,716,148,35,19
2,53,769,136,26,24
2,54,703,129,31,20
2,55,752,135,25,25
2,56,721,110,27,22
2,57,723,155,40,22
2,58,678,132,29,22
2,59,706,124,22,16
2,60,728,128,13,30
2,61,695,114,22,30
2,62,692,126,32,17
2,63,670,141,28,14
2,64,660,119,15,18
2,65,617,147,17,15
2,66,684,135,19,18
2,67,683,148,18,24
2,68,624,138,24,17
2,69,718,115,23,32
2,70,671,114,20,12
2,71,707,126,24,25
2,72,617,123,31,27
2,73,688,95,28,12
2,74,617,140,43,21
2,75,621,120,30,30
2,76,660,122,24,14
2,77,626,104,25,17
2,78,689,137,20,11
2,79,628,150,32,26
2,80,623,120,28,16
2,81,630,131,24,19
2,82,602,150,36,14
2,83,651,135,18,15
2,84,598,153,28,16
2,85,614,157,26,24
2,86,574,140,28,17
2,87,585,125,25,10
2,88,626,152,25,21
2,89,573,159,34,19
2,90,675,142,26,21
2,91,683,167,22,18
2,92,574,147,35,29
2,93,590,177,33,20
2,94,559,171,29,14
2,95,564,204,27,28
2,96,606,216,47,38
2,97,562,216,44,32
2,98,598,239,45,26
2,99,585,247,55,38
2,100,615,268,28,39
2,101,616,231,40,41
2,102,595,244,39,32
2,103,573,267,50,28
2,104,574,301,58,33
2,105,512,332,66,34
2,106,514,307,68,43
2,107,567,267,32,18
2,108,570,241,47,30
2,109,660,173,25,36
2,110,673,178,30,19
2,111,637,200,50,39
2,112,671,214,46,39
2,113,599,241,41,25
2,114,634,239,36,27
2,115,684,216,33,32
2,116,594,226,43,39
2,117,672,178,40,37
2,118,654,200,62,19
2,119,684,213,35,15
2,120,702,191,31,25
2,121,644,199,27,41
2,122,679,193,42,23
2,123,629,200,30,15
2,124,689,190,32,19
2,125,704,153,32,31
2,126,697,158,12,15
2,127,654,126,26,26
2,128,660,153,34,25
2,129,681,151,33,25
2,130,711,129,19,13
2,131,684,128,19,25
2,132,751,131,31,19
2,133,759,108,31,27
2,134,760,76,22,15
2,135,780,99,24,16
2,136,734,86,25,23
2,137,684,114,20,19
2,138,736,99,16,27
2,139,661,81,7,24
2,140,701,90,25,24
2,141,712,60,24,16
2,142,706,72,18,23
2,143,712,47,27,7
2,144,729,48,13,15
3,2,158,27,2,0
3,3,178,17,3,4
3,4,164,22,2,3
3,5,169,15,3,5
3,6,147,34,4,2
3,7,169,15,9,8
3,8,198,9,7,3
3,9,191,7,9,0
3,10,128,27,10,2
3,11,92,6,1,0
3,12,175,0,7,2
3,13,158,11,3,3
3,14,166,15,8,1
3,15,157,10,3,1
3,16,138,12,1,1
3,17,87,11,4,3
3,18,165,9,0,2
3,19,157,8,12,3
3,20,175,13,1,3
3,21,150,18,2,0
3,22,74,9,3,4
3,23,46,40,4,2
3,24,107,13,6,2
3,25,61,8,3,5
3,26,63,8,4,3
3,27,33,9,6,1
3,28,76,17,3,10
3,29,26,5,0,0
3,30,32,17,0,0
3,31,42,3,4,0
3,32,102,18,1,9
3,33,104,19,3,8
3,34,43,4,1,1
3,35,105,8,1,5
3,36,101,23,6,5
3,37,125,34,2,7
3,38,80,21,1,3
3,39,167,32,6,0
3,40,138,34,6,1
3,41,145,13,6,2
3,42,180,32,9,3
3,43,218,15,5,6
3,44,229,26,5,4
3,45,197,34,14,2
3,46,228,56,10,2
3,47,257,54,13,7
3,48,262,53,16,3
3,49,259,58,10,8
3,50,216,35,11,1
3,51,219,40,8,7
3,52,217,52,14,19
3,53,255,37,18,4
3,54,290,48,6,3
3,55,245,60,13,11
3,56,237,51,13,4
3,57,249,84,7,10
3,58,243,56,17,12
3,59,254,62,16,1
3,60,274,53,13,8
3,61,264,45,22,8
3,62,221,63,13,14
3,63,234,48,20,5
3,64,185,55,24,7
3,65,234,58,15,8
3,66,254,40,10,9
3,67,245,40,15,3
3,68,247,44,24,4
3,69,221,42,8,4
3,70,218,52,9,9
3,71,225,44,18,12
3,72,223,32,10,3
3,73,217,33,4,2
3,74,221,54,9,2
3,75,197,63,6,9
3,76,229,47,7,3
3,77,223,45,24,8
3,78,226,36,22,12
3,79,235,38,10,6
3,80,232,35,15,4
3,81,179,48,10,1
3,82,233,65,12,4
3,83,183,63,20,7
3,84,233,44,17,11
3,85,247,17,14,7
3,86,216,36,13,7
3,87,230,35,16,21
3,88,230,41,16,3
3,89,229,48,8,10
3,90,241,48,20,3
3,91,230,44,12,8
3,92,243,21,13,11
3,93,196,62,14,11
3,94,241,43,14,6
3,95,215,50,11,7
3,96,247,32,14,4
3,97,263,40,12,10
3,98,241,47,11,8
3,99,211,66,11,0
3,100,250,48,18,5
3,101,261,51,16,8
3,102,248,43,15,4
3,103,248,78,19,0
3,104,229,65,9,6
3,105,230,78,18,11
3,106,250,58,12,10
3,107,251,78,13,11
3,108,226,62,16,5
3,109,213,80,19,4
3,110,226,45,12,10
3,111,230,32,25,8
3,112,222,49,10,2
3,113,239,47,7,4
3,114,252,53,13,6
3,115,250,23,16,8
3,116,248,42,15,4
3,117,221,40,12,11
3,118,275,43,12,4
3,119,261,55,14,5
3,120,256,29,14,3
3,121,275,56,19,9
3,122,263,51,7,4
3,123,275,30,10,9
3,124,259,31,16,13
3,125,247,41,2,5
3,126,252,45,11,3
3,127,245,37,1,5
3,128,242,36,8,1
3,129,257,34,8,6
3,130,263,35,19,7
3,131,257,41,12,4
3,132,258,20,9,5
3,133,246,19,10,4
3,134,261,30,5,8
3,135,244,27,9,8
3,136,228,29,5,2
3,137,246,25,9,7
3,138,227,40,6,13
3,139,194,24,5,10
3,140,218,30,7,3
3,141,240,17,8,9
3,142,219,29,5,7
3,143,200,24,10,6
3,144,199,17,1,7
4,2,650,122,50,12
4,3,653,102,34,17
4,4,574,98,19,25
4,5,618,91,28,11
4,6,548,66,18,19
4,7,488,74,22,11
4,8,544,78,8,19
4,9,470,84,8,21
4,10,564,78,25,14
4,11,450,64,16,19
4,12,495,68,11,15
4,13,405,54,23,9
4,14,459,48,17,16
4,15,387,59,15,11
4,16,388,58,20,10
4,17,398,51,13,10
4,18,397,58,13,8
