area,time,lv1,lv2,lv3,lv4
1,2,1264,195,77,49
1,3,1235,160,49,40
1,4,1145,163,62,53
1,5,1144,186,42,43
1,6,1159,194,59,51
1,7,1119,184,69,67
1,8,1055,171,68,45
1,9,1097,149,48,53
1,10,1078,140,41,48
1,11,1079,132,52,48
1,12,1013,134,32,54
1,13,935,135,48,49
1,14,1003,126,44,33
1,15,925,106,35,27
1,16,907,123,38,30
1,17,892,125,38,27
1,18,932,113,37,35
1,19,869,137,40,40
1,20,692,99,29,35
1,21,731,81,23,31
1,22,754,57,23,23
1,23,726,102,34,20
1,24,744,86,18,32
1,25,686,75,32,28
1,26,579,85,31,41
1,27,641,120,41,35
1,28,583,89,32,25
1,29,536,104,32,23
1,30,630,74,17,42
1,31,629,91,23,42
1,32,663,98,27,38
1,33,564,67,27,31
1,34,799,95,40,40
1,35,720,99,28,38
1,36,801,84,39,44
1,37,819,115,25,55
1,38,881,119,34,48
1,39,862,133,42,34
1,40,937,124,28,28
1,41,1082,146,57,46
1,42,1182,226,54,35
1,43,1176,214,84,53
1,44,1251,293,56,55
1,45,1345,338,100,79
1,46,1419,320,105,83
1,47,1476,390,110,106
1,48,1573,421,90,77
1,49,1580,382,94,75
1,50,1584,409,155,79
1,51,1664,389,91,78
1,52,1657,361,93,103
1,53,1659,355,97,64
1,54,1585,380,103,67
1,55,1672,399,107,72
1,56,1606,366,103,87
1,57,1564,368,105,97
1,58,1622,334,96,97
1,59,1583,337,130,95
1,60,1566,332,130,102
1,61,1613,301,101,79
1,62,1504,330,97,73
1,63,1584,324,95,71
1,64,1504,290,83,87
1,65,1548,300,117,82
1,66,1495,287,103,92
1,67,1507,302,101,75
1,68,1470,339,91,98
1,69,1445,296,112,72
1,70,1459,295,118,93
1,71,1481,305,84,88
1,72,1473,312,91,110
1,73,1519,328,98,82
1,74,1500,339,128,79
1,75,1498,345,95,78
1,76,1480,342,105,92
1,77,1459,364,102,91
1,78,1400,376,85,92
1,79,1423,338,80,75
1,80,1549,321,100,98
1,81,1502,327,115,76
1,82,1501,339,111,81
1,83,1520,317,115,88
1,84,1488,311,102,96
1,85,1428,370,110,80
1,86,1497,351,118,69
1,87,1566,313,101,105
1,88,1473,323,87,90
1,89,1384,361,75,84
1,90,1492,309,78,77
1,91,1508,327,115,68
1,92,1507,294,74,87
1,93,1445,307,99,87
1,94,1477,342,111,86
1,95,1495,423,95,109
1,96,1513,368,108,101
1,97,1483,388,105,84
1,98,1439,439,139,77
1,99,1429,443,105,107
1,100,1492,441,122,101
1,101,1458,448,164,110
1,102,1485,482,144,103
1,103,1506,466,140,107
1,104,1516,469,173,117
1,105,1451,520,130,89
1,106,1457,415,129,133
1,107,1380,531,146,114
1,108,1455,544,153,111
1,109,1466,484,149,120
1,110,1477,448,131,111
1,111,1425,490,161,86
1,112,1468,472,158,88
1,113,1472,451,165,127
1,114,1469,489,138,108
1,115,1389,480,171,105
1,116,1448,434,160,147
1,117,1446,428,167,115
1,118,1439,447,143,130
1,119,1480,431,148,120
1,120,1473,397,132,106
1,121,1461,407,140,109
1,122,1569,416,107,95
1,123,1488,464,125,93
1,124,1455,395,121,88
1,125,1528,380,100,91
1,126,1465,372,127,102
1,127,1474,360,130,83
1,128,1461,423,117,71
1,129,1453,415,133,77
1,130,1375,388,126,88
1,131,1392,325,119,66
1,132,1424,291,113,76
1,133,1408,340,90,61
1,134,1413,304,101,74
1,135,1463,329,83,84
1,136,1398,318,78,66
1,137,1374,283,60,67
1,138,1374,302,67,75
1,139,1374,302,107,79
1,140,1365,287,77,75
1,141,1369,251,103,86
1,142,1293,238,88,78
1,143,1284,239,94,78
1,144,1303,217,34,51
2,2,716,56,10,13
2,3,689,42,13,21
2,4,698,52,11,12
2,5,677,51,14,15
2,6,601,59,17,8
2,7,655,48,11,12
2,8,658,33,5,11
2,9,641,40,14,11
2,10,595,41,13,26
2,11,614,45,10,10
2,12,581,52,10,18
2,13,547,32,15,5
2,14,563,48,7,14
2,15,516,33,28,14
2,16,539,63,11,12
2,17,553,26,12,11
2,18,519,52,16,14
2,19,496,14,7,10
2,20,468,36,6,6
2,21,441,30,10,3
2,22,442,33,8,6
2,23,460,31,2,12
2,24,444,31,2,10
2,25,336,23,2,10
2,26,318,17,12,8
2,27,326,14,13,8
2,28,339,26,14,7
2,29,395,30,3,2
2,30,427,30,8,4
2,31,355,15,10,3
2,32,341,23,3,7
2,33,414,19,16,7
2,34,352,17,13,4
2,35,405,34,9,4
2,36,487,34,17,13
2,37,528,32,22,10
2,38,573,41,11,5
2,39,492,33,21,8
2,40,598,44,8,9
2,41,653,42,18,15
2,42,622,60,14,20
2,43,621,69,11,23
2,44,638,74,27,9
2,45,643,124,22,17
2,46,572,175,31,29
2,47,631,178,29,15
2,48,671,180,29,15
2,49,683,198,30,20
2,50,723,137,25,28
2,51,730,129,24,25
2,52,771,146,26,25
2,53,724,123,39,18
2,54,691,149,24,28
2,55,720,135,35,22
2,56,639,136,18,24
2,57,689,128,38,15
2,58,656,139,28,31
2,59,643,151,34,19
2,60,659,120,23,19
2,61,673,117,26,17
2,62,650,128,17,19
2,63,610,102,18,20
2,64,664,114,31,21
2,65,653,150,20,17
2,66,614,121,27,22
2,67,627,115,33,16
2,68,672,114,22,25
2,69,624,125,27,12
2,70,638,134,14,17
2,71,700,111,38,19
2,72,683,121,22,20
2,73,716,125,39,38
2,74,684,130,25,12
2,75,613,125,19,14
2,76,642,123,19,20
2,77,583,136,21,33
2,78,699,114,33,19
2,79,615,140,24,17
2,80,616,151,23,18
2,81,636,130,26,13
2,82,626,171,31,17
2,83,596,174,27,13
2,84,621,178,36,16
2,85,616,147,47,12
2,86,697,160,24,29
2,87,605,158,27,15
2,88,597,170,31,23
2,89,650,139,28,16
2,90,596,162,36,13
2,91,579,187,20,20
2,92,592,154,22,17
2,93,540,180,34,16
2,94,564,193,25,20
2,95,543,213,30,20
2,96,538,232,26,19
2,97,593,221,24,33
2,98,563,229,36,26
2,99,576,237,42,25
2,100,583,238,45,28
2,101,605,167,30,26
2,102,648,194,42,20
2,103,605,243,33,24
2,104,556,340,49,17
2,105,531,327,51,13
2,106,529,314,56,31
2,107,606,240,37,26
2,108,650,211,26,36
2,109,678,175,22,39
2,110,657,221,41,16
2,111,643,196,35,13
2,112,628,194,36,8
2,113,561,227,48,23
2,114,612,235,39,13
2,115,597,191,35,31
2,116,662,203,40,23
2,117,635,208,42,39
2,118,627,197,38,21
2,119,660,191,27,31
2,120,698,188,37,27
2,121,678,187,33,17
2,122,742,158,22,26
2,123,646,177,30,28
2,124,696,163,29,31
2,125,723,173,38,27
2,126,769,157,21,26
2,127,714,157,15,25
2,128,688,138,43,27
2,129,682,134,35,26
2,130,665,157,27,28
2,131,696,125,20,23
2,132,745,117,13,16
2,133,715,103,25,30
2,134,714,103,25,32
2,135,689,83,17,10
2,136,708,82,20,18
2,137,749,90,26,11
2,138,736,99,31,17
2,139,748,109,12,32
2,140,715,77,29,16
2,141,775,73,30,9
2,142,662,88,24,19
2,143,743,74,15,13
2,144,711,80,20,14
3,2,186,17,1,16
3,3,176,14,0,0
3,4,176,19,7,0
3,5,215,15,9,0
3,6,192,30,8,5
3,7,169,13,8,5
3,8,162,23,9,6
3,9,173,23,4,0
3,10,152,18,3,10
3,11,160,18,2,3
3,12,143,15,4,1
3,13,144,16,1,2
3,14,199,41,10,5
3,15,125,14,1,1
3,16,155,22,1,1
3,17,111,24,2,0
3,18,170,10,0,2
3,19,115,20,1,3
3,20,154,41,1,3
3,21,60,16,5,1
3,22,85,32,0,0
3,23,138,25,4,4
3,24,124,20,4,4
3,25,97,8,2,6
3,26,112,35,2,10
3,27,109,22,8,7
3,28,102,4,6,2
3,29,121,12,9,14
3,30,97,26,12,3
3,31,98,4,31,6
3,32,72,4,1,1
3,33,149,28,2,4
3,34,171,21,5,2
3,35,122,21,2,3
3,36,65,14,5,2
3,37,79,15,5,1
3,38,105,16,18,2
3,39,129,48,10,4
3,40,124,14,5,3
3,41,126,24,5,9
3,42,184,28,6,7
3,43,158,20,0,4
3,44,184,30,12,3
3,45,233,37,7,8
3,46,243,43,17,11
3,47,247,41,17,5
3,48,251,55,13,12
3,49,261,38,12,8
3,50,220,71,16,13
3,51,258,49,17,6
3,52,291,48,15,4
3,53,251,63,19,8
3,54,237,56,17,10
3,55,258,50,8,8
3,56,231,61,27,10
3,57,255,63,20,7
3,58,206,48,11,12
3,59,234,55,16,7
3,60,226,62,19,18
3,61,196,34,11,10
3,62,218,55,24,12
3,63,205,54,28,8
3,64,242,34,16,7
3,65,235,45,22,7
3,66,201,63,17,9
3,67,237,52,19,6
3,68,229,56,16,11
3,69,244,48,16,7
3,70,193,51,7,14
3,71,235,50,14,7
3,72,246,26,18,2
3,73,175,43,6,4
3,74,239,60,12,5
3,75,227,41,11,4
3,76,209,43,10,5
3,77,233,58,9,5
3,78,237,41,3,3
3,79,229,31,25,9
3,80,227,42,12,3
3,81,208,47,29,10
3,82,232,58,10,2
3,83,206,64,8,9
3,84,252,27,16,1
3,85,203,32,10,1
3,86,231,47,10,7
3,87,241,49,14,0
3,88,198,56,8,7
3,89,218,50,13,1
3,90,216,44,8,11
3,91,232,37,18,10
3,92,238,35,25,7
3,93,296,44,15,7
3,94,219,45,10,1
3,95,263,48,9,3
3,96,213,67,9,13
3,97,231,52,12,3
3,98,242,44,11,2
3,99,239,58,13,5
3,100,253,39,10,5
3,101,248,50,17,10
3,102,239,53,20,8
3,103,234,48,24,13
3,104,250,42,28,6
3,105,208,83,7,2
3,106,241,79,17,5
3,107,230,75,15,10
3,108,221,72,13,10
3,109,264,68,20,4
3,110,237,45,27,10
3,111,206,71,15,10
3,112,235,34,22,6
3,113,212,49,17,7
3,114,225,69,13,13
3,115,269,43,13,10
3,116,221,47,11,1
3,117,272,28,22,5
3,118,219,36,15,7
3,119,206,54,8,4
3,120,251,36,23,5
3,121,250,55,18,7
3,122,232,52,24,14
3,123,261,48,13,8
3,124,246,38,10,6
3,125,258,31,15,2
3,126,242,29,10,5
3,127,244,34,17,1
3,128,249,34,13,3
3,129,234,28,2,15
3,130,209,65,12,7
3,131,253,63,18,4
3,132,251,42,18,11
3,133,245,43,18,6
3,134,250,18,12,2
3,135,215,45,13,3
3,136,226,41,11,6
3,137,216,49,11,2
3,138,236,17,9,8
3,139,217,38,9,9
3,140,219,44,16,4
3,141,194,73,9,10
3,142,238,26,7,6
3,143,189,44,13,6
3,144,236,15,10,1
4,2,639,102,33,26
4,3,668,106,18,25
