area,time,lv1,lv2,lv3,lv4
1,2,1309,250,74,61
1,3,1312,231,74,66
1,4,1245,179,70,36
1,5,1176,231,81,50
1,6,1136,210,67,47
1,7,1239,208,86,48
1,8,1196,214,64,57
1,9,1118,191,56,49
1,10,1150,170,68,44
1,11,1082,145,50,43
1,12,1083,185,73,54
1,13,1158,164,48,37
1,14,1111,175,41,32
1,15,1027,179,46,44
1,16,996,187,47,41
1,17,1006,166,49,46
1,18,1027,159,58,26
1,19,917,150,33,31
1,20,890,132,48,51
1,21,889,127,43,36
1,22,840,127,43,47
1,23,870,114,31,45
1,24,821,130,26,25
1,25,753,116,28,26
1,26,678,74,20,40
1,27,655,85,25,35
1,28,666,123,38,42
1,29,724,77,45,34
1,30,730,107,23,41
1,31,664,100,33,29
1,32,769,124,36,31
1,33,746,120,30,31
1,34,815,98,37,36
1,35,676,133,47,44
1,36,943,120,31,50
1,37,885,130,26,57
1,38,879,107,40,28
1,39,806,147,31,39
1,40,911,127,54,27
1,41,1038,116,25,25
1,42,1017,140,35,47
1,43,1096,159,46,44
1,44,1200,157,42,47
1,45,1246,220,73,64
1,46,1331,254,76,60
1,47,1425,255,61,62
1,48,1414,249,86,61
1,49,1494,246,65,70
1,50,1397,288,100,59
1,51,1528,266,90,89
1,52,1503,300,87,86
1,53,1498,297,88,81
1,54,1498,285,94,80
1,55,1522,283,76,65
1,56,1500,318,95,66
1,57,1489,318,76,80
1,58,1523,317,108,88
1,59,1471,281,67,69
1,60,1476,375,114,80
1,61,1479,303,117,68
1,62,1480,306,96,85
1,63,1473,321,110,63
1,64,1406,315,92,83
1,65,1457,326,110,98
1,66,1364,362,108,81
1,67,1450,329,72,76
1,68,1426,298,124,89
1,69,1491,356,98,87
1,70,1433,344,111,70
1,71,1478,347,120,76
1,72,1413,349,118,101
1,73,1485,377,110,99
1,74,1484,378,113,100
1,75,1425,362,142,82
1,76,1546,382,129,75
1,77,1450,405,99,83
1,78,1461,372,101,80
1,79,1463,392,104,80
1,80,1415,373,142,86
1,81,1475,352,85,82
1,82,1399,366,143,97
1,83,1451,362,114,97
1,84,1517,349,102,102
1,85,1512,354,117,88
1,86,1468,402,90,104
1,87,1439,373,111,83
1,88,1410,335,93,74
1,89,1439,335,112,77
1,90,1493,358,98,90
1,91,1435,336,107,96
1,92,1511,315,110,94
1,93,1571,296,114,95
1,94,1395,386,118,109
1,95,1459,338,125,111
1,96,1570,356,100,78
1,97,1439,379,135,92
1,98,1431,449,148,94
1,99,1483,478,137,81
1,100,1434,392,145,119
1,101,1425,417,144,103
1,102,1466,402,153,96
1,103,1503,402,129,98
1,104,1517,439,155,93
1,105,1499,439,132,108
1,106,1468,420,180,97
1,107,1447,489,153,94
1,108,1426,408,146,115
1,109,1414,413,157,103
1,110,1427,443,161,98
1,111,1421,426,156,130
1,112,1454,433,133,84
1,113,1451,398,159,105
1,114,1433,443,159,113
1,115,1408,426,193,110
1,116,1469,404,149,123
1,117,1474,370,142,84
1,118,1457,410,156,83
1,119,1519,388,149,108
1,120,1520,347,122,108
1,121,1459,383,138,82
1,122,1454,388,132,80
1,123,1507,345,120,109
1,124,1401,375,109,82
1,125,1451,415,119,96
1,126,1489,327,100,66
1,127,1443,356,90,74
1,128,1404,309,102,101
1,129,1400,302,112,70
1,130,1382,314,110,72
1,131,1423,284,106,71
1,132,1443,306,66,77
1,133,1459,280,76,66
1,134,1476,325,78,60
1,135,1409,363,102,47
1,136,1458,267,107,62
1,137,1383,307,93,65
1,138,1428,283,69,89
1,139,1346,260,101,67
1,140,1265,263,69,61
1,141,1280,197,84,61
1,142,1295,194,73,54
1,143,1276,194,63,64
1,144,1251,253,78,62
2,2,675,97,28,17
2,3,728,55,11,18
2,4,719,48,15,28
2,5,664,63,18,9
2,6,776,63,17,13
2,7,705,59,18,19
2,8,677,34,16,24
2,9,686,64,15,20
2,10,669,45,8,10
2,11,619,50,15,14
2,12,681,49,12,18
2,13,671,56,12,21
2,14,589,33,7,7
2,15,571,44,14,12
2,16,595,50,16,5
2,17,626,29,10,10
2,18,502,55,9,23
2,19,491,30,9,11
2,20,536,49,10,21
2,21,540,41,17,11
2,22,523,31,16,20
2,23,432,26,11,6
2,24,336,26,3,7
2,25,341,22,3,7
2,26,388,24,10,3
2,27,385,14,5,5
2,28,431,34,10,11
2,29,368,21,4,11
2,30,345,21,3,3
2,31,284,21,5,6
2,32,362,36,11,8
2,33,314,30,4,10
2,34,304,28,5,7
2,35,269,20,4,3
2,36,373,15,5,5
2,37,376,29,7,6
2,38,341,29,7,7
2,39,461,42,4,13
2,40,528,51,14,4
2,41,547,29,8,1
2,42,597,43,6,4
2,43,516,49,10,5
2,44,594,36,10,3
2,45,628,65,8,12
2,46,586,63,17,14
2,47,609,99,22,19
2,48,676,79,20,11
2,49,683,87,16,18
2,50,700,83,27,18
2,51,695,97,10,4
2,52,727,95,12,16
2,53,731,97,18,10
2,54,752,85,19,18
2,55,699,112,19,21
2,56,690,109,17,21
2,57,686,117,23,15
2,58,671,137,42,11
2,59,688,115,22,17
2,60,632,108,26,13
2,61,612,165,24,16
2,62,643,142,28,22
2,63,653,165,33,32
2,64,603,127,27,18
2,65,707,130,21,24
2,66,694,144,24,18
2,67,704,151,40,28
2,68,682,172,34,33
2,69,626,139,36,27
2,70,678,153,31,15
2,71,694,163,28,23
2,72,680,175,26,8
2,73,638,142,29,15
2,74,701,151,28,19
2,75,689,152,40,27
2,76,643,208,36,22
2,77,640,233,37,27
2,78,588,207,44,13
2,79,595,217,33,25
2,80,616,215,42,20
2,81,584,224,47,29
2,82,588,197,71,25
2,83,606,229,50,26
2,84,616,181,37,18
2,85,613,197,42,26
2,86,560,197,24,30
2,87,569,206,40,29
2,88,579,207,25,12
2,89,555,211,43,17
2,90,586,195,37,25
2,91,599,169,34,25
2,92,603,196,43,30
2,93,576,187,50,20
2,94,603,188,39,13
2,95,595,196,25,34
2,96,591,202,28,40
2,97,600,244,42,30
2,98,609,214,50,44
2,99,597,237,48,34
2,100,652,232,43,45
2,101,642,226,51,54
2,102,697,200,56,27
2,103,574,240,53,40
2,104,651,193,32,22
2,105,597,206,28,26
2,106,703,224,32,38
2,107,700,176,30,36
2,108,674,198,38,31
2,109,642,210,42,26
2,110,730,178,41,35
2,111,707,206,33,29
2,112,653,223,44,27
2,113,639,238,41,17
2,114,631,249,37,35
2,115,609,236,44,32
2,116,659,224,49,28
2,117,623,251,56,35
2,118,619,240,48,19
2,119,666,226,58,31
2,120,660,196,36,25
2,121,678,161,52,22
2,122,639,225,42,18
2,123,687,195,38,25
2,124,602,160,43,13
2,125,684,139,37,23
2,126,720,143,26,26
2,127,650,159,31,19
2,128,669,125,24,29
2,129,736,165,28,21
2,130,723,114,21,23
2,131,693,126,36,23
2,132,691,130,27,27
2,133,749,107,19,23
2,134,733,91,34,13
2,135,766,90,27,14
2,136,731,92,26,19
2,137,732,75,11,36
2,138,751,86,37,12
2,139,718,73,30,19
2,140,692,90,17,17
2,141,734,67,18,22
2,142,750,71,26,16
2,143,714,103,23,30
2,144,666,82,39,23
3,2,204,35,14,4
3,3,228,33,2,1
3,4,189,58,8,2
3,5,239,28,17,1
3,6,240,47,10,6
3,7,243,32,11,4
3,8,141,44,6,8
3,9,175,22,6,9
3,10,207,16,9,3
3,11,151,20,14,4
3,12,185,17,3,5
3,13,193,26,5,2
3,14,196,20,6,3
3,15,184,12,9,5
3,16,155,25,1,9
3,17,165,16,1,1
3,18,179,11,5,1
3,19,182,19,1,3
3,20,120,25,0,4
3,21,107,13,5,5
3,22,90,31,4,1
3,23,99,28,0,2
3,24,161,23,5,6
3,25,111,10,2,1
3,26,134,5,1,1
3,27,92,0,2,1
3,28,128,7,5,3
3,29,121,34,16,0
3,30,59,6,0,0
3,31,138,5,4,2
3,32,89,3,6,2
3,33,68,9,2,4
3,34,119,13,5,1
3,35,95,25,15,2
3,36,183,11,8,2
3,37,55,16,5,6
3,38,84,10,2,0
3,39,74,2,0,0
3,40,99,16,2,2
3,41,87,25,6,2
3,42,149,25,5,2
3,43,85,30,1,2
3,44,123,16,3,2
3,45,167,34,8,1
3,46,152,29,6,7
3,47,149,33,13,3
3,48,174,54,16,6
3,49,225,53,16,10
3,50,255,33,13,9
3,51,261,39,15,3
3,52,290,60,17,13
3,53,269,38,15,6
3,54,253,30,5,9
3,55,230,73,22,20
3,56,237,49,15,3
3,57,225,45,16,4
3,58,238,48,13,13
3,59,252,64,22,12
3,60,202,72,16,10
3,61,230,70,14,6
3,62,222,72,18,5
3,63,229,54,13,7
3,64,201,72,19,10
3,65,266,57,24,14
3,66,265,71,27,5
3,67,254,58,9,7
3,68,262,56,14,10
3,69,259,66,17,13
3,70,209,64,20,12
3,71,233,42,8,11
3,72,268,38,7,6
3,73,262,65,10,5
3,74,254,56,16,7
3,75,277,29,13,5
3,76,226,67,11,2
3,77,267,27,22,2
3,78,243,58,12,0
3,79,242,60,8,7
3,80,207,51,7,0
3,81,228,58,10,15
3,82,253,58,8,9
3,83,233,37,4,6
3,84,258,54,10,7
3,85,257,53,14,10
3,86,243,58,18,8
3,87,233,50,19,12
3,88,252,69,16,9
3,89,206,76,6,8
3,90,247,55,20,7
3,91,225,42,14,20
3,92,281,26,11,16
3,93,247,37,19,16
3,94,235,47,17,8
3,95,213,32,12,7
3,96,215,60,11,6
3,97,229,37,6,8
3,98,242,40,16,5
3,99,270,57,18,6
3,100,278,56,7,5
3,101,259,51,10,11
3,102,246,56,14,6
3,103,218,58,12,3
3,104,274,56,9,7
3,105,266,59,25,5
3,106,284,57,34,10
3,107,270,46,14,5
3,108,252,48,15,3
3,109,261,41,25,7
3,110,269,60,11,3
3,111,258,65,15,2
3,112,243,46,10,9
3,113,221,52,14,4
3,114,235,44,13,1
3,115,248,41,7,2
3,116,246,67,4,13
3,117,259,41,9,18
3,118,278,49,14,10
3,119,280,27,8,8
3,120,213,45,6,7
3,121,265,31,18,11
3,122,258,43,21,9
3,123,220,43,15,10
3,124,243,36,12,1
3,125,237,57,9,9
3,126,276,23,9,14
3,127,242,24,2,8
3,128,236,34,1,7
3,129,208,39,12,9
3,130,247,36,6,3
3,131,239,58,13,6
3,132,232,36,16,6
3,133,206,33,13,9
3,134,246,42,9,7
3,135,216,34,8,5
3,136,226,31,15,8
3,137,214,17,12,10
3,138,205,28,20,4
3,139,235,24,15,6
3,140,210,21,13,1
3,141,210,40,8,2
3,142,222,39,10,11
3,143,170,20,7,9
3,144,234,26,7,7
4,2,632,131,29,21
4,3,664,112,32,27
4,4,613,102,34,18
4,5,583,117,32,25
4,6,675,89,37,24
4,7,593,120,34,14
4,8,571,80,26,17
4,9,551,96,21,16
4,10,597,111,20,16
4,11,569,113,21,18
4,12,540,99,34,12
4,13,509,63,39,14
4,14,508,82,34,15
4,15,544,72,27,13
4,16,469,57,23,16
4,17,506,89,35,9
4,18,437,88,21,8
4,19,486,66,12,11
4,20,429,70,21,23
4,21,469,66,10,9
4,22,408,48,12,6
4,23,451,62,13,8
4,24,387,49,18,11
4,25,374,49,18,14
4,26,327,32,18,10
4,27,355,68,11,13
4,28,396,39,9,10
4,29,375,48,21,6
4,30,320,70,20,7
4,31,324,38,23,13
4,32,317,61,22,9
4,33,320,47,13,15
4,34,377,55,19,4
4,35,348,50,9,4
4,36,330,61,12,19
4,37,389,54,17,6
4,38,400,54,15,21
4,39,378,74,11,8
4,40,349,89,25,15
4,41,511,78,25,7
4,42,480,66,26,14
4,43,466,51,21,11
4,44,463,79,18,17
4,45,529,91,27,14
4,46,572,85,20,20
4,47,629,95,20,25
4,48,652,101,32,30
4,49,690,128,17,21
4,50,670,123,33,7
4,51,627,132,30,31
4,52,706,151,38,22
4,53,677,156,33,24
4,54,682,138,44,24
4,55,689,169,41,27
4,56,739,142,32,24
4,57,684,174,54,22
4,58,759,161,50,27
4,59,704,145,41,20
4,60,672,156,51,36
4,61,731,155,55,29
4,62,726,184,76,29
4,63,739,167,70,55
4,64,729,148,47,35
4,65,710,158,40,18
4,66,760,166,65,22
4,67,687,171,57,21
4,68,690,163,54,39
4,69,692,122,45,34
4,70,680,132,47,34
4,71,743,149,51,30
4,72,706,152,58,40
4,73,694,151,63,32
4,74,719,182,62,33
4,75,720,168,51,23
4,76,725,153,40,26
4,77,702,201,63,24
4,78,753,175,59,39
4,79,734,173,60,51
4,80,746,177,51,26
4,81,695,182,51,33
4,82,766,157,68,36
4,83,698,158,71,39
4,84,685,159,65,71
4,85,688,169,56,45
4,86,732,170,65,42
4,87,698,186,75,48
4,88,673,142,70,52
4,89,691,151,64,34
4,90,680,186,64,28
4,91,715,136,56,50
4,92,682,174,71,42
4,93,713,167,85,51
4,94,715,161,86,51
4,95,690,171,87,38
4,96,729,175,72,48
4,97,712,157,81,39
4,98,674,200,59,72
4,99,707,158,86,41
4,100,694,181,86,39
4,101,746,194,82,48
4,102,746,186,76,40
4,103,688,203,83,42
4,104,708,211,100,62
4,105,719,204,62,47
4,106,660,181,89,33
4,107,711,183,70,31
4,108,706,247,74,42
4,109,717,193,84,41
4,110,704,209,70,33
4,111,705,186,94,46
4,112,709,193,66,38
4,113,715,175,67,23
4,114,697,184,66,33
4,115,716,241,66,43
4,116,660,169,73,34
4,117,685,207,88,33
4,118,728,204,67,43
4,119,707,199,59,24
4,120,725,194,46,33
4,121,751,183,60,39
4,122,747,217,59,47
4,123,674,180,50,24
4,124,714,174,52,24
4,125,728,168,45,24
4,126,711,185,46,32
4,127,692,179,32,27
4,128,729,148,43,37
4,129,716,156,48,27
4,130,752,132,39,23
4,131,739,147,39,35
4,132,677,138,40,31
4,133,703,135,37,20
4,134,730,159,33,34
4,135,668,142,52,36
4,136,668,138,43,34
4,137,663,140,32,28
4,138,640,144,42,33
4,139,649,113,43,12
4,140,656,122,40,29
4,141,652,117,25,19
4,142,613,130,47,20
4,143,656,92,35,17
4,144,615,112,38,30
5,2,108,8,1,2
