area,time,lv1,lv2,lv3,lv4
1,2,1241,213,72,55
1,3,1171,233,78,45
1,4,1155,234,54,47
1,5,1194,210,58,52
1,6,1108,235,72,66
1,7,1165,208,76,37
1,8,1107,195,63,46
1,9,1051,156,59,34
1,10,1109,152,54,49
1,11,1069,165,52,60
1,12,1051,178,54,55
1,13,1011,142,45,50
1,14,1000,159,53,41
1,15,1001,131,30,45
1,16,944,127,43,26
1,17,887,130,34,56
1,18,811,149,33,35
1,19,812,138,45,20
1,20,817,151,55,32
1,21,825,121,54,30
1,22,826,104,29,37
1,23,673,86,36,36
1,24,790,100,37,33
1,25,674,83,21,43
1,26,633,114,34,41
1,27,573,111,31,28
1,28,592,87,44,37
1,29,681,80,44,30
1,30,644,116,26,18
1,31,698,104,41,40
1,32,498,90,26,50
1,33,713,105,46,36
1,34,679,126,37,12
1,35,710,78,42,38
1,36,690,111,38,34
1,37,721,134,35,45
1,38,825,157,37,37
1,39,925,132,32,26
1,40,948,128,44,42
1,41,1020,173,46,52
1,42,1182,205,64,65
1,43,1251,270,68,62
1,44,1284,273,77,91
1,45,1327,318,84,78
1,46,1337,360,116,92
1,47,1418,416,121,71
1,48,1504,444,102,89
1,49,1610,429,111,90
1,50,1606,411,105,63
1,51,1656,415,119,65
1,52,1665,429,68,63
1,53,1694,359,80,56
1,54,1661,347,94,77
1,55,1646,369,99,67
1,56,1645,374,99,90
1,57,1618,351,159,89
1,58,1628,346,111,66
1,59,1565,395,100,113
1,60,1565,341,110,105
1,61,1544,342,80,114
1,62,1550,371,107,89
1,63,1538,317,90,94
1,64,1508,352,105,82
1,65,1443,310,93,66
1,66,1470,341,110,72
1,67,1564,289,96,105
1,68,1498,296,99,105
1,69,1469,311,102,98
1,70,1530,289,72,82
1,71,1535,313,100,73
1,72,1533,316,123,90
1,73,1435,380,115,90
1,74,1487,323,84,74
1,75,1487,318,93,88
1,76,1455,320,129,60
1,77,1516,324,95,69
1,78,1500,318,126,102
1,79,1489,336,105,83
1,80,1494,358,94,95
1,81,1552,322,101,98
1,82,1539,342,87,79
1,83,1499,330,71,91
1,84,1513,321,122,77
1,85,1488,349,104,76
1,86,1519,325,100,84
1,87,1466,309,122,82
1,88,1545,323,92,72
1,89,1490,335,95,109
1,90,1500,325,95,87
1,91,1471,354,96,101
1,92,1499,372,98,61
1,93,1427,364,111,83
1,94,1462,348,102,90
1,95,1457,396,128,90
1,96,1543,422,104,119
1,97,1433,431,120,92
1,98,1435,383,101,95
1,99,1494,387,137,97
1,100,1438,479,135,92
1,101,1527,473,115,127
1,102,1455,448,166,113
1,103,1478,440,129,93
1,104,1468,484,138,111
1,105,1490,495,154,94
1,106,1455,562,142,116
1,107,1516,576,174,91
1,108,1569,634,144,92
1,109,1547,563,162,106
1,110,1465,534,209,121
1,111,1522,638,165,95
1,112,1449,537,181,116
1,113,1437,501,210,108
1,114,1476,470,185,122
1,115,1450,510,167,94
1,116,1497,442,185,130
1,117,1434,487,182,119
1,118,1466,456,150,124
1,119,1395,484,139,109
1,120,1529,417,140,117
1,121,1497,449,155,98
1,122,1463,492,175,149
1,123,1487,415,160,125
1,124,1541,401,151,122
1,125,1520,442,132,104
1,126,1506,413,117,105
1,127,1432,446,134,90
1,128,1437,459,144,96
1,129,1512,413,140,74
1,130,1511,384,114,97
1,131,1413,367,115,91
1,132,1423,335,130,89
1,133,1379,361,123,92
1,134,1441,341,110,60
1,135,1518,306,127,90
1,136,1482,306,114,90
1,137,1410,286,91,66
1,138,1381,340,111,100
1,139,1476,301,113,79
1,140,1391,274,96,83
1,141,1405,310,86,68
1,142,1379,268,91,68
1,143,1359,272,86,60
1,144,1363,205,75,71
2,2,735,69,20,18
2,3,685,53,20,9
2,4,679,52,26,7
2,5,686,41,11,16
2,6,668,66,13,5
2,7,675,64,7,17
2,8,638,54,14,7
2,9,627,49,7,11
2,10,616,58,11,19
2,11,636,31,11,16
2,12,630,48,18,8
2,13,611,41,14,10
2,14,590,54,8,9
2,15,567,39,11,18
2,16,550,48,3,9
2,17,469,39,5,12
2,18,457,41,17,20
2,19,430,25,5,2
2,20,457,23,9,13
2,21,397,23,2,7
2,22,457,50,13,7
2,23,457,16,5,7
2,24,461,39,11,8
2,25,432,17,10,12
2,26,334,18,5,8
2,27,361,33,7,8
2,28,439,27,7,8
2,29,407,28,10,3
2,30,414,22,7,11
2,31,364,26,4,12
2,32,381,22,5,3
2,33,364,17,3,12
2,34,423,20,9,11
2,35,429,28,7,11
2,36,459,42,14,13
2,37,433,20,9,14
2,38,525,44,5,15
2,39,505,71,9,8
2,40,555,37,14,14
2,41,618,61,13,20
2,42,603,58,29,17
2,43,636,73,23,16
2,44,614,99,15,14
2,45,577,138,20,7
2,46,576,145,22,30
2,47,603,182,23,18
2,48,667,200,34,24
2,49,662,182,37,19
2,50,703,139,27,19
2,51,706,147,22,23
2,52,663,186,22,15
2,53,786,131,19,16
2,54,712,163,15,14
2,55,703,161,24,16
2,56,663,144,24,21
2,57,722,128,25,20
2,58,688,132,28,17
2,59,643,119,29,19
2,60,688,112,30,12
2,61,660,122,11,9
2,62,676,137,24,12
2,63,650,142,39,18
2,64,647,100,20,16
2,65,636,147,29,15
2,66,665,104,26,17
2,67,649,127,26,24
2,68,648,123,26,16
2,69,634,124,22,16
2,70,641,133,18,23
2,71,689,136,31,18
2,72,672,157,29,14
2,73,656,125,17,19
2,74,686,120,36,29
2,75,609,138,23,9
2,76,638,119,27,21
2,77,572,129,13,24
2,78,591,128,26,15
2,79,670,147,39,11
2,80,655,141,27,12
2,81,649,161,33,10
2,82,654,158,26,24
2,83,596,146,25,24
2,84,620,185,29,23
2,85,639,189,25,15
2,86,608,152,48,11
2,87,591,180,32,17
2,88,552,171,25,18
2,89,574,177,31,25
2,90,583,146,30,21
2,91,574,170,30,26
2,92,568,168,35,21
2,93,580,177,51,30
2,94,598,215,46,21
2,95,531,243,54,18
2,96,540,247,53,21
2,97,599,229,36,37
2,98,582,220,32,38
2,99,525,220,55,29
2,100,582,218,46,34
2,101,593,236,35,21
2,102,553,255,37,31
2,103,638,231,29,19
2,104,541,305,56,24
2,105,477,334,61,25
2,106,556,311,55,19
2,107,569,277,62,33
2,108,670,235,43,20
2,109,644,210,46,23
2,110,671,215,48,39
2,111,605,269,48,30
2,112,623,262,51,34
2,113,597,222,44,35
2,114,554,226,56,32
2,115,590,228,66,21
2,116,612,250,54,30
2,117,625,229,55,38
2,118,633,225,68,27
2,119,641,226,50,20
2,120,627,227,34,24
2,121,643,196,42,15
2,122,659,204,34,19
2,123,615,222,33,36
2,124,658,205,26,15
2,125,661,196,39,24
2,126,659,186,31,19
2,127,704,174,42,20
2,128,727,154,32,33
2,129,679,166,38,27
2,130,672,152,40,17
2,131,733,164,38,17
2,132,722,155,24,26
2,133,718,137,33,27
2,134,703,113,17,16
2,135,728,102,33,23
2,136,683,101,46,22
2,137,699,83,24,34
2,138,761,87,18,18
2,139,724,103,14,30
2,140,728,104,19,28
2,141,738,86,31,10
2,142,714,91,43,12
2,143,702,108,17,17
2,144,777,83,23,23
3,2,201,38,1,13
3,3,206,22,6,3
3,4,203,41,4,4
3,5,178,25,8,9
3,6,169,12,4,7
3,7,115,25,3,4
3,8,196,20,4,8
3,9,193,23,6,4
3,10,184,30,4,11
3,11,208,16,3,9
3,12,187,23,4,1
3,13,105,23,2,7
3,14,154,24,4,5
3,15,139,18,11,0
3,16,169,20,2,5
3,17,137,7,3,2
3,18,127,8,1,6
3,19,99,12,10,5
3,20,181,8,8,4
3,21,168,10,0,9
3,22,130,16,6,3
3,23,139,12,1,0
3,24,95,13,9,10
3,25,128,8,0,0
3,26,87,7,3,6
3,27,51,5,4,10
3,28,112,17,5,0
3,29,80,13,3,0
3,30,105,14,8,7
3,31,96,13,7,0
3,32,115,20,5,7
3,33,102,23,5,22
3,34,64,21,10,5
3,35,77,1,3,6
3,36,98,20,5,13
3,37,52,36,10,2
3,38,129,8,7,1
3,39,113,21,10,7
3,40,173,19,12,3
3,41,163,34,9,5
3,42,173,16,9,2
3,43,139,55,7,3
3,44,205,25,11,4
3,45,226,27,7,8
3,46,262,43,11,12
3,47,238,56,23,5
3,48,215,70,21,5
3,49,241,65,19,4
3,50,248,62,19,7
3,51,250,43,16,11
3,52,249,51,24,13
3,53,256,27,15,12
3,54,265,61,29,5
3,55,284,51,14,10
3,56,244,61,36,9
3,57,231,60,19,7
3,58,222,51,19,11
3,59,209,64,34,9
3,60,232,74,10,3
3,61,217,88,23,3
3,62,202,53,15,8
3,63,213,56,10,3
3,64,211,54,10,13
3,65,207,62,14,10
3,66,199,64,15,8
3,67,222,45,12,5
3,68,243,43,28,9
3,69,212,57,15,10
3,70,245,44,17,7
3,71,208,63,19,9
3,72,258,33,17,10
3,73,235,32,22,18
3,74,242,34,12,7
3,75,232,44,6,8
3,76,194,45,9,13
3,77,216,34,19,16
3,78,221,64,16,16
3,79,263,33,17,15
3,80,231,47,16,13
3,81,220,53,16,12
3,82,235,21,21,14
3,83,225,56,21,20
3,84,241,48,28,13
3,85,207,67,16,8
3,86,247,48,24,5
3,87,211,48,23,7
3,88,236,62,20,6
3,89,224,50,21,11
3,90,263,53,18,8
3,91,226,60,12,15
3,92,227,51,32,3
3,93,226,67,20,7
3,94,189,70,14,12
3,95,203,70,20,16
3,96,211,55,21,9
3,97,195,85,19,11
3,98,242,63,17,12
3,99,213,60,25,4
3,100,262,58,21,1
3,101,247,58,14,6
3,102,243,66,19,7
3,103,265,67,14,8
3,104,228,80,22,1
3,105,236,79,22,14
3,106,211,94,25,15
3,107,261,87,18,10
3,108,232,73,17,9
3,109,237,93,13,8
3,110,239,69,27,10
3,111,248,68,13,6
3,112,271,41,11,3
3,113,239,54,18,10
3,114,275,47,14,7
3,115,242,47,13,4
3,116,254,55,9,3
3,117,252,56,14,11
3,118,291,27,20,5
3,119,270,34,12,3
3,120,223,63,10,14
3,121,234,62,11,4
3,122,266,25,7,11
3,123,274,54,17,8
3,124,228,28,8,5
3,125,234,31,9,8
3,126,241,33,20,2
3,127,239,34,15,14
3,128,209,49,6,23
3,129,278,40,13,2
3,130,211,41,12,6
3,131,234,44,4,8
3,132,255,37,4,9
3,133,238,40,12,11
3,134,236,37,22,17
3,135,235,58,18,7
3,136,231,36,13,10
3,137,223,30,7,5
3,138,248,24,10,5
3,139,212,29,6,3
3,140,247,25,13,8
3,141,224,24,8,10
3,142,218,28,10,1
3,143,153,46,11,6
3,144,227,36,4,4
4,2,572,109,36,25
4,3,635,123,28,24
4,4,632,69,25,17
4,5,585,107,25,21
4,6,535,85,31,26
4,7,573,84,21,21
4,8,581,76,15,19
4,9,550,72,25,17
4,10,510,84,20,15
4,11,512,74,20,16
4,12,511,101,22,30
4,13,418,77,16,7
4,14,394,66,17,7
4,15,398,46,11,8
4,16,405,52,17,7
4,17,400,61,12,15
4,18,349,64,16,11
4,19,364,50,16,14
4,20,406,60,24,14
4,21,410,41,25,13
4,22,361,32,16,3
4,23,361,52,6,8
4,24,343,40,15,10
4,25,316,48,15,5
4,26,252,30,13,13
4,27,241,46,10,7
4,28,247,32,8,13
4,29,288,58,21,10
4,30,314,29,21,19
4,31,293,54,18,12
4,32,312,47,8,6
4,33,334,64,19,6
4,34,312,52,14,8
4,35,456,42,13,14
4,36,400,61,12,14
4,37,425,78,19,14
4,38,398,57,26,4
4,39,381,53,17,11
4,40,485,66,24,12
4,41,493,102,47,30
4,42,566,127,28,22
4,43,592,141,32,26
4,44,636,156,52,32
4,45,675,139,50,24
4,46,691,168,54,29
4,47,682,155,61,38
4,48,711,152,66,29
4,49,727,192,63,25
4,50,771,190,71,32
4,51,766,179,69,35
4,52,756,204,57,44
4,53,791,219,84,44
4,54,735,167,69,26
4,55,771,181,60,34
4,56,714,172,67,42
4,57,777,151,51,37
4,58,752,151,77,42
4,59,768,151,42,36
4,60,789,177,51,26
4,61,758,148,64,40
4,62,772,192,46,30
4,63,788,167,57,33
4,64,774,174,57,30
